"","state","date","State_abbrev","stateFIPS","pos_test","neg_test","test","population","median.age","Black.perc","Hispanic.or.Latino.perc","area","HS_perc","college_perc","Associate_perc","Bachelor_perc","Gradprof_perc","HS_orhigher_perc","Bachelor_orhigher_perc","poverty_perc","density","q_popdensity","q_poverty","mean_winter_temp","mean_summer_temp","mean_winter_rm","mean_summer_rm","retail_and_recreation","grocery_and_pharmacy","parks","transit","workplaces","residential"
"554","Hawaii",2020-04-02,"HI",15,50,1485,1535,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-50,-27,-63,-69,-49,23
"555","Hawaii",2020-04-03,"HI",15,27,0,27,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-49,-23,-65,-68,-47,24
"556","Hawaii",2020-04-04,"HI",15,34,1753,1787,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-55,-29,-63,-73,-45,18
"557","Hawaii",2020-04-05,"HI",15,32,645,677,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-55,-26,-67,-76,-46,16
"558","Hawaii",2020-04-06,"HI",15,20,551,571,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-51,-26,-70,-68,-49,22
"559","Hawaii",2020-04-07,"HI",15,16,0,16,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-50,-27,-66,-67,-51,23
"560","Hawaii",2020-04-08,"HI",15,23,1584,1607,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-52,-30,-66,-68,-51,23
"561","Hawaii",2020-04-09,"HI",15,25,577,602,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-50,-27,-67,-69,-51,24
"562","Hawaii",2020-04-10,"HI",15,7,391,398,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-52,-29,-67,-72,-57,27
"563","Hawaii",2020-04-11,"HI",15,23,1359,1382,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-55,-29,-66,-74,-47,18
"564","Hawaii",2020-04-12,"HI",15,21,416,437,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-67,-38,-68,-77,-52,17
"565","Hawaii",2020-04-13,"HI",15,13,863,876,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-55,-33,-68,-68,-50,22
"566","Hawaii",2020-04-14,"HI",15,5,571,576,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-54,-32,-71,-70,-50,24
"567","Hawaii",2020-04-15,"HI",15,13,370,383,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-51,-28,-62,-67,-49,23
"568","Hawaii",2020-04-16,"HI",15,13,884,897,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-51,-28,-63,-69,-49,23
"569","Hawaii",2020-04-17,"HI",15,11,1146,1157,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-52,-30,-63,-68,-47,24
"570","Hawaii",2020-04-18,"HI",15,12,474,486,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-55,-30,-63,-72,-44,17
"571","Hawaii",2020-04-19,"HI",15,21,1106,1127,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-56,-32,-62,-75,-46,15
"572","Hawaii",2020-04-20,"HI",15,6,699,705,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-51,-29,-65,-67,-47,21
"573","Hawaii",2020-04-21,"HI",15,4,517,521,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-52,-30,-66,-67,-49,23
"574","Hawaii",2020-04-22,"HI",15,-2,648,646,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-51,-30,-61,-68,-48,23
"575","Hawaii",2020-04-23,"HI",15,10,776,786,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-52,-30,-65,-69,-48,23
"576","Hawaii",2020-04-24,"HI",15,4,755,759,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-51,-30,-65,-69,-47,24
"577","Hawaii",2020-04-25,"HI",15,5,1148,1153,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-51,-29,-54,-71,-44,16
"578","Hawaii",2020-04-26,"HI",15,2,441,443,1422029,38.9,1.8,10.4,10932,"27.7","21","10.6","21.5","11","91.8","32.5",9.9,130.07949140139,3,1,NA,NA,NA,NA,-53,-30,-55,-74,-44,14
"579","Idaho",2020-03-07,"ID",16,0,27,27,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,8,9,2,11,2,-1
"580","Idaho",2020-03-08,"ID",16,0,0,0,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,17,14,66,14,3,-1
"581","Idaho",2020-03-09,"ID",16,0,14,14,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,6,11,38,5,9,-3
"582","Idaho",2020-03-10,"ID",16,0,0,0,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,9,14,65,11,2,-1
"583","Idaho",2020-03-11,"ID",16,0,26,26,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,8,13,60,6,3,-1
"584","Idaho",2020-03-12,"ID",16,0,26,26,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,9,23,54,7,1,-1
"585","Idaho",2020-03-13,"ID",16,0,38,38,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,6,33,33,2,0,0
"586","Idaho",2020-03-14,"ID",16,2,43,45,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-6,26,-11,-2,-1,3
"587","Idaho",2020-03-15,"ID",16,3,0,3,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,2,26,28,2,-8,3
"588","Idaho",2020-03-16,"ID",16,0,91,91,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,2,31,65,-2,-4,1
"589","Idaho",2020-03-17,"ID",16,2,81,83,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-7,22,56,-2,-19,7
"590","Idaho",2020-03-18,"ID",16,2,113,115,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-12,17,48,-6,-23,9
"591","Idaho",2020-03-19,"ID",16,2,0,2,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-15,13,93,-9,-27,10
"592","Idaho",2020-03-20,"ID",16,12,131,143,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-21,12,69,-16,-28,10
"593","Idaho",2020-03-21,"ID",16,8,290,298,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-29,5,76,-10,-18,7
"594","Idaho",2020-03-22,"ID",16,11,295,306,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-22,1,140,-11,-27,5
"595","Idaho",2020-03-23,"ID",16,5,134,139,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-24,1,46,-20,-30,9
"596","Idaho",2020-03-24,"ID",16,3,578,581,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-26,0,40,-14,-36,13
"597","Idaho",2020-03-25,"ID",16,23,0,23,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-27,7,10,-19,-38,14
"598","Idaho",2020-03-26,"ID",16,50,178,228,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-40,-10,24,-26,-44,17
"599","Idaho",2020-03-27,"ID",16,66,603,669,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-43,-14,11,-33,-43,18
"600","Idaho",2020-03-28,"ID",16,41,674,715,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-47,-17,13,-29,-31,12
"601","Idaho",2020-03-29,"ID",16,31,679,710,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-42,-18,25,-34,-38,10
"602","Idaho",2020-03-30,"ID",16,49,375,424,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-38,-14,11,-31,-40,14
"603","Idaho",2020-03-31,"ID",16,105,901,1006,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-38,-12,-2,-28,-45,18
"604","Idaho",2020-04-01,"ID",16,110,779,889,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-35,-8,13,-28,-45,17
"605","Idaho",2020-04-02,"ID",16,144,537,681,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-38,-10,29,-31,-46,18
"606","Idaho",2020-04-03,"ID",16,222,441,663,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-39,-9,20,-33,-45,18
"607","Idaho",2020-04-04,"ID",16,122,803,925,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-46,-13,24,-30,-34,12
"608","Idaho",2020-04-05,"ID",16,64,1327,1391,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-40,-14,30,-36,-39,10
"609","Idaho",2020-04-06,"ID",16,24,710,734,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-34,-9,48,-31,-41,13
"610","Idaho",2020-04-07,"ID",16,69,182,251,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-33,-6,89,-25,-46,16
"611","Idaho",2020-04-08,"ID",16,40,612,652,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-32,-6,92,-25,-46,15
"612","Idaho",2020-04-09,"ID",16,22,611,633,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-32,-4,110,-29,-46,16
"613","Idaho",2020-04-10,"ID",16,121,442,563,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-35,-3,86,-30,-46,16
"614","Idaho",2020-04-11,"ID",16,43,627,670,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-40,0,12,-35,-34,11
"615","Idaho",2020-04-12,"ID",16,11,533,544,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-51,-20,50,-40,-42,8
"616","Idaho",2020-04-13,"ID",16,19,554,573,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-33,-12,52,-32,-39,13
"617","Idaho",2020-04-14,"ID",16,27,206,233,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-32,-10,55,-27,-43,16
"618","Idaho",2020-04-15,"ID",16,11,273,284,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-25,-4,17,-30,-43,16
"619","Idaho",2020-04-16,"ID",16,123,310,433,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-26,-4,68,-31,-43,16
"620","Idaho",2020-04-17,"ID",16,22,330,352,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-30,-6,79,-29,-42,15
"621","Idaho",2020-04-18,"ID",16,46,380,426,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-33,-6,73,-22,-29,8
"622","Idaho",2020-04-19,"ID",16,13,247,260,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-21,-2,138,-26,-34,6
"623","Idaho",2020-04-20,"ID",16,4,572,576,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-21,-4,110,-23,-37,11
"624","Idaho",2020-04-21,"ID",16,64,151,215,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-23,-1,109,-21,-42,14
"625","Idaho",2020-04-22,"ID",16,30,40,70,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-25,-3,52,-22,-41,15
"626","Idaho",2020-04-23,"ID",16,36,326,362,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-29,-6,30,-25,-42,16
"627","Idaho",2020-04-24,"ID",16,34,965,999,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-30,-6,68,-24,-41,14
"628","Idaho",2020-04-25,"ID",16,34,236,270,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-31,-3,71,-18,-27,8
"629","Idaho",2020-04-26,"ID",16,17,187,204,1687809,36.1,0.7,12.4,83569,"27.7","26.4","9.6","18.2","8.7","90.6","26.9",13.8,20.1965920377173,1,2,274.715875729806,299.885273067364,90.4382850154705,66.1426434515586,-18,3,164,-19,-33,5
"630","Illinois",2020-03-04,"IL",17,4,124,128,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,9,10,28,4,2,-1
"631","Illinois",2020-03-05,"IL",17,1,41,42,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,7,8,21,2,3,-1
"632","Illinois",2020-03-06,"IL",17,0,15,15,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,6,5,17,4,2,-1
"633","Illinois",2020-03-07,"IL",17,1,11,12,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,14,14,75,13,7,-3
"634","Illinois",2020-03-08,"IL",17,0,0,0,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,15,14,165,10,3,-2
"635","Illinois",2020-03-09,"IL",17,1,0,1,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-1,3,-5,-5,0,1
"636","Illinois",2020-03-10,"IL",17,12,53,65,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,7,10,20,-2,0,0
"637","Illinois",2020-03-11,"IL",17,0,0,0,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,6,13,15,-2,-1,0
"638","Illinois",2020-03-12,"IL",17,6,22,28,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,7,32,19,-5,-1,1
"639","Illinois",2020-03-13,"IL",17,7,28,35,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,5,43,19,-6,-4,1
"640","Illinois",2020-03-14,"IL",17,14,22,36,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-7,31,-13,-8,0,3
"641","Illinois",2020-03-15,"IL",17,18,133,151,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-8,25,25,-13,-5,3
"642","Illinois",2020-03-16,"IL",17,29,483,512,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-10,30,-19,-27,-19,8
"643","Illinois",2020-03-17,"IL",17,66,408,474,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-23,17,44,-30,-31,12
"644","Illinois",2020-03-18,"IL",17,129,423,552,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-34,8,-34,-39,-35,16
"645","Illinois",2020-03-19,"IL",17,134,962,1096,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-34,16,-31,-43,-37,17
"646","Illinois",2020-03-20,"IL",17,163,971,1134,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-33,26,-28,-41,-38,17
"647","Illinois",2020-03-21,"IL",17,168,1792,1960,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-46,3,-22,-39,-25,13
"648","Illinois",2020-03-22,"IL",17,296,1783,2079,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-63,-34,-39,-54,-38,14
"649","Illinois",2020-03-23,"IL",17,224,1312,1536,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-50,-21,-29,-55,-50,21
"650","Illinois",2020-03-24,"IL",17,262,1351,1613,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-47,-17,-11,-53,-50,22
"651","Illinois",2020-03-25,"IL",17,330,2410,2740,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-43,-13,29,-50,-50,21
"652","Illinois",2020-03-26,"IL",17,673,1749,2422,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-47,-15,-28,-55,-50,22
"653","Illinois",2020-03-27,"IL",17,488,4423,4911,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-48,-14,-27,-53,-50,23
"654","Illinois",2020-03-28,"IL",17,465,3484,3949,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-53,-17,-35,-50,-35,15
"655","Illinois",2020-03-29,"IL",17,1105,1166,2271,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-53,-24,-29,-55,-39,13
"656","Illinois",2020-03-30,"IL",17,461,2223,2684,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-43,-15,-5,-54,-50,20
"657","Illinois",2020-03-31,"IL",17,937,3842,4779,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-44,-15,-30,-54,-52,22
"658","Illinois",2020-04-01,"IL",17,986,4173,5159,12821497,37.9,14.2,17,57914,"26.1","20.7","8","20.8","13.3","88.9","34.1",13.1,221.388558897676,4,2,276.575338639803,302.851404323108,90.125243586668,91.0610863052979,-41,-7,4,-50,-52,21
