"","X","state","Type","Start.Date","End.Date","date","stayathome"
"Tennessee.44.45",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-15,1
"Tennessee.44.46",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-16,1
"Tennessee.44.47",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-17,1
"Tennessee.44.48",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-18,1
"Tennessee.44.49",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-19,1
"Tennessee.44.50",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-20,1
"Tennessee.44.51",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-21,1
"Tennessee.44.52",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-22,1
"Tennessee.44.53",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-23,1
"Tennessee.44.54",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-24,1
"Tennessee.44.55",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-25,1
"Tennessee.44.56",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-26,1
"Tennessee.44.57",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-27,1
"Tennessee.44.58",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-28,1
"Tennessee.44.59",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-29,1
"Tennessee.44.60",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-04-30,1
"Tennessee.44.61",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-01,0
"Tennessee.44.62",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-02,0
"Tennessee.44.63",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-03,0
"Tennessee.44.64",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-04,0
"Tennessee.44.65",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-05,0
"Tennessee.44.66",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-06,0
"Tennessee.44.67",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-07,0
"Tennessee.44.68",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-08,0
"Tennessee.44.69",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-09,0
"Tennessee.44.70",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-10,0
"Tennessee.44.71",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-11,0
"Tennessee.44.72",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-12,0
"Tennessee.44.73",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-13,0
"Tennessee.44.74",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-14,0
"Tennessee.44.75",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-15,0
"Tennessee.44.76",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-16,0
"Tennessee.44.77",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-17,0
"Tennessee.44.78",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-18,0
"Tennessee.44.79",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-19,0
"Tennessee.44.80",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-20,0
"Tennessee.44.81",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-21,0
"Tennessee.44.82",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-22,0
"Tennessee.44.83",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-23,0
"Tennessee.44.84",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-24,0
"Tennessee.44.85",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-25,0
"Tennessee.44.86",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-26,0
"Tennessee.44.87",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-27,0
"Tennessee.44.88",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-28,0
"Tennessee.44.89",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-29,0
"Tennessee.44.90",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-30,0
"Tennessee.44.91",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-05-31,0
"Tennessee.44.92",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-06-01,0
"Tennessee.44.93",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-06-02,0
"Tennessee.44.94",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-06-03,0
"Tennessee.44.95",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-06-04,0
"Tennessee.44.96",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-06-05,0
"Tennessee.44.97",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-06-06,0
"Tennessee.44.98",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-06-07,0
"Tennessee.44.99",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-06-08,0
"Tennessee.44.100",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-06-09,0
"Tennessee.44.101",44,"Tennessee","Stay at home",2020-03-31,2020-04-30,2020-06-10,0
"Texas.45",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-01,0
"Texas.45.1",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-02,0
"Texas.45.2",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-03,0
"Texas.45.3",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-04,0
"Texas.45.4",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-05,0
"Texas.45.5",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-06,0
"Texas.45.6",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-07,0
"Texas.45.7",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-08,0
"Texas.45.8",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-09,0
"Texas.45.9",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-10,0
"Texas.45.10",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-11,0
"Texas.45.11",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-12,0
"Texas.45.12",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-13,0
"Texas.45.13",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-14,0
"Texas.45.14",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-15,0
"Texas.45.15",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-16,0
"Texas.45.16",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-17,0
"Texas.45.17",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-18,0
"Texas.45.18",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-19,0
"Texas.45.19",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-20,0
"Texas.45.20",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-21,0
"Texas.45.21",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-22,0
"Texas.45.22",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-23,0
"Texas.45.23",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-24,0
"Texas.45.24",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-25,0
"Texas.45.25",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-26,0
"Texas.45.26",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-27,0
"Texas.45.27",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-28,0
"Texas.45.28",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-29,0
"Texas.45.29",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-30,0
"Texas.45.30",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-03-31,0
"Texas.45.31",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-01,0
"Texas.45.32",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-02,1
"Texas.45.33",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-03,1
"Texas.45.34",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-04,1
"Texas.45.35",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-05,1
"Texas.45.36",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-06,1
"Texas.45.37",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-07,1
"Texas.45.38",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-08,1
"Texas.45.39",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-09,1
"Texas.45.40",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-10,1
"Texas.45.41",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-11,1
"Texas.45.42",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-12,1
"Texas.45.43",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-13,1
"Texas.45.44",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-14,1
"Texas.45.45",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-15,1
"Texas.45.46",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-16,1
"Texas.45.47",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-17,1
"Texas.45.48",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-18,1
"Texas.45.49",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-19,1
"Texas.45.50",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-20,1
"Texas.45.51",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-21,1
"Texas.45.52",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-22,1
"Texas.45.53",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-23,1
"Texas.45.54",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-24,1
"Texas.45.55",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-25,1
"Texas.45.56",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-26,1
"Texas.45.57",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-27,1
"Texas.45.58",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-28,1
"Texas.45.59",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-29,1
"Texas.45.60",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-04-30,1
"Texas.45.61",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-01,0
"Texas.45.62",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-02,0
"Texas.45.63",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-03,0
"Texas.45.64",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-04,0
"Texas.45.65",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-05,0
"Texas.45.66",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-06,0
"Texas.45.67",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-07,0
"Texas.45.68",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-08,0
"Texas.45.69",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-09,0
"Texas.45.70",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-10,0
"Texas.45.71",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-11,0
"Texas.45.72",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-12,0
"Texas.45.73",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-13,0
"Texas.45.74",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-14,0
"Texas.45.75",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-15,0
"Texas.45.76",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-16,0
"Texas.45.77",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-17,0
"Texas.45.78",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-18,0
"Texas.45.79",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-19,0
"Texas.45.80",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-20,0
"Texas.45.81",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-21,0
"Texas.45.82",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-22,0
"Texas.45.83",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-23,0
"Texas.45.84",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-24,0
"Texas.45.85",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-25,0
"Texas.45.86",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-26,0
"Texas.45.87",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-27,0
"Texas.45.88",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-28,0
"Texas.45.89",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-29,0
"Texas.45.90",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-30,0
"Texas.45.91",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-05-31,0
"Texas.45.92",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-06-01,0
"Texas.45.93",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-06-02,0
"Texas.45.94",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-06-03,0
"Texas.45.95",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-06-04,0
"Texas.45.96",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-06-05,0
"Texas.45.97",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-06-06,0
"Texas.45.98",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-06-07,0
"Texas.45.99",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-06-08,0
"Texas.45.100",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-06-09,0
"Texas.45.101",45,"Texas","Stay at home",2020-04-02,2020-04-30,2020-06-10,0
"Utah.46",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-01,0
"Utah.46.1",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-02,0
"Utah.46.2",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-03,0
"Utah.46.3",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-04,0
"Utah.46.4",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-05,0
"Utah.46.5",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-06,0
"Utah.46.6",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-07,0
"Utah.46.7",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-08,0
"Utah.46.8",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-09,0
"Utah.46.9",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-10,0
"Utah.46.10",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-11,0
"Utah.46.11",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-12,0
"Utah.46.12",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-13,0
"Utah.46.13",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-14,0
"Utah.46.14",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-15,0
"Utah.46.15",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-16,0
"Utah.46.16",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-17,0
"Utah.46.17",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-18,0
"Utah.46.18",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-19,0
"Utah.46.19",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-20,0
"Utah.46.20",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-21,0
"Utah.46.21",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-22,0
"Utah.46.22",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-23,0
"Utah.46.23",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-24,0
"Utah.46.24",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-25,0
"Utah.46.25",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-26,0
"Utah.46.26",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-27,1
"Utah.46.27",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-28,1
"Utah.46.28",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-29,1
"Utah.46.29",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-30,1
"Utah.46.30",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-03-31,1
"Utah.46.31",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-01,1
"Utah.46.32",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-02,1
"Utah.46.33",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-03,1
"Utah.46.34",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-04,1
"Utah.46.35",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-05,1
"Utah.46.36",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-06,1
"Utah.46.37",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-07,1
"Utah.46.38",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-08,1
"Utah.46.39",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-09,1
"Utah.46.40",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-10,1
"Utah.46.41",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-11,1
"Utah.46.42",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-12,1
"Utah.46.43",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-13,1
"Utah.46.44",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-14,1
"Utah.46.45",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-15,1
"Utah.46.46",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-16,1
"Utah.46.47",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-17,1
"Utah.46.48",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-18,1
"Utah.46.49",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-19,1
"Utah.46.50",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-20,1
"Utah.46.51",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-21,1
"Utah.46.52",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-22,1
"Utah.46.53",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-23,1
"Utah.46.54",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-24,1
"Utah.46.55",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-25,1
"Utah.46.56",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-26,1
"Utah.46.57",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-27,1
"Utah.46.58",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-28,1
"Utah.46.59",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-29,1
"Utah.46.60",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-04-30,1
"Utah.46.61",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-01,1
"Utah.46.62",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-02,0
"Utah.46.63",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-03,0
"Utah.46.64",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-04,0
"Utah.46.65",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-05,0
"Utah.46.66",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-06,0
"Utah.46.67",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-07,0
"Utah.46.68",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-08,0
"Utah.46.69",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-09,0
"Utah.46.70",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-10,0
"Utah.46.71",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-11,0
"Utah.46.72",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-12,0
"Utah.46.73",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-13,0
"Utah.46.74",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-14,0
"Utah.46.75",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-15,0
"Utah.46.76",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-16,0
"Utah.46.77",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-17,0
"Utah.46.78",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-18,0
"Utah.46.79",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-19,0
"Utah.46.80",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-20,0
"Utah.46.81",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-21,0
"Utah.46.82",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-22,0
"Utah.46.83",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-23,0
"Utah.46.84",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-24,0
"Utah.46.85",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-25,0
"Utah.46.86",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-26,0
"Utah.46.87",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-27,0
"Utah.46.88",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-28,0
"Utah.46.89",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-29,0
"Utah.46.90",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-30,0
"Utah.46.91",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-05-31,0
"Utah.46.92",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-06-01,0
"Utah.46.93",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-06-02,0
"Utah.46.94",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-06-03,0
"Utah.46.95",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-06-04,0
"Utah.46.96",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-06-05,0
"Utah.46.97",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-06-06,0
"Utah.46.98",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-06-07,0
"Utah.46.99",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-06-08,0
"Utah.46.100",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-06-09,0
"Utah.46.101",46,"Utah","Stay at home",2020-03-27,2020-05-01,2020-06-10,0
"Vermont.47",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-01,0
"Vermont.47.1",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-02,0
"Vermont.47.2",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-03,0
"Vermont.47.3",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-04,0
"Vermont.47.4",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-05,0
"Vermont.47.5",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-06,0
"Vermont.47.6",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-07,0
"Vermont.47.7",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-08,0
"Vermont.47.8",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-09,0
"Vermont.47.9",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-10,0
"Vermont.47.10",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-11,0
"Vermont.47.11",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-12,0
"Vermont.47.12",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-13,0
"Vermont.47.13",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-14,0
"Vermont.47.14",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-15,0
"Vermont.47.15",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-16,0
"Vermont.47.16",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-17,0
"Vermont.47.17",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-18,0
"Vermont.47.18",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-19,0
"Vermont.47.19",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-20,0
"Vermont.47.20",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-21,0
"Vermont.47.21",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-22,0
"Vermont.47.22",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-23,0
"Vermont.47.23",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-24,0
"Vermont.47.24",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-25,1
"Vermont.47.25",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-26,1
"Vermont.47.26",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-27,1
"Vermont.47.27",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-28,1
"Vermont.47.28",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-29,1
"Vermont.47.29",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-30,1
"Vermont.47.30",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-03-31,1
"Vermont.47.31",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-04-01,1
"Vermont.47.32",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-04-02,1
"Vermont.47.33",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-04-03,1
"Vermont.47.34",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-04-04,1
"Vermont.47.35",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-04-05,1
"Vermont.47.36",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-04-06,1
"Vermont.47.37",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-04-07,1
"Vermont.47.38",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-04-08,1
"Vermont.47.39",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-04-09,1
"Vermont.47.40",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-04-10,1
"Vermont.47.41",47,"Vermont","Stay at home",2020-03-25,2020-05-15,2020-04-11,1
