"","X","state","Type","Start.Date","End.Date","date","stayathome"
"Idaho.13.32",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-02,1
"Idaho.13.33",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-03,1
"Idaho.13.34",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-04,1
"Idaho.13.35",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-05,1
"Idaho.13.36",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-06,1
"Idaho.13.37",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-07,1
"Idaho.13.38",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-08,1
"Idaho.13.39",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-09,1
"Idaho.13.40",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-10,1
"Idaho.13.41",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-11,1
"Idaho.13.42",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-12,1
"Idaho.13.43",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-13,1
"Idaho.13.44",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-14,1
"Idaho.13.45",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-15,1
"Idaho.13.46",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-16,1
"Idaho.13.47",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-17,1
"Idaho.13.48",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-18,1
"Idaho.13.49",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-19,1
"Idaho.13.50",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-20,1
"Idaho.13.51",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-21,1
"Idaho.13.52",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-22,1
"Idaho.13.53",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-23,1
"Idaho.13.54",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-24,1
"Idaho.13.55",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-25,1
"Idaho.13.56",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-26,1
"Idaho.13.57",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-27,1
"Idaho.13.58",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-28,1
"Idaho.13.59",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-29,1
"Idaho.13.60",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-04-30,1
"Idaho.13.61",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-01,0
"Idaho.13.62",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-02,0
"Idaho.13.63",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-03,0
"Idaho.13.64",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-04,0
"Idaho.13.65",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-05,0
"Idaho.13.66",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-06,0
"Idaho.13.67",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-07,0
"Idaho.13.68",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-08,0
"Idaho.13.69",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-09,0
"Idaho.13.70",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-10,0
"Idaho.13.71",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-11,0
"Idaho.13.72",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-12,0
"Idaho.13.73",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-13,0
"Idaho.13.74",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-14,0
"Idaho.13.75",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-15,0
"Idaho.13.76",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-16,0
"Idaho.13.77",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-17,0
"Idaho.13.78",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-18,0
"Idaho.13.79",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-19,0
"Idaho.13.80",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-20,0
"Idaho.13.81",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-21,0
"Idaho.13.82",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-22,0
"Idaho.13.83",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-23,0
"Idaho.13.84",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-24,0
"Idaho.13.85",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-25,0
"Idaho.13.86",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-26,0
"Idaho.13.87",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-27,0
"Idaho.13.88",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-28,0
"Idaho.13.89",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-29,0
"Idaho.13.90",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-30,0
"Idaho.13.91",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-05-31,0
"Idaho.13.92",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-06-01,0
"Idaho.13.93",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-06-02,0
"Idaho.13.94",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-06-03,0
"Idaho.13.95",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-06-04,0
"Idaho.13.96",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-06-05,0
"Idaho.13.97",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-06-06,0
"Idaho.13.98",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-06-07,0
"Idaho.13.99",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-06-08,0
"Idaho.13.100",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-06-09,0
"Idaho.13.101",13,"Idaho","Stay at home",2020-03-25,2020-04-30,2020-06-10,0
"Illinois.14",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-01,0
"Illinois.14.1",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-02,0
"Illinois.14.2",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-03,0
"Illinois.14.3",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-04,0
"Illinois.14.4",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-05,0
"Illinois.14.5",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-06,0
"Illinois.14.6",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-07,0
"Illinois.14.7",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-08,0
"Illinois.14.8",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-09,0
"Illinois.14.9",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-10,0
"Illinois.14.10",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-11,0
"Illinois.14.11",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-12,0
"Illinois.14.12",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-13,0
"Illinois.14.13",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-14,0
"Illinois.14.14",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-15,0
"Illinois.14.15",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-16,0
"Illinois.14.16",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-17,0
"Illinois.14.17",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-18,0
"Illinois.14.18",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-19,0
"Illinois.14.19",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-20,0
"Illinois.14.20",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-21,1
"Illinois.14.21",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-22,1
"Illinois.14.22",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-23,1
"Illinois.14.23",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-24,1
"Illinois.14.24",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-25,1
"Illinois.14.25",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-26,1
"Illinois.14.26",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-27,1
"Illinois.14.27",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-28,1
"Illinois.14.28",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-29,1
"Illinois.14.29",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-30,1
"Illinois.14.30",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-03-31,1
"Illinois.14.31",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-01,1
"Illinois.14.32",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-02,1
"Illinois.14.33",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-03,1
"Illinois.14.34",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-04,1
"Illinois.14.35",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-05,1
"Illinois.14.36",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-06,1
"Illinois.14.37",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-07,1
"Illinois.14.38",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-08,1
"Illinois.14.39",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-09,1
"Illinois.14.40",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-10,1
"Illinois.14.41",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-11,1
"Illinois.14.42",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-12,1
"Illinois.14.43",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-13,1
"Illinois.14.44",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-14,1
"Illinois.14.45",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-15,1
"Illinois.14.46",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-16,1
"Illinois.14.47",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-17,1
"Illinois.14.48",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-18,1
"Illinois.14.49",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-19,1
"Illinois.14.50",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-20,1
"Illinois.14.51",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-21,1
"Illinois.14.52",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-22,1
"Illinois.14.53",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-23,1
"Illinois.14.54",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-24,1
"Illinois.14.55",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-25,1
"Illinois.14.56",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-26,1
"Illinois.14.57",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-27,1
"Illinois.14.58",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-28,1
"Illinois.14.59",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-29,1
"Illinois.14.60",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-04-30,1
"Illinois.14.61",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-01,1
"Illinois.14.62",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-02,1
"Illinois.14.63",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-03,1
"Illinois.14.64",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-04,1
"Illinois.14.65",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-05,1
"Illinois.14.66",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-06,1
"Illinois.14.67",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-07,1
"Illinois.14.68",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-08,1
"Illinois.14.69",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-09,1
"Illinois.14.70",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-10,1
"Illinois.14.71",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-11,1
"Illinois.14.72",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-12,1
"Illinois.14.73",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-13,1
"Illinois.14.74",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-14,1
"Illinois.14.75",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-15,1
"Illinois.14.76",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-16,1
"Illinois.14.77",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-17,1
"Illinois.14.78",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-18,1
"Illinois.14.79",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-19,1
"Illinois.14.80",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-20,1
"Illinois.14.81",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-21,1
"Illinois.14.82",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-22,1
"Illinois.14.83",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-23,1
"Illinois.14.84",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-24,1
"Illinois.14.85",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-25,1
"Illinois.14.86",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-26,1
"Illinois.14.87",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-27,1
"Illinois.14.88",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-28,1
"Illinois.14.89",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-29,1
"Illinois.14.90",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-30,0
"Illinois.14.91",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-05-31,0
"Illinois.14.92",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-06-01,0
"Illinois.14.93",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-06-02,0
"Illinois.14.94",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-06-03,0
"Illinois.14.95",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-06-04,0
"Illinois.14.96",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-06-05,0
"Illinois.14.97",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-06-06,0
"Illinois.14.98",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-06-07,0
"Illinois.14.99",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-06-08,0
"Illinois.14.100",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-06-09,0
"Illinois.14.101",14,"Illinois","Stay at home",2020-03-21,2020-05-29,2020-06-10,0
"Indiana.15",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-01,0
"Indiana.15.1",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-02,0
"Indiana.15.2",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-03,0
"Indiana.15.3",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-04,0
"Indiana.15.4",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-05,0
"Indiana.15.5",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-06,0
"Indiana.15.6",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-07,0
"Indiana.15.7",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-08,0
"Indiana.15.8",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-09,0
"Indiana.15.9",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-10,0
"Indiana.15.10",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-11,0
"Indiana.15.11",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-12,0
"Indiana.15.12",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-13,0
"Indiana.15.13",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-14,0
"Indiana.15.14",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-15,0
"Indiana.15.15",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-16,0
"Indiana.15.16",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-17,0
"Indiana.15.17",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-18,0
"Indiana.15.18",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-19,0
"Indiana.15.19",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-20,0
"Indiana.15.20",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-21,0
"Indiana.15.21",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-22,0
"Indiana.15.22",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-23,0
"Indiana.15.23",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-24,1
"Indiana.15.24",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-25,1
"Indiana.15.25",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-26,1
"Indiana.15.26",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-27,1
"Indiana.15.27",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-28,1
"Indiana.15.28",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-29,1
"Indiana.15.29",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-30,1
"Indiana.15.30",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-03-31,1
"Indiana.15.31",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-01,1
"Indiana.15.32",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-02,1
"Indiana.15.33",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-03,1
"Indiana.15.34",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-04,1
"Indiana.15.35",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-05,1
"Indiana.15.36",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-06,1
"Indiana.15.37",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-07,1
"Indiana.15.38",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-08,1
"Indiana.15.39",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-09,1
"Indiana.15.40",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-10,1
"Indiana.15.41",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-11,1
"Indiana.15.42",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-12,1
"Indiana.15.43",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-13,1
"Indiana.15.44",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-14,1
"Indiana.15.45",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-15,1
"Indiana.15.46",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-16,1
"Indiana.15.47",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-17,1
"Indiana.15.48",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-18,1
"Indiana.15.49",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-19,1
"Indiana.15.50",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-20,1
"Indiana.15.51",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-21,1
"Indiana.15.52",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-22,1
"Indiana.15.53",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-23,1
"Indiana.15.54",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-24,1
"Indiana.15.55",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-25,1
"Indiana.15.56",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-26,1
"Indiana.15.57",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-27,1
"Indiana.15.58",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-28,1
"Indiana.15.59",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-29,1
"Indiana.15.60",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-04-30,1
"Indiana.15.61",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-01,1
"Indiana.15.62",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-02,1
"Indiana.15.63",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-03,1
"Indiana.15.64",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-04,1
"Indiana.15.65",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-05,0
"Indiana.15.66",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-06,0
"Indiana.15.67",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-07,0
"Indiana.15.68",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-08,0
"Indiana.15.69",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-09,0
"Indiana.15.70",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-10,0
"Indiana.15.71",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-11,0
"Indiana.15.72",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-12,0
"Indiana.15.73",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-13,0
"Indiana.15.74",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-14,0
"Indiana.15.75",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-15,0
"Indiana.15.76",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-16,0
"Indiana.15.77",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-17,0
"Indiana.15.78",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-18,0
"Indiana.15.79",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-19,0
"Indiana.15.80",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-20,0
"Indiana.15.81",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-21,0
"Indiana.15.82",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-22,0
"Indiana.15.83",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-23,0
"Indiana.15.84",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-24,0
"Indiana.15.85",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-25,0
"Indiana.15.86",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-26,0
"Indiana.15.87",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-27,0
"Indiana.15.88",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-28,0
"Indiana.15.89",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-29,0
"Indiana.15.90",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-30,0
"Indiana.15.91",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-05-31,0
"Indiana.15.92",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-06-01,0
"Indiana.15.93",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-06-02,0
"Indiana.15.94",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-06-03,0
"Indiana.15.95",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-06-04,0
"Indiana.15.96",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-06-05,0
"Indiana.15.97",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-06-06,0
"Indiana.15.98",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-06-07,0
"Indiana.15.99",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-06-08,0
"Indiana.15.100",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-06-09,0
"Indiana.15.101",15,"Indiana","Stay at home",2020-03-24,2020-05-04,2020-06-10,0
"Iowa.16",16,"Iowa","Stay at home",NA,NA,2020-03-01,0
"Iowa.16.1",16,"Iowa","Stay at home",NA,NA,2020-03-02,0
"Iowa.16.2",16,"Iowa","Stay at home",NA,NA,2020-03-03,0
"Iowa.16.3",16,"Iowa","Stay at home",NA,NA,2020-03-04,0
"Iowa.16.4",16,"Iowa","Stay at home",NA,NA,2020-03-05,0
"Iowa.16.5",16,"Iowa","Stay at home",NA,NA,2020-03-06,0
"Iowa.16.6",16,"Iowa","Stay at home",NA,NA,2020-03-07,0
"Iowa.16.7",16,"Iowa","Stay at home",NA,NA,2020-03-08,0
"Iowa.16.8",16,"Iowa","Stay at home",NA,NA,2020-03-09,0
"Iowa.16.9",16,"Iowa","Stay at home",NA,NA,2020-03-10,0
"Iowa.16.10",16,"Iowa","Stay at home",NA,NA,2020-03-11,0
"Iowa.16.11",16,"Iowa","Stay at home",NA,NA,2020-03-12,0
"Iowa.16.12",16,"Iowa","Stay at home",NA,NA,2020-03-13,0
"Iowa.16.13",16,"Iowa","Stay at home",NA,NA,2020-03-14,0
"Iowa.16.14",16,"Iowa","Stay at home",NA,NA,2020-03-15,0
"Iowa.16.15",16,"Iowa","Stay at home",NA,NA,2020-03-16,0
"Iowa.16.16",16,"Iowa","Stay at home",NA,NA,2020-03-17,0
"Iowa.16.17",16,"Iowa","Stay at home",NA,NA,2020-03-18,0
"Iowa.16.18",16,"Iowa","Stay at home",NA,NA,2020-03-19,0
"Iowa.16.19",16,"Iowa","Stay at home",NA,NA,2020-03-20,0
"Iowa.16.20",16,"Iowa","Stay at home",NA,NA,2020-03-21,0
"Iowa.16.21",16,"Iowa","Stay at home",NA,NA,2020-03-22,0
"Iowa.16.22",16,"Iowa","Stay at home",NA,NA,2020-03-23,0
"Iowa.16.23",16,"Iowa","Stay at home",NA,NA,2020-03-24,0
"Iowa.16.24",16,"Iowa","Stay at home",NA,NA,2020-03-25,0
"Iowa.16.25",16,"Iowa","Stay at home",NA,NA,2020-03-26,0
"Iowa.16.26",16,"Iowa","Stay at home",NA,NA,2020-03-27,0
"Iowa.16.27",16,"Iowa","Stay at home",NA,NA,2020-03-28,0
