"","date","state","cum_death","daily_death"
"Alabama.1",2020-01-22,"Alabama",0,0
"Alabama.2",2020-01-23,"Alabama",0,0
"Alabama.3",2020-01-24,"Alabama",0,0
"Alabama.4",2020-01-25,"Alabama",0,0
"Alabama.5",2020-01-26,"Alabama",0,0
"Alabama.6",2020-01-27,"Alabama",0,0
"Alabama.7",2020-01-28,"Alabama",0,0
"Alabama.8",2020-01-29,"Alabama",0,0
"Alabama.9",2020-01-30,"Alabama",0,0
"Alabama.10",2020-01-31,"Alabama",0,0
"Alabama.11",2020-02-01,"Alabama",0,0
"Alabama.12",2020-02-02,"Alabama",0,0
"Alabama.13",2020-02-03,"Alabama",0,0
"Alabama.14",2020-02-04,"Alabama",0,0
"Alabama.15",2020-02-05,"Alabama",0,0
"Alabama.16",2020-02-06,"Alabama",0,0
"Alabama.17",2020-02-07,"Alabama",0,0
"Alabama.18",2020-02-08,"Alabama",0,0
"Alabama.19",2020-02-09,"Alabama",0,0
"Alabama.20",2020-02-10,"Alabama",0,0
"Alabama.21",2020-02-11,"Alabama",0,0
"Alabama.22",2020-02-12,"Alabama",0,0
"Alabama.23",2020-02-13,"Alabama",0,0
"Alabama.24",2020-02-14,"Alabama",0,0
"Alabama.25",2020-02-15,"Alabama",0,0
"Alabama.26",2020-02-16,"Alabama",0,0
"Alabama.27",2020-02-17,"Alabama",0,0
"Alabama.28",2020-02-18,"Alabama",0,0
"Alabama.29",2020-02-19,"Alabama",0,0
"Alabama.30",2020-02-20,"Alabama",0,0
"Alabama.31",2020-02-21,"Alabama",0,0
"Alabama.32",2020-02-22,"Alabama",0,0
"Alabama.33",2020-02-23,"Alabama",0,0
"Alabama.34",2020-02-24,"Alabama",0,0
"Alabama.35",2020-02-25,"Alabama",0,0
"Alabama.36",2020-02-26,"Alabama",0,0
"Alabama.37",2020-02-27,"Alabama",0,0
"Alabama.38",2020-02-28,"Alabama",0,0
"Alabama.39",2020-02-29,"Alabama",0,0
"Alabama.40",2020-03-01,"Alabama",0,0
"Alabama.41",2020-03-02,"Alabama",0,0
"Alabama.42",2020-03-03,"Alabama",0,0
"Alabama.43",2020-03-04,"Alabama",0,0
"Alabama.44",2020-03-05,"Alabama",0,0
"Alabama.45",2020-03-06,"Alabama",0,0
"Alabama.46",2020-03-07,"Alabama",0,0
"Alabama.47",2020-03-08,"Alabama",0,0
"Alabama.48",2020-03-09,"Alabama",0,0
"Alabama.49",2020-03-10,"Alabama",0,0
"Alabama.50",2020-03-11,"Alabama",0,0
"Alabama.51",2020-03-12,"Alabama",0,0
"Alabama.52",2020-03-13,"Alabama",0,0
"Alabama.53",2020-03-14,"Alabama",0,0
"Alabama.54",2020-03-15,"Alabama",0,0
"Alabama.55",2020-03-16,"Alabama",0,0
"Alabama.56",2020-03-17,"Alabama",0,0
"Alabama.57",2020-03-18,"Alabama",0,0
"Alabama.58",2020-03-19,"Alabama",0,0
"Alabama.59",2020-03-20,"Alabama",0,0
"Alabama.60",2020-03-21,"Alabama",0,0
"Alabama.61",2020-03-22,"Alabama",0,0
"Alabama.62",2020-03-23,"Alabama",0,0
"Alabama.63",2020-03-24,"Alabama",0,0
"Alabama.64",2020-03-25,"Alabama",1,1
"Alabama.65",2020-03-26,"Alabama",1,0
"Alabama.66",2020-03-27,"Alabama",4,3
"Alabama.67",2020-03-28,"Alabama",4,0
"Alabama.68",2020-03-29,"Alabama",10,6
"Alabama.69",2020-03-30,"Alabama",10,0
"Alabama.70",2020-03-31,"Alabama",23,13
"Alabama.71",2020-04-01,"Alabama",27,4
"Alabama.72",2020-04-02,"Alabama",32,5
"Alabama.73",2020-04-03,"Alabama",38,6
"Alabama.74",2020-04-04,"Alabama",44,6
"Alabama.75",2020-04-05,"Alabama",45,1
"Alabama.76",2020-04-06,"Alabama",49,4
"Alabama.77",2020-04-07,"Alabama",64,15
"Alabama.78",2020-04-08,"Alabama",66,2
"Alabama.79",2020-04-09,"Alabama",70,4
"Alabama.80",2020-04-10,"Alabama",80,10
"Alabama.81",2020-04-11,"Alabama",92,12
"Alabama.82",2020-04-12,"Alabama",93,1
"Alabama.83",2020-04-13,"Alabama",99,6
"Alabama.84",2020-04-14,"Alabama",114,15
"Alabama.85",2020-04-15,"Alabama",118,4
"Alabama.86",2020-04-16,"Alabama",133,15
"Alabama.87",2020-04-17,"Alabama",148,15
"Alabama.88",2020-04-18,"Alabama",153,5
"Alabama.89",2020-04-19,"Alabama",157,4
"Alabama.90",2020-04-20,"Alabama",163,6
"Alabama.91",2020-04-21,"Alabama",183,20
"Alabama.92",2020-04-22,"Alabama",196,13
"Alabama.93",2020-04-23,"Alabama",202,6
"Alabama.94",2020-04-24,"Alabama",209,7
"Alabama.95",2020-04-25,"Alabama",209,0
"Alabama.96",2020-04-26,"Alabama",219,10
"Alabama.97",2020-04-27,"Alabama",228,9
"Alabama.98",2020-04-28,"Alabama",242,14
"Alabama.99",2020-04-29,"Alabama",256,14
"Alabama.100",2020-04-30,"Alabama",272,16
"Alabama.101",2020-05-01,"Alabama",289,17
"Alabama.102",2020-05-02,"Alabama",288,-1
"Alabama.103",2020-05-03,"Alabama",290,2
"Alabama.104",2020-05-04,"Alabama",298,8
"Alabama.105",2020-05-05,"Alabama",315,17
"Alabama.106",2020-05-06,"Alabama",343,28
"Alabama.107",2020-05-07,"Alabama",369,26
"Alabama.108",2020-05-08,"Alabama",383,14
"Alabama.109",2020-05-09,"Alabama",390,7
"Alabama.110",2020-05-10,"Alabama",393,3
"Alabama.111",2020-05-11,"Alabama",403,10
"Alabama.112",2020-05-12,"Alabama",435,32
"Alabama.113",2020-05-13,"Alabama",450,15
"Alabama.114",2020-05-14,"Alabama",473,23
"Alabama.115",2020-05-15,"Alabama",483,10
"Alabama.116",2020-05-16,"Alabama",485,2
"Alabama.117",2020-05-17,"Alabama",488,3
"Alabama.118",2020-05-18,"Alabama",489,1
"Alabama.119",2020-05-19,"Alabama",504,15
"Alabama.120",2020-05-20,"Alabama",522,18
"Alabama.121",2020-05-21,"Alabama",529,7
"Alabama.122",2020-05-22,"Alabama",541,12
"Alabama.123",2020-05-23,"Alabama",549,8
"Alabama.124",2020-05-24,"Alabama",551,2
"Alabama.125",2020-05-25,"Alabama",566,15
"Alabama.126",2020-05-26,"Alabama",580,14
"Alaska.127",2020-01-22,"Alaska",0,0
"Alaska.128",2020-01-23,"Alaska",0,0
"Alaska.129",2020-01-24,"Alaska",0,0
"Alaska.130",2020-01-25,"Alaska",0,0
"Alaska.131",2020-01-26,"Alaska",0,0
"Alaska.132",2020-01-27,"Alaska",0,0
"Alaska.133",2020-01-28,"Alaska",0,0
"Alaska.134",2020-01-29,"Alaska",0,0
"Alaska.135",2020-01-30,"Alaska",0,0
"Alaska.136",2020-01-31,"Alaska",0,0
"Alaska.137",2020-02-01,"Alaska",0,0
"Alaska.138",2020-02-02,"Alaska",0,0
"Alaska.139",2020-02-03,"Alaska",0,0
"Alaska.140",2020-02-04,"Alaska",0,0
"Alaska.141",2020-02-05,"Alaska",0,0
"Alaska.142",2020-02-06,"Alaska",0,0
"Alaska.143",2020-02-07,"Alaska",0,0
"Alaska.144",2020-02-08,"Alaska",0,0
"Alaska.145",2020-02-09,"Alaska",0,0
"Alaska.146",2020-02-10,"Alaska",0,0
"Alaska.147",2020-02-11,"Alaska",0,0
"Alaska.148",2020-02-12,"Alaska",0,0
"Alaska.149",2020-02-13,"Alaska",0,0
"Alaska.150",2020-02-14,"Alaska",0,0
"Alaska.151",2020-02-15,"Alaska",0,0
"Alaska.152",2020-02-16,"Alaska",0,0
"Alaska.153",2020-02-17,"Alaska",0,0
"Alaska.154",2020-02-18,"Alaska",0,0
"Alaska.155",2020-02-19,"Alaska",0,0
"Alaska.156",2020-02-20,"Alaska",0,0
"Alaska.157",2020-02-21,"Alaska",0,0
"Alaska.158",2020-02-22,"Alaska",0,0
"Alaska.159",2020-02-23,"Alaska",0,0
"Alaska.160",2020-02-24,"Alaska",0,0
"Alaska.161",2020-02-25,"Alaska",0,0
"Alaska.162",2020-02-26,"Alaska",0,0
"Alaska.163",2020-02-27,"Alaska",0,0
"Alaska.164",2020-02-28,"Alaska",0,0
"Alaska.165",2020-02-29,"Alaska",0,0
"Alaska.166",2020-03-01,"Alaska",0,0
"Alaska.167",2020-03-02,"Alaska",0,0
"Alaska.168",2020-03-03,"Alaska",0,0
"Alaska.169",2020-03-04,"Alaska",0,0
"Alaska.170",2020-03-05,"Alaska",0,0
"Alaska.171",2020-03-06,"Alaska",0,0
"Alaska.172",2020-03-07,"Alaska",0,0
"Alaska.173",2020-03-08,"Alaska",0,0
"Alaska.174",2020-03-09,"Alaska",0,0
"Alaska.175",2020-03-10,"Alaska",0,0
"Alaska.176",2020-03-11,"Alaska",0,0
"Alaska.177",2020-03-12,"Alaska",0,0
"Alaska.178",2020-03-13,"Alaska",0,0
"Alaska.179",2020-03-14,"Alaska",0,0
"Alaska.180",2020-03-15,"Alaska",0,0
"Alaska.181",2020-03-16,"Alaska",0,0
"Alaska.182",2020-03-17,"Alaska",0,0
"Alaska.183",2020-03-18,"Alaska",0,0
"Alaska.184",2020-03-19,"Alaska",0,0
"Alaska.185",2020-03-20,"Alaska",0,0
"Alaska.186",2020-03-21,"Alaska",0,0
"Alaska.187",2020-03-22,"Alaska",0,0
"Alaska.188",2020-03-23,"Alaska",0,0
"Alaska.189",2020-03-24,"Alaska",0,0
"Alaska.190",2020-03-25,"Alaska",1,1
"Alaska.191",2020-03-26,"Alaska",1,0
"Alaska.192",2020-03-27,"Alaska",1,0
"Alaska.193",2020-03-28,"Alaska",2,1
"Alaska.194",2020-03-29,"Alaska",2,0
"Alaska.195",2020-03-30,"Alaska",3,1
"Alaska.196",2020-03-31,"Alaska",3,0
"Alaska.197",2020-04-01,"Alaska",3,0
"Alaska.198",2020-04-02,"Alaska",3,0
"Alaska.199",2020-04-03,"Alaska",3,0
"Alaska.200",2020-04-04,"Alaska",5,2
"Alaska.201",2020-04-05,"Alaska",6,1
"Alaska.202",2020-04-06,"Alaska",6,0
"Alaska.203",2020-04-07,"Alaska",6,0
"Alaska.204",2020-04-08,"Alaska",7,1
"Alaska.205",2020-04-09,"Alaska",7,0
"Alaska.206",2020-04-10,"Alaska",7,0
"Alaska.207",2020-04-11,"Alaska",8,1
"Alaska.208",2020-04-12,"Alaska",8,0
"Alaska.209",2020-04-13,"Alaska",8,0
"Alaska.210",2020-04-14,"Alaska",9,1
"Alaska.211",2020-04-15,"Alaska",9,0
"Alaska.212",2020-04-16,"Alaska",9,0
"Alaska.213",2020-04-17,"Alaska",9,0
"Alaska.214",2020-04-18,"Alaska",9,0
"Alaska.215",2020-04-19,"Alaska",9,0
"Alaska.216",2020-04-20,"Alaska",9,0
"Alaska.217",2020-04-21,"Alaska",9,0
"Alaska.218",2020-04-22,"Alaska",9,0
"Alaska.219",2020-04-23,"Alaska",9,0
"Alaska.220",2020-04-24,"Alaska",9,0
"Alaska.221",2020-04-25,"Alaska",9,0
"Alaska.222",2020-04-26,"Alaska",9,0
"Alaska.223",2020-04-27,"Alaska",9,0
"Alaska.224",2020-04-28,"Alaska",9,0
"Alaska.225",2020-04-29,"Alaska",9,0
"Alaska.226",2020-04-30,"Alaska",9,0
"Alaska.227",2020-05-01,"Alaska",9,0
"Alaska.228",2020-05-02,"Alaska",9,0
"Alaska.229",2020-05-03,"Alaska",9,0
"Alaska.230",2020-05-04,"Alaska",9,0
"Alaska.231",2020-05-05,"Alaska",9,0
"Alaska.232",2020-05-06,"Alaska",10,1
"Alaska.233",2020-05-07,"Alaska",10,0
"Alaska.234",2020-05-08,"Alaska",10,0
"Alaska.235",2020-05-09,"Alaska",10,0
"Alaska.236",2020-05-10,"Alaska",10,0
"Alaska.237",2020-05-11,"Alaska",10,0
"Alaska.238",2020-05-12,"Alaska",10,0
"Alaska.239",2020-05-13,"Alaska",10,0
"Alaska.240",2020-05-14,"Alaska",10,0
"Alaska.241",2020-05-15,"Alaska",10,0
"Alaska.242",2020-05-16,"Alaska",10,0
"Alaska.243",2020-05-17,"Alaska",10,0
"Alaska.244",2020-05-18,"Alaska",10,0
"Alaska.245",2020-05-19,"Alaska",10,0
"Alaska.246",2020-05-20,"Alaska",10,0
"Alaska.247",2020-05-21,"Alaska",10,0
"Alaska.248",2020-05-22,"Alaska",10,0
"Alaska.249",2020-05-23,"Alaska",10,0
"Alaska.250",2020-05-24,"Alaska",10,0
"Alaska.251",2020-05-25,"Alaska",10,0
"Alaska.252",2020-05-26,"Alaska",10,0
"American Samoa.253",2020-01-22,"American Samoa",0,0
"American Samoa.254",2020-01-23,"American Samoa",0,0
"American Samoa.255",2020-01-24,"American Samoa",0,0
"American Samoa.256",2020-01-25,"American Samoa",0,0
"American Samoa.257",2020-01-26,"American Samoa",0,0
"American Samoa.258",2020-01-27,"American Samoa",0,0
"American Samoa.259",2020-01-28,"American Samoa",0,0
"American Samoa.260",2020-01-29,"American Samoa",0,0
"American Samoa.261",2020-01-30,"American Samoa",0,0
"American Samoa.262",2020-01-31,"American Samoa",0,0
"American Samoa.263",2020-02-01,"American Samoa",0,0
"American Samoa.264",2020-02-02,"American Samoa",0,0
"American Samoa.265",2020-02-03,"American Samoa",0,0
"American Samoa.266",2020-02-04,"American Samoa",0,0
"American Samoa.267",2020-02-05,"American Samoa",0,0
"American Samoa.268",2020-02-06,"American Samoa",0,0
"American Samoa.269",2020-02-07,"American Samoa",0,0
"American Samoa.270",2020-02-08,"American Samoa",0,0
"American Samoa.271",2020-02-09,"American Samoa",0,0
"American Samoa.272",2020-02-10,"American Samoa",0,0
"American Samoa.273",2020-02-11,"American Samoa",0,0
"American Samoa.274",2020-02-12,"American Samoa",0,0
"American Samoa.275",2020-02-13,"American Samoa",0,0
"American Samoa.276",2020-02-14,"American Samoa",0,0
"American Samoa.277",2020-02-15,"American Samoa",0,0
"American Samoa.278",2020-02-16,"American Samoa",0,0
"American Samoa.279",2020-02-17,"American Samoa",0,0
"American Samoa.280",2020-02-18,"American Samoa",0,0
"American Samoa.281",2020-02-19,"American Samoa",0,0
"American Samoa.282",2020-02-20,"American Samoa",0,0
"American Samoa.283",2020-02-21,"American Samoa",0,0
"American Samoa.284",2020-02-22,"American Samoa",0,0
"American Samoa.285",2020-02-23,"American Samoa",0,0
"American Samoa.286",2020-02-24,"American Samoa",0,0
"American Samoa.287",2020-02-25,"American Samoa",0,0
"American Samoa.288",2020-02-26,"American Samoa",0,0
"American Samoa.289",2020-02-27,"American Samoa",0,0
"American Samoa.290",2020-02-28,"American Samoa",0,0
"American Samoa.291",2020-02-29,"American Samoa",0,0
"American Samoa.292",2020-03-01,"American Samoa",0,0
"American Samoa.293",2020-03-02,"American Samoa",0,0
"American Samoa.294",2020-03-03,"American Samoa",0,0
"American Samoa.295",2020-03-04,"American Samoa",0,0
"American Samoa.296",2020-03-05,"American Samoa",0,0
"American Samoa.297",2020-03-06,"American Samoa",0,0
"American Samoa.298",2020-03-07,"American Samoa",0,0
"American Samoa.299",2020-03-08,"American Samoa",0,0
"American Samoa.300",2020-03-09,"American Samoa",0,0
"American Samoa.301",2020-03-10,"American Samoa",0,0
"American Samoa.302",2020-03-11,"American Samoa",0,0
"American Samoa.303",2020-03-12,"American Samoa",0,0
"American Samoa.304",2020-03-13,"American Samoa",0,0
"American Samoa.305",2020-03-14,"American Samoa",0,0
"American Samoa.306",2020-03-15,"American Samoa",0,0
"American Samoa.307",2020-03-16,"American Samoa",0,0
"American Samoa.308",2020-03-17,"American Samoa",0,0
"American Samoa.309",2020-03-18,"American Samoa",0,0
"American Samoa.310",2020-03-19,"American Samoa",0,0
"American Samoa.311",2020-03-20,"American Samoa",0,0
"American Samoa.312",2020-03-21,"American Samoa",0,0
"American Samoa.313",2020-03-22,"American Samoa",0,0
"American Samoa.314",2020-03-23,"American Samoa",0,0
"American Samoa.315",2020-03-24,"American Samoa",0,0
"American Samoa.316",2020-03-25,"American Samoa",0,0
"American Samoa.317",2020-03-26,"American Samoa",0,0
"American Samoa.318",2020-03-27,"American Samoa",0,0
"American Samoa.319",2020-03-28,"American Samoa",0,0
"American Samoa.320",2020-03-29,"American Samoa",0,0
"American Samoa.321",2020-03-30,"American Samoa",0,0
"American Samoa.322",2020-03-31,"American Samoa",0,0
"American Samoa.323",2020-04-01,"American Samoa",0,0
"American Samoa.324",2020-04-02,"American Samoa",0,0
"American Samoa.325",2020-04-03,"American Samoa",0,0
"American Samoa.326",2020-04-04,"American Samoa",0,0
"American Samoa.327",2020-04-05,"American Samoa",0,0
"American Samoa.328",2020-04-06,"American Samoa",0,0
"American Samoa.329",2020-04-07,"American Samoa",0,0
"American Samoa.330",2020-04-08,"American Samoa",0,0
"American Samoa.331",2020-04-09,"American Samoa",0,0
"American Samoa.332",2020-04-10,"American Samoa",0,0
"American Samoa.333",2020-04-11,"American Samoa",0,0
"American Samoa.334",2020-04-12,"American Samoa",0,0
"American Samoa.335",2020-04-13,"American Samoa",0,0
"American Samoa.336",2020-04-14,"American Samoa",0,0
"American Samoa.337",2020-04-15,"American Samoa",0,0
"American Samoa.338",2020-04-16,"American Samoa",0,0
"American Samoa.339",2020-04-17,"American Samoa",0,0
"American Samoa.340",2020-04-18,"American Samoa",0,0
"American Samoa.341",2020-04-19,"American Samoa",0,0
"American Samoa.342",2020-04-20,"American Samoa",0,0
"American Samoa.343",2020-04-21,"American Samoa",0,0
"American Samoa.344",2020-04-22,"American Samoa",0,0
"American Samoa.345",2020-04-23,"American Samoa",0,0
"American Samoa.346",2020-04-24,"American Samoa",0,0
"American Samoa.347",2020-04-25,"American Samoa",0,0
"American Samoa.348",2020-04-26,"American Samoa",0,0
"American Samoa.349",2020-04-27,"American Samoa",0,0
"American Samoa.350",2020-04-28,"American Samoa",0,0
"American Samoa.351",2020-04-29,"American Samoa",0,0
"American Samoa.352",2020-04-30,"American Samoa",0,0
"American Samoa.353",2020-05-01,"American Samoa",0,0
"American Samoa.354",2020-05-02,"American Samoa",0,0
"American Samoa.355",2020-05-03,"American Samoa",0,0
"American Samoa.356",2020-05-04,"American Samoa",0,0
"American Samoa.357",2020-05-05,"American Samoa",0,0
"American Samoa.358",2020-05-06,"American Samoa",0,0
"American Samoa.359",2020-05-07,"American Samoa",0,0
"American Samoa.360",2020-05-08,"American Samoa",0,0
"American Samoa.361",2020-05-09,"American Samoa",0,0
"American Samoa.362",2020-05-10,"American Samoa",0,0
"American Samoa.363",2020-05-11,"American Samoa",0,0
"American Samoa.364",2020-05-12,"American Samoa",0,0
"American Samoa.365",2020-05-13,"American Samoa",0,0
"American Samoa.366",2020-05-14,"American Samoa",0,0
"American Samoa.367",2020-05-15,"American Samoa",0,0
"American Samoa.368",2020-05-16,"American Samoa",0,0
"American Samoa.369",2020-05-17,"American Samoa",0,0
"American Samoa.370",2020-05-18,"American Samoa",0,0
"American Samoa.371",2020-05-19,"American Samoa",0,0
"American Samoa.372",2020-05-20,"American Samoa",0,0
"American Samoa.373",2020-05-21,"American Samoa",0,0
"American Samoa.374",2020-05-22,"American Samoa",0,0
"American Samoa.375",2020-05-23,"American Samoa",0,0
"American Samoa.376",2020-05-24,"American Samoa",0,0
"American Samoa.377",2020-05-25,"American Samoa",0,0
"American Samoa.378",2020-05-26,"American Samoa",0,0
"Arizona.379",2020-01-22,"Arizona",0,0
"Arizona.380",2020-01-23,"Arizona",0,0
"Arizona.381",2020-01-24,"Arizona",0,0
"Arizona.382",2020-01-25,"Arizona",0,0
"Arizona.383",2020-01-26,"Arizona",0,0
"Arizona.384",2020-01-27,"Arizona",0,0
"Arizona.385",2020-01-28,"Arizona",0,0
"Arizona.386",2020-01-29,"Arizona",0,0
"Arizona.387",2020-01-30,"Arizona",0,0
"Arizona.388",2020-01-31,"Arizona",0,0
"Arizona.389",2020-02-01,"Arizona",0,0
"Arizona.390",2020-02-02,"Arizona",0,0
"Arizona.391",2020-02-03,"Arizona",0,0
"Arizona.392",2020-02-04,"Arizona",0,0
"Arizona.393",2020-02-05,"Arizona",0,0
"Arizona.394",2020-02-06,"Arizona",0,0
"Arizona.395",2020-02-07,"Arizona",0,0
"Arizona.396",2020-02-08,"Arizona",0,0
"Arizona.397",2020-02-09,"Arizona",0,0
"Arizona.398",2020-02-10,"Arizona",0,0
"Arizona.399",2020-02-11,"Arizona",0,0
"Arizona.400",2020-02-12,"Arizona",0,0
"Arizona.401",2020-02-13,"Arizona",0,0
"Arizona.402",2020-02-14,"Arizona",0,0
"Arizona.403",2020-02-15,"Arizona",0,0
"Arizona.404",2020-02-16,"Arizona",0,0
"Arizona.405",2020-02-17,"Arizona",0,0
"Arizona.406",2020-02-18,"Arizona",0,0
"Arizona.407",2020-02-19,"Arizona",0,0
"Arizona.408",2020-02-20,"Arizona",0,0
"Arizona.409",2020-02-21,"Arizona",0,0
"Arizona.410",2020-02-22,"Arizona",0,0
"Arizona.411",2020-02-23,"Arizona",0,0
"Arizona.412",2020-02-24,"Arizona",0,0
"Arizona.413",2020-02-25,"Arizona",0,0
"Arizona.414",2020-02-26,"Arizona",0,0
"Arizona.415",2020-02-27,"Arizona",0,0
"Arizona.416",2020-02-28,"Arizona",0,0
"Arizona.417",2020-02-29,"Arizona",0,0
"Arizona.418",2020-03-01,"Arizona",0,0
"Arizona.419",2020-03-02,"Arizona",0,0
"Arizona.420",2020-03-03,"Arizona",0,0
"Arizona.421",2020-03-04,"Arizona",0,0
"Arizona.422",2020-03-05,"Arizona",0,0
"Arizona.423",2020-03-06,"Arizona",0,0
"Arizona.424",2020-03-07,"Arizona",0,0
"Arizona.425",2020-03-08,"Arizona",0,0
"Arizona.426",2020-03-09,"Arizona",0,0
"Arizona.427",2020-03-10,"Arizona",0,0
"Arizona.428",2020-03-11,"Arizona",0,0
"Arizona.429",2020-03-12,"Arizona",0,0
"Arizona.430",2020-03-13,"Arizona",0,0
"Arizona.431",2020-03-14,"Arizona",0,0
"Arizona.432",2020-03-15,"Arizona",0,0
"Arizona.433",2020-03-16,"Arizona",0,0
"Arizona.434",2020-03-17,"Arizona",0,0
"Arizona.435",2020-03-18,"Arizona",0,0
"Arizona.436",2020-03-19,"Arizona",0,0
"Arizona.437",2020-03-20,"Arizona",0,0
"Arizona.438",2020-03-21,"Arizona",1,1
"Arizona.439",2020-03-22,"Arizona",2,1
"Arizona.440",2020-03-23,"Arizona",2,0
"Arizona.441",2020-03-24,"Arizona",5,3
"Arizona.442",2020-03-25,"Arizona",6,1
"Arizona.443",2020-03-26,"Arizona",8,2
"Arizona.444",2020-03-27,"Arizona",13,5
"Arizona.445",2020-03-28,"Arizona",15,2
"Arizona.446",2020-03-29,"Arizona",17,2
"Arizona.447",2020-03-30,"Arizona",20,3
"Arizona.448",2020-03-31,"Arizona",25,5
"Arizona.449",2020-04-01,"Arizona",32,7
"Arizona.450",2020-04-02,"Arizona",35,3
"Arizona.451",2020-04-03,"Arizona",44,9
"Arizona.452",2020-04-04,"Arizona",52,8
"Arizona.453",2020-04-05,"Arizona",64,12
"Arizona.454",2020-04-06,"Arizona",65,1
"Arizona.455",2020-04-07,"Arizona",73,8
"Arizona.456",2020-04-08,"Arizona",89,16
"Arizona.457",2020-04-09,"Arizona",98,9
"Arizona.458",2020-04-10,"Arizona",106,8
"Arizona.459",2020-04-11,"Arizona",117,11
"Arizona.460",2020-04-12,"Arizona",125,8
"Arizona.461",2020-04-13,"Arizona",132,7
"Arizona.462",2020-04-14,"Arizona",143,11
"Arizona.463",2020-04-15,"Arizona",155,12
"Arizona.464",2020-04-16,"Arizona",164,9
"Arizona.465",2020-04-17,"Arizona",183,19
"Arizona.466",2020-04-18,"Arizona",180,-3
"Arizona.467",2020-04-19,"Arizona",184,4
"Arizona.468",2020-04-20,"Arizona",191,7
"Arizona.469",2020-04-21,"Arizona",208,17
"Arizona.470",2020-04-22,"Arizona",231,23
"Arizona.471",2020-04-23,"Arizona",249,18
"Arizona.472",2020-04-24,"Arizona",266,17
"Arizona.473",2020-04-25,"Arizona",273,7
"Arizona.474",2020-04-26,"Arizona",275,2
"Arizona.475",2020-04-27,"Arizona",275,0
"Arizona.476",2020-04-28,"Arizona",275,0
"Arizona.477",2020-04-29,"Arizona",308,33
"Arizona.478",2020-04-30,"Arizona",320,12
"Arizona.479",2020-05-01,"Arizona",330,10
"Arizona.480",2020-05-02,"Arizona",330,0
"Arizona.481",2020-05-03,"Arizona",362,32
"Arizona.482",2020-05-04,"Arizona",362,0
"Arizona.483",2020-05-05,"Arizona",395,33
"Arizona.484",2020-05-06,"Arizona",426,31
"Arizona.485",2020-05-07,"Arizona",450,24
"Arizona.486",2020-05-08,"Arizona",517,67
"Arizona.487",2020-05-09,"Arizona",532,15
"Arizona.488",2020-05-10,"Arizona",536,4
"Arizona.489",2020-05-11,"Arizona",542,6
"Arizona.490",2020-05-12,"Arizona",562,20
"Arizona.491",2020-05-13,"Arizona",595,33
"Arizona.492",2020-05-14,"Arizona",624,29
"Arizona.493",2020-05-15,"Arizona",651,27
"Arizona.494",2020-05-16,"Arizona",679,28
"Arizona.495",2020-05-17,"Arizona",680,1
"Arizona.496",2020-05-18,"Arizona",687,7
"Arizona.497",2020-05-19,"Arizona",705,18
"Arizona.498",2020-05-20,"Arizona",747,42
"Arizona.499",2020-05-21,"Arizona",764,17
"Arizona.500",2020-05-22,"Arizona",775,11
"Arizona.501",2020-05-23,"Arizona",801,26
"Arizona.502",2020-05-24,"Arizona",801,0
"Arizona.503",2020-05-25,"Arizona",807,6
"Arizona.504",2020-05-26,"Arizona",810,3
"Arkansas.505",2020-01-22,"Arkansas",0,0
"Arkansas.506",2020-01-23,"Arkansas",0,0
"Arkansas.507",2020-01-24,"Arkansas",0,0
"Arkansas.508",2020-01-25,"Arkansas",0,0
"Arkansas.509",2020-01-26,"Arkansas",0,0
"Arkansas.510",2020-01-27,"Arkansas",0,0
"Arkansas.511",2020-01-28,"Arkansas",0,0
"Arkansas.512",2020-01-29,"Arkansas",0,0
"Arkansas.513",2020-01-30,"Arkansas",0,0
"Arkansas.514",2020-01-31,"Arkansas",0,0
"Arkansas.515",2020-02-01,"Arkansas",0,0
"Arkansas.516",2020-02-02,"Arkansas",0,0
"Arkansas.517",2020-02-03,"Arkansas",0,0
"Arkansas.518",2020-02-04,"Arkansas",0,0
"Arkansas.519",2020-02-05,"Arkansas",0,0
"Arkansas.520",2020-02-06,"Arkansas",0,0
"Arkansas.521",2020-02-07,"Arkansas",0,0
"Arkansas.522",2020-02-08,"Arkansas",0,0
"Arkansas.523",2020-02-09,"Arkansas",0,0
"Arkansas.524",2020-02-10,"Arkansas",0,0
"Arkansas.525",2020-02-11,"Arkansas",0,0
"Arkansas.526",2020-02-12,"Arkansas",0,0
"Arkansas.527",2020-02-13,"Arkansas",0,0
"Arkansas.528",2020-02-14,"Arkansas",0,0
"Arkansas.529",2020-02-15,"Arkansas",0,0
"Arkansas.530",2020-02-16,"Arkansas",0,0
"Arkansas.531",2020-02-17,"Arkansas",0,0
"Arkansas.532",2020-02-18,"Arkansas",0,0
"Arkansas.533",2020-02-19,"Arkansas",0,0
"Arkansas.534",2020-02-20,"Arkansas",0,0
"Arkansas.535",2020-02-21,"Arkansas",0,0
"Arkansas.536",2020-02-22,"Arkansas",0,0
"Arkansas.537",2020-02-23,"Arkansas",0,0
"Arkansas.538",2020-02-24,"Arkansas",0,0
"Arkansas.539",2020-02-25,"Arkansas",0,0
"Arkansas.540",2020-02-26,"Arkansas",0,0
"Arkansas.541",2020-02-27,"Arkansas",0,0
"Arkansas.542",2020-02-28,"Arkansas",0,0
"Arkansas.543",2020-02-29,"Arkansas",0,0
"Arkansas.544",2020-03-01,"Arkansas",0,0
"Arkansas.545",2020-03-02,"Arkansas",0,0
