"","date","state","cum_death","daily_death"
"District of Columbia.1306",2020-03-07,"District of Columbia",0,0
"District of Columbia.1307",2020-03-08,"District of Columbia",0,0
"District of Columbia.1308",2020-03-09,"District of Columbia",0,0
"District of Columbia.1309",2020-03-10,"District of Columbia",0,0
"District of Columbia.1310",2020-03-11,"District of Columbia",0,0
"District of Columbia.1311",2020-03-12,"District of Columbia",0,0
"District of Columbia.1312",2020-03-13,"District of Columbia",0,0
"District of Columbia.1313",2020-03-14,"District of Columbia",0,0
"District of Columbia.1314",2020-03-15,"District of Columbia",0,0
"District of Columbia.1315",2020-03-16,"District of Columbia",0,0
"District of Columbia.1316",2020-03-17,"District of Columbia",0,0
"District of Columbia.1317",2020-03-18,"District of Columbia",0,0
"District of Columbia.1318",2020-03-19,"District of Columbia",0,0
"District of Columbia.1319",2020-03-20,"District of Columbia",1,1
"District of Columbia.1320",2020-03-21,"District of Columbia",0,-1
"District of Columbia.1321",2020-03-22,"District of Columbia",2,2
"District of Columbia.1322",2020-03-23,"District of Columbia",2,0
"District of Columbia.1323",2020-03-24,"District of Columbia",2,0
"District of Columbia.1324",2020-03-25,"District of Columbia",2,0
"District of Columbia.1325",2020-03-26,"District of Columbia",3,1
"District of Columbia.1326",2020-03-27,"District of Columbia",3,0
"District of Columbia.1327",2020-03-28,"District of Columbia",4,1
"District of Columbia.1328",2020-03-29,"District of Columbia",5,1
"District of Columbia.1329",2020-03-30,"District of Columbia",9,4
"District of Columbia.1330",2020-03-31,"District of Columbia",9,0
"District of Columbia.1331",2020-04-01,"District of Columbia",9,0
"District of Columbia.1332",2020-04-02,"District of Columbia",12,3
"District of Columbia.1333",2020-04-03,"District of Columbia",15,3
"District of Columbia.1334",2020-04-04,"District of Columbia",21,6
"District of Columbia.1335",2020-04-05,"District of Columbia",22,1
"District of Columbia.1336",2020-04-06,"District of Columbia",24,2
"District of Columbia.1337",2020-04-07,"District of Columbia",22,-2
"District of Columbia.1338",2020-04-08,"District of Columbia",27,5
"District of Columbia.1339",2020-04-09,"District of Columbia",32,5
"District of Columbia.1340",2020-04-10,"District of Columbia",38,6
"District of Columbia.1341",2020-04-11,"District of Columbia",47,9
"District of Columbia.1342",2020-04-12,"District of Columbia",50,3
"District of Columbia.1343",2020-04-13,"District of Columbia",52,2
"District of Columbia.1344",2020-04-14,"District of Columbia",67,15
"District of Columbia.1345",2020-04-15,"District of Columbia",72,5
"District of Columbia.1346",2020-04-16,"District of Columbia",81,9
"District of Columbia.1347",2020-04-17,"District of Columbia",86,5
"District of Columbia.1348",2020-04-18,"District of Columbia",91,5
"District of Columbia.1349",2020-04-19,"District of Columbia",96,5
"District of Columbia.1350",2020-04-20,"District of Columbia",105,9
"District of Columbia.1351",2020-04-21,"District of Columbia",112,7
"District of Columbia.1352",2020-04-22,"District of Columbia",127,15
"District of Columbia.1353",2020-04-23,"District of Columbia",139,12
"District of Columbia.1354",2020-04-24,"District of Columbia",153,14
"District of Columbia.1355",2020-04-25,"District of Columbia",165,12
"District of Columbia.1356",2020-04-26,"District of Columbia",178,13
"District of Columbia.1357",2020-04-27,"District of Columbia",185,7
"District of Columbia.1358",2020-04-28,"District of Columbia",190,5
"District of Columbia.1359",2020-04-29,"District of Columbia",205,15
"District of Columbia.1360",2020-04-30,"District of Columbia",224,19
"District of Columbia.1361",2020-05-01,"District of Columbia",231,7
"District of Columbia.1362",2020-05-02,"District of Columbia",240,9
"District of Columbia.1363",2020-05-03,"District of Columbia",251,11
"District of Columbia.1364",2020-05-04,"District of Columbia",258,7
"District of Columbia.1365",2020-05-05,"District of Columbia",264,6
"District of Columbia.1366",2020-05-06,"District of Columbia",277,13
"District of Columbia.1367",2020-05-07,"District of Columbia",285,8
"District of Columbia.1368",2020-05-08,"District of Columbia",304,19
"District of Columbia.1369",2020-05-09,"District of Columbia",311,7
"District of Columbia.1370",2020-05-10,"District of Columbia",323,12
"District of Columbia.1371",2020-05-11,"District of Columbia",328,5
"District of Columbia.1372",2020-05-12,"District of Columbia",336,8
"District of Columbia.1373",2020-05-13,"District of Columbia",350,14
"District of Columbia.1374",2020-05-14,"District of Columbia",358,8
"District of Columbia.1375",2020-05-15,"District of Columbia",368,10
"District of Columbia.1376",2020-05-16,"District of Columbia",375,7
"District of Columbia.1377",2020-05-17,"District of Columbia",383,8
"District of Columbia.1378",2020-05-18,"District of Columbia",392,9
"District of Columbia.1379",2020-05-19,"District of Columbia",400,8
"District of Columbia.1380",2020-05-20,"District of Columbia",407,7
"District of Columbia.1381",2020-05-21,"District of Columbia",412,5
"District of Columbia.1382",2020-05-22,"District of Columbia",418,6
"District of Columbia.1383",2020-05-23,"District of Columbia",427,9
"District of Columbia.1384",2020-05-24,"District of Columbia",432,5
"District of Columbia.1385",2020-05-25,"District of Columbia",440,8
"District of Columbia.1386",2020-05-26,"District of Columbia",440,0
"Florida.1387",2020-01-22,"Florida",0,0
"Florida.1388",2020-01-23,"Florida",0,0
"Florida.1389",2020-01-24,"Florida",0,0
"Florida.1390",2020-01-25,"Florida",0,0
"Florida.1391",2020-01-26,"Florida",0,0
"Florida.1392",2020-01-27,"Florida",0,0
"Florida.1393",2020-01-28,"Florida",0,0
"Florida.1394",2020-01-29,"Florida",0,0
"Florida.1395",2020-01-30,"Florida",0,0
"Florida.1396",2020-01-31,"Florida",0,0
"Florida.1397",2020-02-01,"Florida",0,0
"Florida.1398",2020-02-02,"Florida",0,0
"Florida.1399",2020-02-03,"Florida",0,0
"Florida.1400",2020-02-04,"Florida",0,0
"Florida.1401",2020-02-05,"Florida",0,0
"Florida.1402",2020-02-06,"Florida",0,0
"Florida.1403",2020-02-07,"Florida",0,0
"Florida.1404",2020-02-08,"Florida",0,0
"Florida.1405",2020-02-09,"Florida",0,0
"Florida.1406",2020-02-10,"Florida",0,0
"Florida.1407",2020-02-11,"Florida",0,0
"Florida.1408",2020-02-12,"Florida",0,0
"Florida.1409",2020-02-13,"Florida",0,0
"Florida.1410",2020-02-14,"Florida",0,0
"Florida.1411",2020-02-15,"Florida",0,0
"Florida.1412",2020-02-16,"Florida",0,0
"Florida.1413",2020-02-17,"Florida",0,0
"Florida.1414",2020-02-18,"Florida",0,0
"Florida.1415",2020-02-19,"Florida",0,0
"Florida.1416",2020-02-20,"Florida",0,0
"Florida.1417",2020-02-21,"Florida",0,0
"Florida.1418",2020-02-22,"Florida",0,0
"Florida.1419",2020-02-23,"Florida",0,0
"Florida.1420",2020-02-24,"Florida",0,0
"Florida.1421",2020-02-25,"Florida",0,0
"Florida.1422",2020-02-26,"Florida",0,0
"Florida.1423",2020-02-27,"Florida",0,0
"Florida.1424",2020-02-28,"Florida",0,0
"Florida.1425",2020-02-29,"Florida",0,0
"Florida.1426",2020-03-01,"Florida",0,0
"Florida.1427",2020-03-02,"Florida",0,0
"Florida.1428",2020-03-03,"Florida",0,0
"Florida.1429",2020-03-04,"Florida",0,0
"Florida.1430",2020-03-05,"Florida",0,0
"Florida.1431",2020-03-06,"Florida",0,0
"Florida.1432",2020-03-07,"Florida",0,0
"Florida.1433",2020-03-08,"Florida",2,2
"Florida.1434",2020-03-09,"Florida",2,0
"Florida.1435",2020-03-10,"Florida",2,0
"Florida.1436",2020-03-11,"Florida",2,0
"Florida.1437",2020-03-12,"Florida",2,0
"Florida.1438",2020-03-13,"Florida",2,0
"Florida.1439",2020-03-14,"Florida",2,0
"Florida.1440",2020-03-15,"Florida",3,1
"Florida.1441",2020-03-16,"Florida",3,0
"Florida.1442",2020-03-17,"Florida",5,2
"Florida.1443",2020-03-18,"Florida",7,2
"Florida.1444",2020-03-19,"Florida",9,2
"Florida.1445",2020-03-20,"Florida",11,2
"Florida.1446",2020-03-21,"Florida",13,2
"Florida.1447",2020-03-22,"Florida",13,0
"Florida.1448",2020-03-23,"Florida",18,5
"Florida.1449",2020-03-24,"Florida",18,0
"Florida.1450",2020-03-25,"Florida",23,5
"Florida.1451",2020-03-26,"Florida",29,6
"Florida.1452",2020-03-27,"Florida",35,6
"Florida.1453",2020-03-28,"Florida",54,19
"Florida.1454",2020-03-29,"Florida",56,2
"Florida.1455",2020-03-30,"Florida",63,7
"Florida.1456",2020-03-31,"Florida",85,22
"Florida.1457",2020-04-01,"Florida",87,2
"Florida.1458",2020-04-02,"Florida",164,77
"Florida.1459",2020-04-03,"Florida",170,6
"Florida.1460",2020-04-04,"Florida",195,25
"Florida.1461",2020-04-05,"Florida",221,26
"Florida.1462",2020-04-06,"Florida",236,15
"Florida.1463",2020-04-07,"Florida",283,47
"Florida.1464",2020-04-08,"Florida",309,26
"Florida.1465",2020-04-09,"Florida",354,45
"Florida.1466",2020-04-10,"Florida",390,36
"Florida.1467",2020-04-11,"Florida",438,48
"Florida.1468",2020-04-12,"Florida",461,23
"Florida.1469",2020-04-13,"Florida",499,38
"Florida.1470",2020-04-14,"Florida",571,72
"Florida.1471",2020-04-15,"Florida",596,25
"Florida.1472",2020-04-16,"Florida",668,72
"Florida.1473",2020-04-17,"Florida",725,57
"Florida.1474",2020-04-18,"Florida",748,23
"Florida.1475",2020-04-19,"Florida",774,26
"Florida.1476",2020-04-20,"Florida",822,48
"Florida.1477",2020-04-21,"Florida",867,45
"Florida.1478",2020-04-22,"Florida",893,26
"Florida.1479",2020-04-23,"Florida",987,94
"Florida.1480",2020-04-24,"Florida",1046,59
"Florida.1481",2020-04-25,"Florida",1055,9
"Florida.1482",2020-04-26,"Florida",1075,20
"Florida.1483",2020-04-27,"Florida",1088,13
"Florida.1484",2020-04-28,"Florida",1171,83
"Florida.1485",2020-04-29,"Florida",1218,47
"Florida.1486",2020-04-30,"Florida",1268,50
"Florida.1487",2020-05-01,"Florida",1314,46
"Florida.1488",2020-05-02,"Florida",1364,50
"Florida.1489",2020-05-03,"Florida",1379,15
"Florida.1490",2020-05-04,"Florida",1399,20
"Florida.1491",2020-05-05,"Florida",1471,72
"Florida.1492",2020-05-06,"Florida",1539,68
"Florida.1493",2020-05-07,"Florida",1600,61
"Florida.1494",2020-05-08,"Florida",1669,69
"Florida.1495",2020-05-09,"Florida",1715,46
"Florida.1496",2020-05-10,"Florida",1721,6
"Florida.1497",2020-05-11,"Florida",1735,14
"Florida.1498",2020-05-12,"Florida",1779,44
"Florida.1499",2020-05-13,"Florida",1827,48
"Florida.1500",2020-05-14,"Florida",1875,48
"Florida.1501",2020-05-15,"Florida",1917,42
"Florida.1502",2020-05-16,"Florida",1964,47
"Florida.1503",2020-05-17,"Florida",1973,9
"Florida.1504",2020-05-18,"Florida",1997,24
"Florida.1505",2020-05-19,"Florida",2052,55
"Florida.1506",2020-05-20,"Florida",2096,44
"Florida.1507",2020-05-21,"Florida",2144,48
"Florida.1508",2020-05-22,"Florida",2190,46
"Florida.1509",2020-05-23,"Florida",2233,43
"Florida.1510",2020-05-24,"Florida",2237,4
"Florida.1511",2020-05-25,"Florida",2252,15
"Florida.1512",2020-05-26,"Florida",2259,7
"Georgia.1513",2020-01-22,"Georgia",0,0
"Georgia.1514",2020-01-23,"Georgia",0,0
"Georgia.1515",2020-01-24,"Georgia",0,0
"Georgia.1516",2020-01-25,"Georgia",0,0
"Georgia.1517",2020-01-26,"Georgia",0,0
"Georgia.1518",2020-01-27,"Georgia",0,0
"Georgia.1519",2020-01-28,"Georgia",0,0
"Georgia.1520",2020-01-29,"Georgia",0,0
"Georgia.1521",2020-01-30,"Georgia",0,0
"Georgia.1522",2020-01-31,"Georgia",0,0
"Georgia.1523",2020-02-01,"Georgia",0,0
"Georgia.1524",2020-02-02,"Georgia",0,0
"Georgia.1525",2020-02-03,"Georgia",0,0
"Georgia.1526",2020-02-04,"Georgia",0,0
"Georgia.1527",2020-02-05,"Georgia",0,0
"Georgia.1528",2020-02-06,"Georgia",0,0
"Georgia.1529",2020-02-07,"Georgia",0,0
"Georgia.1530",2020-02-08,"Georgia",0,0
"Georgia.1531",2020-02-09,"Georgia",0,0
"Georgia.1532",2020-02-10,"Georgia",0,0
"Georgia.1533",2020-02-11,"Georgia",0,0
"Georgia.1534",2020-02-12,"Georgia",0,0
"Georgia.1535",2020-02-13,"Georgia",0,0
"Georgia.1536",2020-02-14,"Georgia",0,0
"Georgia.1537",2020-02-15,"Georgia",0,0
"Georgia.1538",2020-02-16,"Georgia",0,0
"Georgia.1539",2020-02-17,"Georgia",0,0
"Georgia.1540",2020-02-18,"Georgia",0,0
"Georgia.1541",2020-02-19,"Georgia",0,0
"Georgia.1542",2020-02-20,"Georgia",0,0
"Georgia.1543",2020-02-21,"Georgia",0,0
"Georgia.1544",2020-02-22,"Georgia",0,0
"Georgia.1545",2020-02-23,"Georgia",0,0
"Georgia.1546",2020-02-24,"Georgia",0,0
"Georgia.1547",2020-02-25,"Georgia",0,0
"Georgia.1548",2020-02-26,"Georgia",0,0
"Georgia.1549",2020-02-27,"Georgia",0,0
"Georgia.1550",2020-02-28,"Georgia",0,0
"Georgia.1551",2020-02-29,"Georgia",0,0
"Georgia.1552",2020-03-01,"Georgia",0,0
"Georgia.1553",2020-03-02,"Georgia",0,0
"Georgia.1554",2020-03-03,"Georgia",0,0
"Georgia.1555",2020-03-04,"Georgia",0,0
"Georgia.1556",2020-03-05,"Georgia",0,0
"Georgia.1557",2020-03-06,"Georgia",0,0
"Georgia.1558",2020-03-07,"Georgia",0,0
"Georgia.1559",2020-03-08,"Georgia",0,0
"Georgia.1560",2020-03-09,"Georgia",0,0
"Georgia.1561",2020-03-10,"Georgia",0,0
"Georgia.1562",2020-03-11,"Georgia",0,0
"Georgia.1563",2020-03-12,"Georgia",1,1
"Georgia.1564",2020-03-13,"Georgia",1,0
"Georgia.1565",2020-03-14,"Georgia",1,0
"Georgia.1566",2020-03-15,"Georgia",1,0
"Georgia.1567",2020-03-16,"Georgia",1,0
"Georgia.1568",2020-03-17,"Georgia",1,0
"Georgia.1569",2020-03-18,"Georgia",3,2
"Georgia.1570",2020-03-19,"Georgia",10,7
"Georgia.1571",2020-03-20,"Georgia",14,4
"Georgia.1572",2020-03-21,"Georgia",20,6
"Georgia.1573",2020-03-22,"Georgia",25,5
"Georgia.1574",2020-03-23,"Georgia",25,0
"Georgia.1575",2020-03-24,"Georgia",32,7
"Georgia.1576",2020-03-25,"Georgia",40,8
"Georgia.1577",2020-03-26,"Georgia",48,8
"Georgia.1578",2020-03-27,"Georgia",64,16
"Georgia.1579",2020-03-28,"Georgia",69,5
"Georgia.1580",2020-03-29,"Georgia",80,11
"Georgia.1581",2020-03-30,"Georgia",87,7
"Georgia.1582",2020-03-31,"Georgia",111,24
"Georgia.1583",2020-04-01,"Georgia",139,28
"Georgia.1584",2020-04-02,"Georgia",163,24
"Georgia.1585",2020-04-03,"Georgia",184,21
"Georgia.1586",2020-04-04,"Georgia",201,17
"Georgia.1587",2020-04-05,"Georgia",211,10
"Georgia.1588",2020-04-06,"Georgia",229,18
"Georgia.1589",2020-04-07,"Georgia",329,100
"Georgia.1590",2020-04-08,"Georgia",362,33
"Georgia.1591",2020-04-09,"Georgia",379,17
"Georgia.1592",2020-04-10,"Georgia",416,37
"Georgia.1593",2020-04-11,"Georgia",429,13
"Georgia.1594",2020-04-12,"Georgia",433,4
"Georgia.1595",2020-04-13,"Georgia",465,32
"Georgia.1596",2020-04-14,"Georgia",525,60
"Georgia.1597",2020-04-15,"Georgia",552,27
"Georgia.1598",2020-04-16,"Georgia",587,35
"Georgia.1599",2020-04-17,"Georgia",650,63
"Georgia.1600",2020-04-18,"Georgia",673,23
"Georgia.1601",2020-04-19,"Georgia",687,14
"Georgia.1602",2020-04-20,"Georgia",775,88
"Georgia.1603",2020-04-21,"Georgia",798,23
"Georgia.1604",2020-04-22,"Georgia",848,50
"Georgia.1605",2020-04-23,"Georgia",881,33
"Georgia.1606",2020-04-24,"Georgia",899,18
"Georgia.1607",2020-04-25,"Georgia",907,8
"Georgia.1608",2020-04-26,"Georgia",916,9
"Georgia.1609",2020-04-27,"Georgia",995,79
"Georgia.1610",2020-04-28,"Georgia",1036,41
"Georgia.1611",2020-04-29,"Georgia",1101,65
"Georgia.1612",2020-04-30,"Georgia",1132,31
"Georgia.1613",2020-05-01,"Georgia",1169,37
"Georgia.1614",2020-05-02,"Georgia",1177,8
"Georgia.1615",2020-05-03,"Georgia",1184,7
"Georgia.1616",2020-05-04,"Georgia",1246,62
"Georgia.1617",2020-05-05,"Georgia",1299,53
"Georgia.1618",2020-05-06,"Georgia",1327,28
"Georgia.1619",2020-05-07,"Georgia",1355,28
"Georgia.1620",2020-05-08,"Georgia",1400,45
"Georgia.1621",2020-05-09,"Georgia",1403,3
"Georgia.1622",2020-05-10,"Georgia",1406,3
"Georgia.1623",2020-05-11,"Georgia",1444,38
"Georgia.1624",2020-05-12,"Georgia",1498,54
"Georgia.1625",2020-05-13,"Georgia",1517,19
"Georgia.1626",2020-05-14,"Georgia",1545,28
"Georgia.1627",2020-05-15,"Georgia",1588,43
"Georgia.1628",2020-05-16,"Georgia",1598,10
"Georgia.1629",2020-05-17,"Georgia",1610,12
"Georgia.1630",2020-05-18,"Georgia",1649,39
"Georgia.1631",2020-05-19,"Georgia",1675,26
"Georgia.1632",2020-05-20,"Georgia",1697,22
"Georgia.1633",2020-05-21,"Georgia",1775,78
"Georgia.1634",2020-05-22,"Georgia",1808,33
"Georgia.1635",2020-05-23,"Georgia",1822,14
"Georgia.1636",2020-05-24,"Georgia",1827,5
"Georgia.1637",2020-05-25,"Georgia",1848,21
"Georgia.1638",2020-05-26,"Georgia",1896,48
"Grand Princess.1639",2020-01-22,"Grand Princess",0,0
"Grand Princess.1640",2020-01-23,"Grand Princess",0,0
"Grand Princess.1641",2020-01-24,"Grand Princess",0,0
"Grand Princess.1642",2020-01-25,"Grand Princess",0,0
"Grand Princess.1643",2020-01-26,"Grand Princess",0,0
"Grand Princess.1644",2020-01-27,"Grand Princess",0,0
"Grand Princess.1645",2020-01-28,"Grand Princess",0,0
"Grand Princess.1646",2020-01-29,"Grand Princess",0,0
"Grand Princess.1647",2020-01-30,"Grand Princess",0,0
"Grand Princess.1648",2020-01-31,"Grand Princess",0,0
"Grand Princess.1649",2020-02-01,"Grand Princess",0,0
"Grand Princess.1650",2020-02-02,"Grand Princess",0,0
"Grand Princess.1651",2020-02-03,"Grand Princess",0,0
"Grand Princess.1652",2020-02-04,"Grand Princess",0,0
"Grand Princess.1653",2020-02-05,"Grand Princess",0,0
"Grand Princess.1654",2020-02-06,"Grand Princess",0,0
"Grand Princess.1655",2020-02-07,"Grand Princess",0,0
"Grand Princess.1656",2020-02-08,"Grand Princess",0,0
"Grand Princess.1657",2020-02-09,"Grand Princess",0,0
"Grand Princess.1658",2020-02-10,"Grand Princess",0,0
"Grand Princess.1659",2020-02-11,"Grand Princess",0,0
"Grand Princess.1660",2020-02-12,"Grand Princess",0,0
"Grand Princess.1661",2020-02-13,"Grand Princess",0,0
"Grand Princess.1662",2020-02-14,"Grand Princess",0,0
"Grand Princess.1663",2020-02-15,"Grand Princess",0,0
"Grand Princess.1664",2020-02-16,"Grand Princess",0,0
"Grand Princess.1665",2020-02-17,"Grand Princess",0,0
"Grand Princess.1666",2020-02-18,"Grand Princess",0,0
"Grand Princess.1667",2020-02-19,"Grand Princess",0,0
"Grand Princess.1668",2020-02-20,"Grand Princess",0,0
"Grand Princess.1669",2020-02-21,"Grand Princess",0,0
"Grand Princess.1670",2020-02-22,"Grand Princess",0,0
"Grand Princess.1671",2020-02-23,"Grand Princess",0,0
"Grand Princess.1672",2020-02-24,"Grand Princess",0,0
"Grand Princess.1673",2020-02-25,"Grand Princess",0,0
"Grand Princess.1674",2020-02-26,"Grand Princess",0,0
"Grand Princess.1675",2020-02-27,"Grand Princess",0,0
"Grand Princess.1676",2020-02-28,"Grand Princess",0,0
"Grand Princess.1677",2020-02-29,"Grand Princess",0,0
"Grand Princess.1678",2020-03-01,"Grand Princess",0,0
"Grand Princess.1679",2020-03-02,"Grand Princess",0,0
"Grand Princess.1680",2020-03-03,"Grand Princess",0,0
"Grand Princess.1681",2020-03-04,"Grand Princess",0,0
"Grand Princess.1682",2020-03-05,"Grand Princess",0,0
"Grand Princess.1683",2020-03-06,"Grand Princess",0,0
"Grand Princess.1684",2020-03-07,"Grand Princess",0,0
"Grand Princess.1685",2020-03-08,"Grand Princess",0,0
"Grand Princess.1686",2020-03-09,"Grand Princess",0,0
"Grand Princess.1687",2020-03-10,"Grand Princess",0,0
"Grand Princess.1688",2020-03-11,"Grand Princess",0,0
"Grand Princess.1689",2020-03-12,"Grand Princess",0,0
"Grand Princess.1690",2020-03-13,"Grand Princess",0,0
"Grand Princess.1691",2020-03-14,"Grand Princess",0,0
"Grand Princess.1692",2020-03-15,"Grand Princess",0,0
"Grand Princess.1693",2020-03-16,"Grand Princess",0,0
"Grand Princess.1694",2020-03-17,"Grand Princess",0,0
"Grand Princess.1695",2020-03-18,"Grand Princess",0,0
"Grand Princess.1696",2020-03-19,"Grand Princess",1,1
"Grand Princess.1697",2020-03-20,"Grand Princess",1,0
"Grand Princess.1698",2020-03-21,"Grand Princess",1,0
"Grand Princess.1699",2020-03-22,"Grand Princess",1,0
"Grand Princess.1700",2020-03-23,"Grand Princess",1,0
"Grand Princess.1701",2020-03-24,"Grand Princess",1,0
"Grand Princess.1702",2020-03-25,"Grand Princess",1,0
"Grand Princess.1703",2020-03-26,"Grand Princess",1,0
"Grand Princess.1704",2020-03-27,"Grand Princess",3,2
"Grand Princess.1705",2020-03-28,"Grand Princess",3,0
"Grand Princess.1706",2020-03-29,"Grand Princess",3,0
"Grand Princess.1707",2020-03-30,"Grand Princess",3,0
"Grand Princess.1708",2020-03-31,"Grand Princess",3,0
"Grand Princess.1709",2020-04-01,"Grand Princess",3,0
"Grand Princess.1710",2020-04-02,"Grand Princess",3,0
"Grand Princess.1711",2020-04-03,"Grand Princess",3,0
"Grand Princess.1712",2020-04-04,"Grand Princess",3,0
"Grand Princess.1713",2020-04-05,"Grand Princess",3,0
"Grand Princess.1714",2020-04-06,"Grand Princess",3,0
"Grand Princess.1715",2020-04-07,"Grand Princess",3,0
"Grand Princess.1716",2020-04-08,"Grand Princess",3,0
"Grand Princess.1717",2020-04-09,"Grand Princess",3,0
"Grand Princess.1718",2020-04-10,"Grand Princess",3,0
"Grand Princess.1719",2020-04-11,"Grand Princess",3,0
"Grand Princess.1720",2020-04-12,"Grand Princess",0,-3
"Grand Princess.1721",2020-04-13,"Grand Princess",0,0
"Grand Princess.1722",2020-04-14,"Grand Princess",0,0
"Grand Princess.1723",2020-04-15,"Grand Princess",0,0
"Grand Princess.1724",2020-04-16,"Grand Princess",0,0
"Grand Princess.1725",2020-04-17,"Grand Princess",0,0
"Grand Princess.1726",2020-04-18,"Grand Princess",0,0
"Grand Princess.1727",2020-04-19,"Grand Princess",0,0
"Grand Princess.1728",2020-04-20,"Grand Princess",0,0
"Grand Princess.1729",2020-04-21,"Grand Princess",0,0
"Grand Princess.1730",2020-04-22,"Grand Princess",0,0
"Grand Princess.1731",2020-04-23,"Grand Princess",3,3
"Grand Princess.1732",2020-04-24,"Grand Princess",3,0
"Grand Princess.1733",2020-04-25,"Grand Princess",3,0
"Grand Princess.1734",2020-04-26,"Grand Princess",3,0
"Grand Princess.1735",2020-04-27,"Grand Princess",3,0
"Grand Princess.1736",2020-04-28,"Grand Princess",3,0
"Grand Princess.1737",2020-04-29,"Grand Princess",3,0
"Grand Princess.1738",2020-04-30,"Grand Princess",3,0
"Grand Princess.1739",2020-05-01,"Grand Princess",3,0
"Grand Princess.1740",2020-05-02,"Grand Princess",3,0
"Grand Princess.1741",2020-05-03,"Grand Princess",3,0
"Grand Princess.1742",2020-05-04,"Grand Princess",3,0
"Grand Princess.1743",2020-05-05,"Grand Princess",3,0
"Grand Princess.1744",2020-05-06,"Grand Princess",3,0
"Grand Princess.1745",2020-05-07,"Grand Princess",3,0
"Grand Princess.1746",2020-05-08,"Grand Princess",3,0
"Grand Princess.1747",2020-05-09,"Grand Princess",3,0
"Grand Princess.1748",2020-05-10,"Grand Princess",3,0
"Grand Princess.1749",2020-05-11,"Grand Princess",3,0
"Grand Princess.1750",2020-05-12,"Grand Princess",3,0
"Grand Princess.1751",2020-05-13,"Grand Princess",3,0
"Grand Princess.1752",2020-05-14,"Grand Princess",3,0
"Grand Princess.1753",2020-05-15,"Grand Princess",3,0
"Grand Princess.1754",2020-05-16,"Grand Princess",3,0
"Grand Princess.1755",2020-05-17,"Grand Princess",3,0
"Grand Princess.1756",2020-05-18,"Grand Princess",3,0
"Grand Princess.1757",2020-05-19,"Grand Princess",3,0
"Grand Princess.1758",2020-05-20,"Grand Princess",3,0
"Grand Princess.1759",2020-05-21,"Grand Princess",3,0
"Grand Princess.1760",2020-05-22,"Grand Princess",3,0
"Grand Princess.1761",2020-05-23,"Grand Princess",3,0
"Grand Princess.1762",2020-05-24,"Grand Princess",3,0
"Grand Princess.1763",2020-05-25,"Grand Princess",3,0
"Grand Princess.1764",2020-05-26,"Grand Princess",3,0
"Guam.1765",2020-01-22,"Guam",0,0
"Guam.1766",2020-01-23,"Guam",0,0
"Guam.1767",2020-01-24,"Guam",0,0
"Guam.1768",2020-01-25,"Guam",0,0
"Guam.1769",2020-01-26,"Guam",0,0
"Guam.1770",2020-01-27,"Guam",0,0
"Guam.1771",2020-01-28,"Guam",0,0
"Guam.1772",2020-01-29,"Guam",0,0
"Guam.1773",2020-01-30,"Guam",0,0
"Guam.1774",2020-01-31,"Guam",0,0
"Guam.1775",2020-02-01,"Guam",0,0
"Guam.1776",2020-02-02,"Guam",0,0
"Guam.1777",2020-02-03,"Guam",0,0
"Guam.1778",2020-02-04,"Guam",0,0
"Guam.1779",2020-02-05,"Guam",0,0
"Guam.1780",2020-02-06,"Guam",0,0
"Guam.1781",2020-02-07,"Guam",0,0
"Guam.1782",2020-02-08,"Guam",0,0
"Guam.1783",2020-02-09,"Guam",0,0
"Guam.1784",2020-02-10,"Guam",0,0
"Guam.1785",2020-02-11,"Guam",0,0
"Guam.1786",2020-02-12,"Guam",0,0
"Guam.1787",2020-02-13,"Guam",0,0
"Guam.1788",2020-02-14,"Guam",0,0
"Guam.1789",2020-02-15,"Guam",0,0
"Guam.1790",2020-02-16,"Guam",0,0
"Guam.1791",2020-02-17,"Guam",0,0
"Guam.1792",2020-02-18,"Guam",0,0
"Guam.1793",2020-02-19,"Guam",0,0
"Guam.1794",2020-02-20,"Guam",0,0
"Guam.1795",2020-02-21,"Guam",0,0
"Guam.1796",2020-02-22,"Guam",0,0
"Guam.1797",2020-02-23,"Guam",0,0
"Guam.1798",2020-02-24,"Guam",0,0
"Guam.1799",2020-02-25,"Guam",0,0
"Guam.1800",2020-02-26,"Guam",0,0
"Guam.1801",2020-02-27,"Guam",0,0
"Guam.1802",2020-02-28,"Guam",0,0
"Guam.1803",2020-02-29,"Guam",0,0
"Guam.1804",2020-03-01,"Guam",0,0
"Guam.1805",2020-03-02,"Guam",0,0
"Guam.1806",2020-03-03,"Guam",0,0
"Guam.1807",2020-03-04,"Guam",0,0
"Guam.1808",2020-03-05,"Guam",0,0
"Guam.1809",2020-03-06,"Guam",0,0
"Guam.1810",2020-03-07,"Guam",0,0
"Guam.1811",2020-03-08,"Guam",0,0
"Guam.1812",2020-03-09,"Guam",0,0
"Guam.1813",2020-03-10,"Guam",0,0
"Guam.1814",2020-03-11,"Guam",0,0
"Guam.1815",2020-03-12,"Guam",0,0
"Guam.1816",2020-03-13,"Guam",0,0
"Guam.1817",2020-03-14,"Guam",0,0
"Guam.1818",2020-03-15,"Guam",0,0
"Guam.1819",2020-03-16,"Guam",0,0
"Guam.1820",2020-03-17,"Guam",0,0
"Guam.1821",2020-03-18,"Guam",0,0
"Guam.1822",2020-03-19,"Guam",0,0
