"","date","state","cum_death","daily_death"
"Guam.1679",2020-02-03,"Guam",0,0
"Guam.1680",2020-02-04,"Guam",0,0
"Guam.1681",2020-02-05,"Guam",0,0
"Guam.1682",2020-02-06,"Guam",0,0
"Guam.1683",2020-02-07,"Guam",0,0
"Guam.1684",2020-02-08,"Guam",0,0
"Guam.1685",2020-02-09,"Guam",0,0
"Guam.1686",2020-02-10,"Guam",0,0
"Guam.1687",2020-02-11,"Guam",0,0
"Guam.1688",2020-02-12,"Guam",0,0
"Guam.1689",2020-02-13,"Guam",0,0
"Guam.1690",2020-02-14,"Guam",0,0
"Guam.1691",2020-02-15,"Guam",0,0
"Guam.1692",2020-02-16,"Guam",0,0
"Guam.1693",2020-02-17,"Guam",0,0
"Guam.1694",2020-02-18,"Guam",0,0
"Guam.1695",2020-02-19,"Guam",0,0
"Guam.1696",2020-02-20,"Guam",0,0
"Guam.1697",2020-02-21,"Guam",0,0
"Guam.1698",2020-02-22,"Guam",0,0
"Guam.1699",2020-02-23,"Guam",0,0
"Guam.1700",2020-02-24,"Guam",0,0
"Guam.1701",2020-02-25,"Guam",0,0
"Guam.1702",2020-02-26,"Guam",0,0
"Guam.1703",2020-02-27,"Guam",0,0
"Guam.1704",2020-02-28,"Guam",0,0
"Guam.1705",2020-02-29,"Guam",0,0
"Guam.1706",2020-03-01,"Guam",0,0
"Guam.1707",2020-03-02,"Guam",0,0
"Guam.1708",2020-03-03,"Guam",0,0
"Guam.1709",2020-03-04,"Guam",0,0
"Guam.1710",2020-03-05,"Guam",0,0
"Guam.1711",2020-03-06,"Guam",0,0
"Guam.1712",2020-03-07,"Guam",0,0
"Guam.1713",2020-03-08,"Guam",0,0
"Guam.1714",2020-03-09,"Guam",0,0
"Guam.1715",2020-03-10,"Guam",0,0
"Guam.1716",2020-03-11,"Guam",0,0
"Guam.1717",2020-03-12,"Guam",0,0
"Guam.1718",2020-03-13,"Guam",0,0
"Guam.1719",2020-03-14,"Guam",0,0
"Guam.1720",2020-03-15,"Guam",0,0
"Guam.1721",2020-03-16,"Guam",0,0
"Guam.1722",2020-03-17,"Guam",0,0
"Guam.1723",2020-03-18,"Guam",0,0
"Guam.1724",2020-03-19,"Guam",0,0
"Guam.1725",2020-03-20,"Guam",0,0
"Guam.1726",2020-03-21,"Guam",0,0
"Guam.1727",2020-03-22,"Guam",1,1
"Guam.1728",2020-03-23,"Guam",1,0
"Guam.1729",2020-03-24,"Guam",1,0
"Guam.1730",2020-03-25,"Guam",1,0
"Guam.1731",2020-03-26,"Guam",1,0
"Guam.1732",2020-03-27,"Guam",1,0
"Guam.1733",2020-03-28,"Guam",1,0
"Guam.1734",2020-03-29,"Guam",1,0
"Guam.1735",2020-03-30,"Guam",1,0
"Guam.1736",2020-03-31,"Guam",2,1
"Guam.1737",2020-04-01,"Guam",3,1
"Guam.1738",2020-04-02,"Guam",3,0
"Guam.1739",2020-04-03,"Guam",4,1
"Guam.1740",2020-04-04,"Guam",4,0
"Guam.1741",2020-04-05,"Guam",4,0
"Guam.1742",2020-04-06,"Guam",4,0
"Guam.1743",2020-04-07,"Guam",4,0
"Guam.1744",2020-04-08,"Guam",4,0
"Guam.1745",2020-04-09,"Guam",4,0
"Guam.1746",2020-04-10,"Guam",4,0
"Guam.1747",2020-04-11,"Guam",5,1
"Guam.1748",2020-04-12,"Guam",5,0
"Guam.1749",2020-04-13,"Guam",5,0
"Guam.1750",2020-04-14,"Guam",5,0
"Guam.1751",2020-04-15,"Guam",5,0
"Guam.1752",2020-04-16,"Guam",5,0
"Guam.1753",2020-04-17,"Guam",5,0
"Guam.1754",2020-04-18,"Guam",5,0
"Guam.1755",2020-04-19,"Guam",5,0
"Guam.1756",2020-04-20,"Guam",5,0
"Guam.1757",2020-04-21,"Guam",5,0
"Guam.1758",2020-04-22,"Guam",5,0
"Guam.1759",2020-04-23,"Guam",5,0
"Guam.1760",2020-04-24,"Guam",5,0
"Guam.1761",2020-04-25,"Guam",5,0
"Guam.1762",2020-04-26,"Guam",5,0
"Guam.1763",2020-04-27,"Guam",5,0
"Guam.1764",2020-04-28,"Guam",5,0
"Guam.1765",2020-04-29,"Guam",5,0
"Guam.1766",2020-04-30,"Guam",5,0
"Guam.1767",2020-05-01,"Guam",5,0
"Guam.1768",2020-05-02,"Guam",5,0
"Guam.1769",2020-05-03,"Guam",5,0
"Guam.1770",2020-05-04,"Guam",5,0
"Guam.1771",2020-05-05,"Guam",5,0
"Guam.1772",2020-05-06,"Guam",5,0
"Guam.1773",2020-05-07,"Guam",5,0
"Guam.1774",2020-05-08,"Guam",5,0
"Guam.1775",2020-05-09,"Guam",5,0
"Guam.1776",2020-05-10,"Guam",5,0
"Guam.1777",2020-05-11,"Guam",5,0
"Guam.1778",2020-05-12,"Guam",5,0
"Guam.1779",2020-05-13,"Guam",5,0
"Guam.1780",2020-05-14,"Guam",5,0
"Guam.1781",2020-05-15,"Guam",5,0
"Guam.1782",2020-05-16,"Guam",5,0
"Guam.1783",2020-05-17,"Guam",5,0
"Guam.1784",2020-05-18,"Guam",5,0
"Guam.1785",2020-05-19,"Guam",5,0
"Hawaii.1786",2020-01-22,"Hawaii",0,0
"Hawaii.1787",2020-01-23,"Hawaii",0,0
"Hawaii.1788",2020-01-24,"Hawaii",0,0
"Hawaii.1789",2020-01-25,"Hawaii",0,0
"Hawaii.1790",2020-01-26,"Hawaii",0,0
"Hawaii.1791",2020-01-27,"Hawaii",0,0
"Hawaii.1792",2020-01-28,"Hawaii",0,0
"Hawaii.1793",2020-01-29,"Hawaii",0,0
"Hawaii.1794",2020-01-30,"Hawaii",0,0
"Hawaii.1795",2020-01-31,"Hawaii",0,0
"Hawaii.1796",2020-02-01,"Hawaii",0,0
"Hawaii.1797",2020-02-02,"Hawaii",0,0
"Hawaii.1798",2020-02-03,"Hawaii",0,0
"Hawaii.1799",2020-02-04,"Hawaii",0,0
"Hawaii.1800",2020-02-05,"Hawaii",0,0
"Hawaii.1801",2020-02-06,"Hawaii",0,0
"Hawaii.1802",2020-02-07,"Hawaii",0,0
"Hawaii.1803",2020-02-08,"Hawaii",0,0
"Hawaii.1804",2020-02-09,"Hawaii",0,0
"Hawaii.1805",2020-02-10,"Hawaii",0,0
"Hawaii.1806",2020-02-11,"Hawaii",0,0
"Hawaii.1807",2020-02-12,"Hawaii",0,0
"Hawaii.1808",2020-02-13,"Hawaii",0,0
"Hawaii.1809",2020-02-14,"Hawaii",0,0
"Hawaii.1810",2020-02-15,"Hawaii",0,0
"Hawaii.1811",2020-02-16,"Hawaii",0,0
"Hawaii.1812",2020-02-17,"Hawaii",0,0
"Hawaii.1813",2020-02-18,"Hawaii",0,0
"Hawaii.1814",2020-02-19,"Hawaii",0,0
"Hawaii.1815",2020-02-20,"Hawaii",0,0
"Hawaii.1816",2020-02-21,"Hawaii",0,0
"Hawaii.1817",2020-02-22,"Hawaii",0,0
"Hawaii.1818",2020-02-23,"Hawaii",0,0
"Hawaii.1819",2020-02-24,"Hawaii",0,0
"Hawaii.1820",2020-02-25,"Hawaii",0,0
"Hawaii.1821",2020-02-26,"Hawaii",0,0
"Hawaii.1822",2020-02-27,"Hawaii",0,0
"Hawaii.1823",2020-02-28,"Hawaii",0,0
"Hawaii.1824",2020-02-29,"Hawaii",0,0
"Hawaii.1825",2020-03-01,"Hawaii",0,0
"Hawaii.1826",2020-03-02,"Hawaii",0,0
"Hawaii.1827",2020-03-03,"Hawaii",0,0
"Hawaii.1828",2020-03-04,"Hawaii",0,0
"Hawaii.1829",2020-03-05,"Hawaii",0,0
"Hawaii.1830",2020-03-06,"Hawaii",0,0
"Hawaii.1831",2020-03-07,"Hawaii",0,0
"Hawaii.1832",2020-03-08,"Hawaii",0,0
"Hawaii.1833",2020-03-09,"Hawaii",0,0
"Hawaii.1834",2020-03-10,"Hawaii",0,0
"Hawaii.1835",2020-03-11,"Hawaii",0,0
"Hawaii.1836",2020-03-12,"Hawaii",0,0
"Hawaii.1837",2020-03-13,"Hawaii",0,0
"Hawaii.1838",2020-03-14,"Hawaii",0,0
"Hawaii.1839",2020-03-15,"Hawaii",0,0
"Hawaii.1840",2020-03-16,"Hawaii",0,0
"Hawaii.1841",2020-03-17,"Hawaii",0,0
"Hawaii.1842",2020-03-18,"Hawaii",0,0
"Hawaii.1843",2020-03-19,"Hawaii",0,0
"Hawaii.1844",2020-03-20,"Hawaii",0,0
"Hawaii.1845",2020-03-21,"Hawaii",0,0
"Hawaii.1846",2020-03-22,"Hawaii",0,0
"Hawaii.1847",2020-03-23,"Hawaii",0,0
"Hawaii.1848",2020-03-24,"Hawaii",1,1
"Hawaii.1849",2020-03-25,"Hawaii",0,-1
"Hawaii.1850",2020-03-26,"Hawaii",0,0
"Hawaii.1851",2020-03-27,"Hawaii",0,0
"Hawaii.1852",2020-03-28,"Hawaii",0,0
"Hawaii.1853",2020-03-29,"Hawaii",0,0
"Hawaii.1854",2020-03-30,"Hawaii",0,0
"Hawaii.1855",2020-03-31,"Hawaii",0,0
"Hawaii.1856",2020-04-01,"Hawaii",1,1
"Hawaii.1857",2020-04-02,"Hawaii",1,0
"Hawaii.1858",2020-04-03,"Hawaii",3,2
"Hawaii.1859",2020-04-04,"Hawaii",3,0
"Hawaii.1860",2020-04-05,"Hawaii",4,1
"Hawaii.1861",2020-04-06,"Hawaii",5,1
"Hawaii.1862",2020-04-07,"Hawaii",5,0
"Hawaii.1863",2020-04-08,"Hawaii",5,0
"Hawaii.1864",2020-04-09,"Hawaii",6,1
"Hawaii.1865",2020-04-10,"Hawaii",6,0
"Hawaii.1866",2020-04-11,"Hawaii",8,2
"Hawaii.1867",2020-04-12,"Hawaii",9,1
"Hawaii.1868",2020-04-13,"Hawaii",9,0
"Hawaii.1869",2020-04-14,"Hawaii",9,0
"Hawaii.1870",2020-04-15,"Hawaii",9,0
"Hawaii.1871",2020-04-16,"Hawaii",9,0
"Hawaii.1872",2020-04-17,"Hawaii",9,0
"Hawaii.1873",2020-04-18,"Hawaii",9,0
"Hawaii.1874",2020-04-19,"Hawaii",10,1
"Hawaii.1875",2020-04-20,"Hawaii",10,0
"Hawaii.1876",2020-04-21,"Hawaii",10,0
"Hawaii.1877",2020-04-22,"Hawaii",12,2
"Hawaii.1878",2020-04-23,"Hawaii",12,0
"Hawaii.1879",2020-04-24,"Hawaii",13,1
"Hawaii.1880",2020-04-25,"Hawaii",13,0
"Hawaii.1881",2020-04-26,"Hawaii",14,1
"Hawaii.1882",2020-04-27,"Hawaii",16,2
"Hawaii.1883",2020-04-28,"Hawaii",16,0
"Hawaii.1884",2020-04-29,"Hawaii",16,0
"Hawaii.1885",2020-04-30,"Hawaii",16,0
"Hawaii.1886",2020-05-01,"Hawaii",16,0
"Hawaii.1887",2020-05-02,"Hawaii",16,0
"Hawaii.1888",2020-05-03,"Hawaii",17,1
"Hawaii.1889",2020-05-04,"Hawaii",17,0
"Hawaii.1890",2020-05-05,"Hawaii",17,0
"Hawaii.1891",2020-05-06,"Hawaii",17,0
"Hawaii.1892",2020-05-07,"Hawaii",17,0
"Hawaii.1893",2020-05-08,"Hawaii",17,0
"Hawaii.1894",2020-05-09,"Hawaii",17,0
"Hawaii.1895",2020-05-10,"Hawaii",17,0
"Hawaii.1896",2020-05-11,"Hawaii",17,0
"Hawaii.1897",2020-05-12,"Hawaii",17,0
"Hawaii.1898",2020-05-13,"Hawaii",17,0
"Hawaii.1899",2020-05-14,"Hawaii",17,0
"Hawaii.1900",2020-05-15,"Hawaii",17,0
"Hawaii.1901",2020-05-16,"Hawaii",17,0
"Hawaii.1902",2020-05-17,"Hawaii",17,0
"Hawaii.1903",2020-05-18,"Hawaii",17,0
"Hawaii.1904",2020-05-19,"Hawaii",17,0
"Idaho.1905",2020-01-22,"Idaho",0,0
"Idaho.1906",2020-01-23,"Idaho",0,0
"Idaho.1907",2020-01-24,"Idaho",0,0
"Idaho.1908",2020-01-25,"Idaho",0,0
"Idaho.1909",2020-01-26,"Idaho",0,0
"Idaho.1910",2020-01-27,"Idaho",0,0
"Idaho.1911",2020-01-28,"Idaho",0,0
"Idaho.1912",2020-01-29,"Idaho",0,0
"Idaho.1913",2020-01-30,"Idaho",0,0
"Idaho.1914",2020-01-31,"Idaho",0,0
"Idaho.1915",2020-02-01,"Idaho",0,0
"Idaho.1916",2020-02-02,"Idaho",0,0
"Idaho.1917",2020-02-03,"Idaho",0,0
"Idaho.1918",2020-02-04,"Idaho",0,0
"Idaho.1919",2020-02-05,"Idaho",0,0
"Idaho.1920",2020-02-06,"Idaho",0,0
"Idaho.1921",2020-02-07,"Idaho",0,0
"Idaho.1922",2020-02-08,"Idaho",0,0
"Idaho.1923",2020-02-09,"Idaho",0,0
"Idaho.1924",2020-02-10,"Idaho",0,0
"Idaho.1925",2020-02-11,"Idaho",0,0
"Idaho.1926",2020-02-12,"Idaho",0,0
"Idaho.1927",2020-02-13,"Idaho",0,0
"Idaho.1928",2020-02-14,"Idaho",0,0
"Idaho.1929",2020-02-15,"Idaho",0,0
"Idaho.1930",2020-02-16,"Idaho",0,0
"Idaho.1931",2020-02-17,"Idaho",0,0
"Idaho.1932",2020-02-18,"Idaho",0,0
"Idaho.1933",2020-02-19,"Idaho",0,0
"Idaho.1934",2020-02-20,"Idaho",0,0
"Idaho.1935",2020-02-21,"Idaho",0,0
"Idaho.1936",2020-02-22,"Idaho",0,0
"Idaho.1937",2020-02-23,"Idaho",0,0
"Idaho.1938",2020-02-24,"Idaho",0,0
"Idaho.1939",2020-02-25,"Idaho",0,0
"Idaho.1940",2020-02-26,"Idaho",0,0
"Idaho.1941",2020-02-27,"Idaho",0,0
"Idaho.1942",2020-02-28,"Idaho",0,0
"Idaho.1943",2020-02-29,"Idaho",0,0
"Idaho.1944",2020-03-01,"Idaho",0,0
"Idaho.1945",2020-03-02,"Idaho",0,0
"Idaho.1946",2020-03-03,"Idaho",0,0
"Idaho.1947",2020-03-04,"Idaho",0,0
"Idaho.1948",2020-03-05,"Idaho",0,0
"Idaho.1949",2020-03-06,"Idaho",0,0
"Idaho.1950",2020-03-07,"Idaho",0,0
"Idaho.1951",2020-03-08,"Idaho",0,0
"Idaho.1952",2020-03-09,"Idaho",0,0
"Idaho.1953",2020-03-10,"Idaho",0,0
"Idaho.1954",2020-03-11,"Idaho",0,0
"Idaho.1955",2020-03-12,"Idaho",0,0
"Idaho.1956",2020-03-13,"Idaho",0,0
"Idaho.1957",2020-03-14,"Idaho",0,0
"Idaho.1958",2020-03-15,"Idaho",0,0
"Idaho.1959",2020-03-16,"Idaho",0,0
"Idaho.1960",2020-03-17,"Idaho",0,0
"Idaho.1961",2020-03-18,"Idaho",0,0
"Idaho.1962",2020-03-19,"Idaho",0,0
"Idaho.1963",2020-03-20,"Idaho",0,0
"Idaho.1964",2020-03-21,"Idaho",0,0
"Idaho.1965",2020-03-22,"Idaho",0,0
"Idaho.1966",2020-03-23,"Idaho",0,0
"Idaho.1967",2020-03-24,"Idaho",0,0
"Idaho.1968",2020-03-25,"Idaho",0,0
"Idaho.1969",2020-03-26,"Idaho",3,3
"Idaho.1970",2020-03-27,"Idaho",3,0
"Idaho.1971",2020-03-28,"Idaho",4,1
"Idaho.1972",2020-03-29,"Idaho",5,1
"Idaho.1973",2020-03-30,"Idaho",6,1
"Idaho.1974",2020-03-31,"Idaho",8,2
"Idaho.1975",2020-04-01,"Idaho",9,1
"Idaho.1976",2020-04-02,"Idaho",9,0
"Idaho.1977",2020-04-03,"Idaho",9,0
"Idaho.1978",2020-04-04,"Idaho",10,1
"Idaho.1979",2020-04-05,"Idaho",10,0
"Idaho.1980",2020-04-06,"Idaho",10,0
"Idaho.1981",2020-04-07,"Idaho",13,3
"Idaho.1982",2020-04-08,"Idaho",15,2
"Idaho.1983",2020-04-09,"Idaho",18,3
"Idaho.1984",2020-04-10,"Idaho",24,6
"Idaho.1985",2020-04-11,"Idaho",25,1
"Idaho.1986",2020-04-12,"Idaho",27,2
"Idaho.1987",2020-04-13,"Idaho",27,0
"Idaho.1988",2020-04-14,"Idaho",33,6
"Idaho.1989",2020-04-15,"Idaho",39,6
"Idaho.1990",2020-04-16,"Idaho",41,2
"Idaho.1991",2020-04-17,"Idaho",41,0
"Idaho.1992",2020-04-18,"Idaho",43,2
"Idaho.1993",2020-04-19,"Idaho",44,1
"Idaho.1994",2020-04-20,"Idaho",45,1
"Idaho.1995",2020-04-21,"Idaho",48,3
"Idaho.1996",2020-04-22,"Idaho",51,3
"Idaho.1997",2020-04-23,"Idaho",54,3
"Idaho.1998",2020-04-24,"Idaho",54,0
"Idaho.1999",2020-04-25,"Idaho",56,2
"Idaho.2000",2020-04-26,"Idaho",56,0
"Idaho.2001",2020-04-27,"Idaho",56,0
"Idaho.2002",2020-04-28,"Idaho",60,4
"Idaho.2003",2020-04-29,"Idaho",60,0
"Idaho.2004",2020-04-30,"Idaho",60,0
"Idaho.2005",2020-05-01,"Idaho",63,3
"Idaho.2006",2020-05-02,"Idaho",64,1
"Idaho.2007",2020-05-03,"Idaho",64,0
"Idaho.2008",2020-05-04,"Idaho",64,0
"Idaho.2009",2020-05-05,"Idaho",65,1
"Idaho.2010",2020-05-06,"Idaho",66,1
"Idaho.2011",2020-05-07,"Idaho",67,1
"Idaho.2012",2020-05-08,"Idaho",67,0
"Idaho.2013",2020-05-09,"Idaho",67,0
"Idaho.2014",2020-05-10,"Idaho",67,0
"Idaho.2015",2020-05-11,"Idaho",70,3
"Idaho.2016",2020-05-12,"Idaho",69,-1
"Idaho.2017",2020-05-13,"Idaho",69,0
"Idaho.2018",2020-05-14,"Idaho",72,3
"Idaho.2019",2020-05-15,"Idaho",72,0
"Idaho.2020",2020-05-16,"Idaho",73,1
"Idaho.2021",2020-05-17,"Idaho",73,0
"Idaho.2022",2020-05-18,"Idaho",74,1
"Idaho.2023",2020-05-19,"Idaho",74,0
"Illinois.2024",2020-01-22,"Illinois",0,0
"Illinois.2025",2020-01-23,"Illinois",0,0
"Illinois.2026",2020-01-24,"Illinois",0,0
"Illinois.2027",2020-01-25,"Illinois",0,0
"Illinois.2028",2020-01-26,"Illinois",0,0
"Illinois.2029",2020-01-27,"Illinois",0,0
"Illinois.2030",2020-01-28,"Illinois",0,0
"Illinois.2031",2020-01-29,"Illinois",0,0
"Illinois.2032",2020-01-30,"Illinois",0,0
"Illinois.2033",2020-01-31,"Illinois",0,0
"Illinois.2034",2020-02-01,"Illinois",0,0
"Illinois.2035",2020-02-02,"Illinois",0,0
"Illinois.2036",2020-02-03,"Illinois",0,0
"Illinois.2037",2020-02-04,"Illinois",0,0
"Illinois.2038",2020-02-05,"Illinois",0,0
"Illinois.2039",2020-02-06,"Illinois",0,0
"Illinois.2040",2020-02-07,"Illinois",0,0
"Illinois.2041",2020-02-08,"Illinois",0,0
"Illinois.2042",2020-02-09,"Illinois",0,0
"Illinois.2043",2020-02-10,"Illinois",0,0
"Illinois.2044",2020-02-11,"Illinois",0,0
"Illinois.2045",2020-02-12,"Illinois",0,0
"Illinois.2046",2020-02-13,"Illinois",0,0
"Illinois.2047",2020-02-14,"Illinois",0,0
"Illinois.2048",2020-02-15,"Illinois",0,0
"Illinois.2049",2020-02-16,"Illinois",0,0
"Illinois.2050",2020-02-17,"Illinois",0,0
"Illinois.2051",2020-02-18,"Illinois",0,0
"Illinois.2052",2020-02-19,"Illinois",0,0
"Illinois.2053",2020-02-20,"Illinois",0,0
"Illinois.2054",2020-02-21,"Illinois",0,0
"Illinois.2055",2020-02-22,"Illinois",0,0
"Illinois.2056",2020-02-23,"Illinois",0,0
"Illinois.2057",2020-02-24,"Illinois",0,0
"Illinois.2058",2020-02-25,"Illinois",0,0
"Illinois.2059",2020-02-26,"Illinois",0,0
"Illinois.2060",2020-02-27,"Illinois",0,0
"Illinois.2061",2020-02-28,"Illinois",0,0
"Illinois.2062",2020-02-29,"Illinois",0,0
"Illinois.2063",2020-03-01,"Illinois",0,0
"Illinois.2064",2020-03-02,"Illinois",0,0
"Illinois.2065",2020-03-03,"Illinois",0,0
"Illinois.2066",2020-03-04,"Illinois",0,0
"Illinois.2067",2020-03-05,"Illinois",0,0
"Illinois.2068",2020-03-06,"Illinois",0,0
"Illinois.2069",2020-03-07,"Illinois",0,0
"Illinois.2070",2020-03-08,"Illinois",0,0
"Illinois.2071",2020-03-09,"Illinois",0,0
"Illinois.2072",2020-03-10,"Illinois",0,0
"Illinois.2073",2020-03-11,"Illinois",0,0
"Illinois.2074",2020-03-12,"Illinois",0,0
"Illinois.2075",2020-03-13,"Illinois",0,0
"Illinois.2076",2020-03-14,"Illinois",0,0
"Illinois.2077",2020-03-15,"Illinois",0,0
"Illinois.2078",2020-03-16,"Illinois",0,0
"Illinois.2079",2020-03-17,"Illinois",1,1
"Illinois.2080",2020-03-18,"Illinois",1,0
"Illinois.2081",2020-03-19,"Illinois",4,3
"Illinois.2082",2020-03-20,"Illinois",5,1
"Illinois.2083",2020-03-21,"Illinois",6,1
"Illinois.2084",2020-03-22,"Illinois",9,3
"Illinois.2085",2020-03-23,"Illinois",12,3
"Illinois.2086",2020-03-24,"Illinois",16,4
"Illinois.2087",2020-03-25,"Illinois",19,3
"Illinois.2088",2020-03-26,"Illinois",26,7
"Illinois.2089",2020-03-27,"Illinois",34,8
"Illinois.2090",2020-03-28,"Illinois",47,13
"Illinois.2091",2020-03-29,"Illinois",66,19
"Illinois.2092",2020-03-30,"Illinois",73,7
"Illinois.2093",2020-03-31,"Illinois",99,26
"Illinois.2094",2020-04-01,"Illinois",141,42
"Illinois.2095",2020-04-02,"Illinois",163,22
"Illinois.2096",2020-04-03,"Illinois",210,47
"Illinois.2097",2020-04-04,"Illinois",244,34
"Illinois.2098",2020-04-05,"Illinois",274,30
"Illinois.2099",2020-04-06,"Illinois",307,33
"Illinois.2100",2020-04-07,"Illinois",380,73
"Illinois.2101",2020-04-08,"Illinois",462,82
"Illinois.2102",2020-04-09,"Illinois",528,66
"Illinois.2103",2020-04-10,"Illinois",597,69
"Illinois.2104",2020-04-11,"Illinois",677,80
"Illinois.2105",2020-04-12,"Illinois",720,43
"Illinois.2106",2020-04-13,"Illinois",798,78
"Illinois.2107",2020-04-14,"Illinois",868,70
"Illinois.2108",2020-04-15,"Illinois",949,81
"Illinois.2109",2020-04-16,"Illinois",1072,123
"Illinois.2110",2020-04-17,"Illinois",1132,60
"Illinois.2111",2020-04-18,"Illinois",1259,127
"Illinois.2112",2020-04-19,"Illinois",1290,31
"Illinois.2113",2020-04-20,"Illinois",1349,59
"Illinois.2114",2020-04-21,"Illinois",1468,119
"Illinois.2115",2020-04-22,"Illinois",1565,97
"Illinois.2116",2020-04-23,"Illinois",1688,123
"Illinois.2117",2020-04-24,"Illinois",1795,107
"Illinois.2118",2020-04-25,"Illinois",1875,80
"Illinois.2119",2020-04-26,"Illinois",1933,58
"Illinois.2120",2020-04-27,"Illinois",1983,50
"Illinois.2121",2020-04-28,"Illinois",2125,142
"Illinois.2122",2020-04-29,"Illinois",2215,90
"Illinois.2123",2020-04-30,"Illinois",2355,140
"Illinois.2124",2020-05-01,"Illinois",2457,102
"Illinois.2125",2020-05-02,"Illinois",2559,102
"Illinois.2126",2020-05-03,"Illinois",2618,59
"Illinois.2127",2020-05-04,"Illinois",2659,41
"Illinois.2128",2020-05-05,"Illinois",2834,175
"Illinois.2129",2020-05-06,"Illinois",2974,140
"Illinois.2130",2020-05-07,"Illinois",3111,137
"Illinois.2131",2020-05-08,"Illinois",3241,130
"Illinois.2132",2020-05-09,"Illinois",3349,108
"Illinois.2133",2020-05-10,"Illinois",3406,57
"Illinois.2134",2020-05-11,"Illinois",3459,53
"Illinois.2135",2020-05-12,"Illinois",3601,142
"Illinois.2136",2020-05-13,"Illinois",3792,191
"Illinois.2137",2020-05-14,"Illinois",3928,136
"Illinois.2138",2020-05-15,"Illinois",4059,131
"Illinois.2139",2020-05-16,"Illinois",4129,70
"Illinois.2140",2020-05-17,"Illinois",4177,48
"Illinois.2141",2020-05-18,"Illinois",4234,57
"Illinois.2142",2020-05-19,"Illinois",4379,145
"Indiana.2143",2020-01-22,"Indiana",0,0
"Indiana.2144",2020-01-23,"Indiana",0,0
"Indiana.2145",2020-01-24,"Indiana",0,0
"Indiana.2146",2020-01-25,"Indiana",0,0
"Indiana.2147",2020-01-26,"Indiana",0,0
"Indiana.2148",2020-01-27,"Indiana",0,0
"Indiana.2149",2020-01-28,"Indiana",0,0
"Indiana.2150",2020-01-29,"Indiana",0,0
"Indiana.2151",2020-01-30,"Indiana",0,0
"Indiana.2152",2020-01-31,"Indiana",0,0
"Indiana.2153",2020-02-01,"Indiana",0,0
"Indiana.2154",2020-02-02,"Indiana",0,0
"Indiana.2155",2020-02-03,"Indiana",0,0
"Indiana.2156",2020-02-04,"Indiana",0,0
"Indiana.2157",2020-02-05,"Indiana",0,0
"Indiana.2158",2020-02-06,"Indiana",0,0
"Indiana.2159",2020-02-07,"Indiana",0,0
"Indiana.2160",2020-02-08,"Indiana",0,0
"Indiana.2161",2020-02-09,"Indiana",0,0
"Indiana.2162",2020-02-10,"Indiana",0,0
"Indiana.2163",2020-02-11,"Indiana",0,0
"Indiana.2164",2020-02-12,"Indiana",0,0
"Indiana.2165",2020-02-13,"Indiana",0,0
"Indiana.2166",2020-02-14,"Indiana",0,0
"Indiana.2167",2020-02-15,"Indiana",0,0
"Indiana.2168",2020-02-16,"Indiana",0,0
"Indiana.2169",2020-02-17,"Indiana",0,0
"Indiana.2170",2020-02-18,"Indiana",0,0
"Indiana.2171",2020-02-19,"Indiana",0,0
"Indiana.2172",2020-02-20,"Indiana",0,0
"Indiana.2173",2020-02-21,"Indiana",0,0
"Indiana.2174",2020-02-22,"Indiana",0,0
"Indiana.2175",2020-02-23,"Indiana",0,0
"Indiana.2176",2020-02-24,"Indiana",0,0
"Indiana.2177",2020-02-25,"Indiana",0,0
"Indiana.2178",2020-02-26,"Indiana",0,0
"Indiana.2179",2020-02-27,"Indiana",0,0
"Indiana.2180",2020-02-28,"Indiana",0,0
"Indiana.2181",2020-02-29,"Indiana",0,0
"Indiana.2182",2020-03-01,"Indiana",0,0
"Indiana.2183",2020-03-02,"Indiana",0,0
"Indiana.2184",2020-03-03,"Indiana",0,0
"Indiana.2185",2020-03-04,"Indiana",0,0
"Indiana.2186",2020-03-05,"Indiana",0,0
"Indiana.2187",2020-03-06,"Indiana",0,0
"Indiana.2188",2020-03-07,"Indiana",0,0
"Indiana.2189",2020-03-08,"Indiana",0,0
"Indiana.2190",2020-03-09,"Indiana",0,0
"Indiana.2191",2020-03-10,"Indiana",0,0
"Indiana.2192",2020-03-11,"Indiana",0,0
"Indiana.2193",2020-03-12,"Indiana",0,0
"Indiana.2194",2020-03-13,"Indiana",0,0
"Indiana.2195",2020-03-14,"Indiana",0,0
"Indiana.2196",2020-03-15,"Indiana",0,0
"Indiana.2197",2020-03-16,"Indiana",1,1
"Indiana.2198",2020-03-17,"Indiana",2,1
"Indiana.2199",2020-03-18,"Indiana",2,0
"Indiana.2200",2020-03-19,"Indiana",2,0
"Indiana.2201",2020-03-20,"Indiana",3,1
"Indiana.2202",2020-03-21,"Indiana",4,1
"Indiana.2203",2020-03-22,"Indiana",6,2
"Indiana.2204",2020-03-23,"Indiana",7,1
"Indiana.2205",2020-03-24,"Indiana",12,5
"Indiana.2206",2020-03-25,"Indiana",14,2
"Indiana.2207",2020-03-26,"Indiana",17,3
"Indiana.2208",2020-03-27,"Indiana",25,8
"Indiana.2209",2020-03-28,"Indiana",31,6
"Indiana.2210",2020-03-29,"Indiana",32,1
"Indiana.2211",2020-03-30,"Indiana",35,3
"Indiana.2212",2020-03-31,"Indiana",49,14
"Indiana.2213",2020-04-01,"Indiana",65,16
