"","date","state","cum_death","daily_death"
"Montana.3684",2020-05-14,"Montana",16,0
"Montana.3685",2020-05-15,"Montana",16,0
"Montana.3686",2020-05-16,"Montana",16,0
"Montana.3687",2020-05-17,"Montana",16,0
"Montana.3688",2020-05-18,"Montana",16,0
"Montana.3689",2020-05-19,"Montana",16,0
"Nebraska.3690",2020-01-22,"Nebraska",0,0
"Nebraska.3691",2020-01-23,"Nebraska",0,0
"Nebraska.3692",2020-01-24,"Nebraska",0,0
"Nebraska.3693",2020-01-25,"Nebraska",0,0
"Nebraska.3694",2020-01-26,"Nebraska",0,0
"Nebraska.3695",2020-01-27,"Nebraska",0,0
"Nebraska.3696",2020-01-28,"Nebraska",0,0
"Nebraska.3697",2020-01-29,"Nebraska",0,0
"Nebraska.3698",2020-01-30,"Nebraska",0,0
"Nebraska.3699",2020-01-31,"Nebraska",0,0
"Nebraska.3700",2020-02-01,"Nebraska",0,0
"Nebraska.3701",2020-02-02,"Nebraska",0,0
"Nebraska.3702",2020-02-03,"Nebraska",0,0
"Nebraska.3703",2020-02-04,"Nebraska",0,0
"Nebraska.3704",2020-02-05,"Nebraska",0,0
"Nebraska.3705",2020-02-06,"Nebraska",0,0
"Nebraska.3706",2020-02-07,"Nebraska",0,0
"Nebraska.3707",2020-02-08,"Nebraska",0,0
"Nebraska.3708",2020-02-09,"Nebraska",0,0
"Nebraska.3709",2020-02-10,"Nebraska",0,0
"Nebraska.3710",2020-02-11,"Nebraska",0,0
"Nebraska.3711",2020-02-12,"Nebraska",0,0
"Nebraska.3712",2020-02-13,"Nebraska",0,0
"Nebraska.3713",2020-02-14,"Nebraska",0,0
"Nebraska.3714",2020-02-15,"Nebraska",0,0
"Nebraska.3715",2020-02-16,"Nebraska",0,0
"Nebraska.3716",2020-02-17,"Nebraska",0,0
"Nebraska.3717",2020-02-18,"Nebraska",0,0
"Nebraska.3718",2020-02-19,"Nebraska",0,0
"Nebraska.3719",2020-02-20,"Nebraska",0,0
"Nebraska.3720",2020-02-21,"Nebraska",0,0
"Nebraska.3721",2020-02-22,"Nebraska",0,0
"Nebraska.3722",2020-02-23,"Nebraska",0,0
"Nebraska.3723",2020-02-24,"Nebraska",0,0
"Nebraska.3724",2020-02-25,"Nebraska",0,0
"Nebraska.3725",2020-02-26,"Nebraska",0,0
"Nebraska.3726",2020-02-27,"Nebraska",0,0
"Nebraska.3727",2020-02-28,"Nebraska",0,0
"Nebraska.3728",2020-02-29,"Nebraska",0,0
"Nebraska.3729",2020-03-01,"Nebraska",0,0
"Nebraska.3730",2020-03-02,"Nebraska",0,0
"Nebraska.3731",2020-03-03,"Nebraska",0,0
"Nebraska.3732",2020-03-04,"Nebraska",0,0
"Nebraska.3733",2020-03-05,"Nebraska",0,0
"Nebraska.3734",2020-03-06,"Nebraska",0,0
"Nebraska.3735",2020-03-07,"Nebraska",0,0
"Nebraska.3736",2020-03-08,"Nebraska",0,0
"Nebraska.3737",2020-03-09,"Nebraska",0,0
"Nebraska.3738",2020-03-10,"Nebraska",0,0
"Nebraska.3739",2020-03-11,"Nebraska",0,0
"Nebraska.3740",2020-03-12,"Nebraska",0,0
"Nebraska.3741",2020-03-13,"Nebraska",0,0
"Nebraska.3742",2020-03-14,"Nebraska",0,0
"Nebraska.3743",2020-03-15,"Nebraska",0,0
"Nebraska.3744",2020-03-16,"Nebraska",0,0
"Nebraska.3745",2020-03-17,"Nebraska",0,0
"Nebraska.3746",2020-03-18,"Nebraska",0,0
"Nebraska.3747",2020-03-19,"Nebraska",0,0
"Nebraska.3748",2020-03-20,"Nebraska",0,0
"Nebraska.3749",2020-03-21,"Nebraska",0,0
"Nebraska.3750",2020-03-22,"Nebraska",0,0
"Nebraska.3751",2020-03-23,"Nebraska",0,0
"Nebraska.3752",2020-03-24,"Nebraska",0,0
"Nebraska.3753",2020-03-25,"Nebraska",0,0
"Nebraska.3754",2020-03-26,"Nebraska",0,0
"Nebraska.3755",2020-03-27,"Nebraska",0,0
"Nebraska.3756",2020-03-28,"Nebraska",2,2
"Nebraska.3757",2020-03-29,"Nebraska",2,0
"Nebraska.3758",2020-03-30,"Nebraska",2,0
"Nebraska.3759",2020-03-31,"Nebraska",3,1
"Nebraska.3760",2020-04-01,"Nebraska",4,1
"Nebraska.3761",2020-04-02,"Nebraska",5,1
"Nebraska.3762",2020-04-03,"Nebraska",6,1
"Nebraska.3763",2020-04-04,"Nebraska",6,0
"Nebraska.3764",2020-04-05,"Nebraska",8,2
"Nebraska.3765",2020-04-06,"Nebraska",9,1
"Nebraska.3766",2020-04-07,"Nebraska",10,1
"Nebraska.3767",2020-04-08,"Nebraska",12,2
"Nebraska.3768",2020-04-09,"Nebraska",14,2
"Nebraska.3769",2020-04-10,"Nebraska",15,1
"Nebraska.3770",2020-04-11,"Nebraska",17,2
"Nebraska.3771",2020-04-12,"Nebraska",17,0
"Nebraska.3772",2020-04-13,"Nebraska",17,0
"Nebraska.3773",2020-04-14,"Nebraska",20,3
"Nebraska.3774",2020-04-15,"Nebraska",20,0
"Nebraska.3775",2020-04-16,"Nebraska",21,1
"Nebraska.3776",2020-04-17,"Nebraska",24,3
"Nebraska.3777",2020-04-18,"Nebraska",24,0
"Nebraska.3778",2020-04-19,"Nebraska",28,4
"Nebraska.3779",2020-04-20,"Nebraska",33,5
"Nebraska.3780",2020-04-21,"Nebraska",33,0
"Nebraska.3781",2020-04-22,"Nebraska",38,5
"Nebraska.3782",2020-04-23,"Nebraska",47,9
"Nebraska.3783",2020-04-24,"Nebraska",50,3
"Nebraska.3784",2020-04-25,"Nebraska",50,0
"Nebraska.3785",2020-04-26,"Nebraska",56,6
"Nebraska.3786",2020-04-27,"Nebraska",56,0
"Nebraska.3787",2020-04-28,"Nebraska",56,0
"Nebraska.3788",2020-04-29,"Nebraska",56,0
"Nebraska.3789",2020-04-30,"Nebraska",70,14
"Nebraska.3790",2020-05-01,"Nebraska",73,3
"Nebraska.3791",2020-05-02,"Nebraska",73,0
"Nebraska.3792",2020-05-03,"Nebraska",78,5
"Nebraska.3793",2020-05-04,"Nebraska",78,0
"Nebraska.3794",2020-05-05,"Nebraska",78,0
"Nebraska.3795",2020-05-06,"Nebraska",78,0
"Nebraska.3796",2020-05-07,"Nebraska",91,13
"Nebraska.3797",2020-05-08,"Nebraska",90,-1
"Nebraska.3798",2020-05-09,"Nebraska",90,0
"Nebraska.3799",2020-05-10,"Nebraska",90,0
"Nebraska.3800",2020-05-11,"Nebraska",98,8
"Nebraska.3801",2020-05-12,"Nebraska",100,2
"Nebraska.3802",2020-05-13,"Nebraska",103,3
"Nebraska.3803",2020-05-14,"Nebraska",103,0
"Nebraska.3804",2020-05-15,"Nebraska",113,10
"Nebraska.3805",2020-05-16,"Nebraska",123,10
"Nebraska.3806",2020-05-17,"Nebraska",123,0
"Nebraska.3807",2020-05-18,"Nebraska",123,0
"Nebraska.3808",2020-05-19,"Nebraska",123,0
"Nevada.3809",2020-01-22,"Nevada",0,0
"Nevada.3810",2020-01-23,"Nevada",0,0
"Nevada.3811",2020-01-24,"Nevada",0,0
"Nevada.3812",2020-01-25,"Nevada",0,0
"Nevada.3813",2020-01-26,"Nevada",0,0
"Nevada.3814",2020-01-27,"Nevada",0,0
"Nevada.3815",2020-01-28,"Nevada",0,0
"Nevada.3816",2020-01-29,"Nevada",0,0
"Nevada.3817",2020-01-30,"Nevada",0,0
"Nevada.3818",2020-01-31,"Nevada",0,0
"Nevada.3819",2020-02-01,"Nevada",0,0
"Nevada.3820",2020-02-02,"Nevada",0,0
"Nevada.3821",2020-02-03,"Nevada",0,0
"Nevada.3822",2020-02-04,"Nevada",0,0
"Nevada.3823",2020-02-05,"Nevada",0,0
"Nevada.3824",2020-02-06,"Nevada",0,0
"Nevada.3825",2020-02-07,"Nevada",0,0
"Nevada.3826",2020-02-08,"Nevada",0,0
"Nevada.3827",2020-02-09,"Nevada",0,0
"Nevada.3828",2020-02-10,"Nevada",0,0
"Nevada.3829",2020-02-11,"Nevada",0,0
"Nevada.3830",2020-02-12,"Nevada",0,0
"Nevada.3831",2020-02-13,"Nevada",0,0
"Nevada.3832",2020-02-14,"Nevada",0,0
"Nevada.3833",2020-02-15,"Nevada",0,0
"Nevada.3834",2020-02-16,"Nevada",0,0
"Nevada.3835",2020-02-17,"Nevada",0,0
"Nevada.3836",2020-02-18,"Nevada",0,0
"Nevada.3837",2020-02-19,"Nevada",0,0
"Nevada.3838",2020-02-20,"Nevada",0,0
"Nevada.3839",2020-02-21,"Nevada",0,0
"Nevada.3840",2020-02-22,"Nevada",0,0
"Nevada.3841",2020-02-23,"Nevada",0,0
"Nevada.3842",2020-02-24,"Nevada",0,0
"Nevada.3843",2020-02-25,"Nevada",0,0
"Nevada.3844",2020-02-26,"Nevada",0,0
"Nevada.3845",2020-02-27,"Nevada",0,0
"Nevada.3846",2020-02-28,"Nevada",0,0
"Nevada.3847",2020-02-29,"Nevada",0,0
"Nevada.3848",2020-03-01,"Nevada",0,0
"Nevada.3849",2020-03-02,"Nevada",0,0
"Nevada.3850",2020-03-03,"Nevada",0,0
"Nevada.3851",2020-03-04,"Nevada",0,0
"Nevada.3852",2020-03-05,"Nevada",0,0
"Nevada.3853",2020-03-06,"Nevada",0,0
"Nevada.3854",2020-03-07,"Nevada",0,0
"Nevada.3855",2020-03-08,"Nevada",0,0
"Nevada.3856",2020-03-09,"Nevada",0,0
"Nevada.3857",2020-03-10,"Nevada",0,0
"Nevada.3858",2020-03-11,"Nevada",0,0
"Nevada.3859",2020-03-12,"Nevada",0,0
"Nevada.3860",2020-03-13,"Nevada",0,0
"Nevada.3861",2020-03-14,"Nevada",0,0
"Nevada.3862",2020-03-15,"Nevada",0,0
"Nevada.3863",2020-03-16,"Nevada",1,1
"Nevada.3864",2020-03-17,"Nevada",1,0
"Nevada.3865",2020-03-18,"Nevada",1,0
"Nevada.3866",2020-03-19,"Nevada",1,0
"Nevada.3867",2020-03-20,"Nevada",2,1
"Nevada.3868",2020-03-21,"Nevada",2,0
"Nevada.3869",2020-03-22,"Nevada",2,0
"Nevada.3870",2020-03-23,"Nevada",4,2
"Nevada.3871",2020-03-24,"Nevada",4,0
"Nevada.3872",2020-03-25,"Nevada",6,2
"Nevada.3873",2020-03-26,"Nevada",10,4
"Nevada.3874",2020-03-27,"Nevada",10,0
"Nevada.3875",2020-03-28,"Nevada",10,0
"Nevada.3876",2020-03-29,"Nevada",15,5
"Nevada.3877",2020-03-30,"Nevada",15,0
"Nevada.3878",2020-03-31,"Nevada",26,11
"Nevada.3879",2020-04-01,"Nevada",31,5
"Nevada.3880",2020-04-02,"Nevada",38,7
"Nevada.3881",2020-04-03,"Nevada",43,5
"Nevada.3882",2020-04-04,"Nevada",46,3
"Nevada.3883",2020-04-05,"Nevada",46,0
"Nevada.3884",2020-04-06,"Nevada",46,0
"Nevada.3885",2020-04-07,"Nevada",72,26
"Nevada.3886",2020-04-08,"Nevada",72,0
"Nevada.3887",2020-04-09,"Nevada",81,9
"Nevada.3888",2020-04-10,"Nevada",90,9
"Nevada.3889",2020-04-11,"Nevada",102,12
"Nevada.3890",2020-04-12,"Nevada",112,10
"Nevada.3891",2020-04-13,"Nevada",114,2
"Nevada.3892",2020-04-14,"Nevada",126,12
"Nevada.3893",2020-04-15,"Nevada",131,5
"Nevada.3894",2020-04-16,"Nevada",137,6
"Nevada.3895",2020-04-17,"Nevada",142,5
"Nevada.3896",2020-04-18,"Nevada",151,9
"Nevada.3897",2020-04-19,"Nevada",158,7
"Nevada.3898",2020-04-20,"Nevada",159,1
"Nevada.3899",2020-04-21,"Nevada",163,4
"Nevada.3900",2020-04-22,"Nevada",172,9
"Nevada.3901",2020-04-23,"Nevada",195,23
"Nevada.3902",2020-04-24,"Nevada",197,2
"Nevada.3903",2020-04-25,"Nevada",205,8
"Nevada.3904",2020-04-26,"Nevada",206,1
"Nevada.3905",2020-04-27,"Nevada",206,0
"Nevada.3906",2020-04-28,"Nevada",219,13
"Nevada.3907",2020-04-29,"Nevada",230,11
"Nevada.3908",2020-04-30,"Nevada",243,13
"Nevada.3909",2020-05-01,"Nevada",246,3
"Nevada.3910",2020-05-02,"Nevada",255,9
"Nevada.3911",2020-05-03,"Nevada",258,3
"Nevada.3912",2020-05-04,"Nevada",265,7
"Nevada.3913",2020-05-05,"Nevada",270,5
"Nevada.3914",2020-05-06,"Nevada",289,19
"Nevada.3915",2020-05-07,"Nevada",297,8
"Nevada.3916",2020-05-08,"Nevada",294,-3
"Nevada.3917",2020-05-09,"Nevada",313,19
"Nevada.3918",2020-05-10,"Nevada",310,-3
"Nevada.3919",2020-05-11,"Nevada",312,2
"Nevada.3920",2020-05-12,"Nevada",321,9
"Nevada.3921",2020-05-13,"Nevada",331,10
"Nevada.3922",2020-05-14,"Nevada",333,2
"Nevada.3923",2020-05-15,"Nevada",343,10
"Nevada.3924",2020-05-16,"Nevada",347,4
"Nevada.3925",2020-05-17,"Nevada",350,3
"Nevada.3926",2020-05-18,"Nevada",358,8
"Nevada.3927",2020-05-19,"Nevada",358,0
"New Hampshire.3928",2020-01-22,"New Hampshire",0,0
"New Hampshire.3929",2020-01-23,"New Hampshire",0,0
"New Hampshire.3930",2020-01-24,"New Hampshire",0,0
"New Hampshire.3931",2020-01-25,"New Hampshire",0,0
"New Hampshire.3932",2020-01-26,"New Hampshire",0,0
"New Hampshire.3933",2020-01-27,"New Hampshire",0,0
"New Hampshire.3934",2020-01-28,"New Hampshire",0,0
"New Hampshire.3935",2020-01-29,"New Hampshire",0,0
"New Hampshire.3936",2020-01-30,"New Hampshire",0,0
"New Hampshire.3937",2020-01-31,"New Hampshire",0,0
"New Hampshire.3938",2020-02-01,"New Hampshire",0,0
"New Hampshire.3939",2020-02-02,"New Hampshire",0,0
"New Hampshire.3940",2020-02-03,"New Hampshire",0,0
"New Hampshire.3941",2020-02-04,"New Hampshire",0,0
"New Hampshire.3942",2020-02-05,"New Hampshire",0,0
"New Hampshire.3943",2020-02-06,"New Hampshire",0,0
"New Hampshire.3944",2020-02-07,"New Hampshire",0,0
"New Hampshire.3945",2020-02-08,"New Hampshire",0,0
"New Hampshire.3946",2020-02-09,"New Hampshire",0,0
"New Hampshire.3947",2020-02-10,"New Hampshire",0,0
"New Hampshire.3948",2020-02-11,"New Hampshire",0,0
"New Hampshire.3949",2020-02-12,"New Hampshire",0,0
"New Hampshire.3950",2020-02-13,"New Hampshire",0,0
"New Hampshire.3951",2020-02-14,"New Hampshire",0,0
"New Hampshire.3952",2020-02-15,"New Hampshire",0,0
"New Hampshire.3953",2020-02-16,"New Hampshire",0,0
"New Hampshire.3954",2020-02-17,"New Hampshire",0,0
"New Hampshire.3955",2020-02-18,"New Hampshire",0,0
"New Hampshire.3956",2020-02-19,"New Hampshire",0,0
"New Hampshire.3957",2020-02-20,"New Hampshire",0,0
"New Hampshire.3958",2020-02-21,"New Hampshire",0,0
"New Hampshire.3959",2020-02-22,"New Hampshire",0,0
"New Hampshire.3960",2020-02-23,"New Hampshire",0,0
"New Hampshire.3961",2020-02-24,"New Hampshire",0,0
"New Hampshire.3962",2020-02-25,"New Hampshire",0,0
"New Hampshire.3963",2020-02-26,"New Hampshire",0,0
"New Hampshire.3964",2020-02-27,"New Hampshire",0,0
"New Hampshire.3965",2020-02-28,"New Hampshire",0,0
"New Hampshire.3966",2020-02-29,"New Hampshire",0,0
"New Hampshire.3967",2020-03-01,"New Hampshire",0,0
"New Hampshire.3968",2020-03-02,"New Hampshire",0,0
"New Hampshire.3969",2020-03-03,"New Hampshire",0,0
"New Hampshire.3970",2020-03-04,"New Hampshire",0,0
"New Hampshire.3971",2020-03-05,"New Hampshire",0,0
"New Hampshire.3972",2020-03-06,"New Hampshire",0,0
"New Hampshire.3973",2020-03-07,"New Hampshire",0,0
"New Hampshire.3974",2020-03-08,"New Hampshire",0,0
"New Hampshire.3975",2020-03-09,"New Hampshire",0,0
"New Hampshire.3976",2020-03-10,"New Hampshire",0,0
"New Hampshire.3977",2020-03-11,"New Hampshire",0,0
"New Hampshire.3978",2020-03-12,"New Hampshire",0,0
"New Hampshire.3979",2020-03-13,"New Hampshire",0,0
"New Hampshire.3980",2020-03-14,"New Hampshire",0,0
"New Hampshire.3981",2020-03-15,"New Hampshire",0,0
"New Hampshire.3982",2020-03-16,"New Hampshire",0,0
"New Hampshire.3983",2020-03-17,"New Hampshire",0,0
"New Hampshire.3984",2020-03-18,"New Hampshire",0,0
"New Hampshire.3985",2020-03-19,"New Hampshire",0,0
"New Hampshire.3986",2020-03-20,"New Hampshire",0,0
"New Hampshire.3987",2020-03-21,"New Hampshire",0,0
"New Hampshire.3988",2020-03-22,"New Hampshire",0,0
"New Hampshire.3989",2020-03-23,"New Hampshire",1,1
"New Hampshire.3990",2020-03-24,"New Hampshire",1,0
"New Hampshire.3991",2020-03-25,"New Hampshire",1,0
"New Hampshire.3992",2020-03-26,"New Hampshire",1,0
"New Hampshire.3993",2020-03-27,"New Hampshire",1,0
"New Hampshire.3994",2020-03-28,"New Hampshire",2,1
"New Hampshire.3995",2020-03-29,"New Hampshire",2,0
"New Hampshire.3996",2020-03-30,"New Hampshire",3,1
"New Hampshire.3997",2020-03-31,"New Hampshire",3,0
"New Hampshire.3998",2020-04-01,"New Hampshire",3,0
"New Hampshire.3999",2020-04-02,"New Hampshire",3,0
"New Hampshire.4000",2020-04-03,"New Hampshire",5,2
"New Hampshire.4001",2020-04-04,"New Hampshire",7,2
"New Hampshire.4002",2020-04-05,"New Hampshire",9,2
"New Hampshire.4003",2020-04-06,"New Hampshire",9,0
"New Hampshire.4004",2020-04-07,"New Hampshire",9,0
"New Hampshire.4005",2020-04-08,"New Hampshire",13,4
"New Hampshire.4006",2020-04-09,"New Hampshire",21,8
"New Hampshire.4007",2020-04-10,"New Hampshire",21,0
"New Hampshire.4008",2020-04-11,"New Hampshire",22,1
"New Hampshire.4009",2020-04-12,"New Hampshire",23,1
"New Hampshire.4010",2020-04-13,"New Hampshire",23,0
"New Hampshire.4011",2020-04-14,"New Hampshire",25,2
"New Hampshire.4012",2020-04-15,"New Hampshire",32,7
"New Hampshire.4013",2020-04-16,"New Hampshire",32,0
"New Hampshire.4014",2020-04-17,"New Hampshire",37,5
"New Hampshire.4015",2020-04-18,"New Hampshire",38,1
"New Hampshire.4016",2020-04-19,"New Hampshire",38,0
"New Hampshire.4017",2020-04-20,"New Hampshire",42,4
"New Hampshire.4018",2020-04-21,"New Hampshire",42,0
"New Hampshire.4019",2020-04-22,"New Hampshire",48,6
"New Hampshire.4020",2020-04-23,"New Hampshire",51,3
"New Hampshire.4021",2020-04-24,"New Hampshire",53,2
"New Hampshire.4022",2020-04-25,"New Hampshire",53,0
"New Hampshire.4023",2020-04-26,"New Hampshire",60,7
"New Hampshire.4024",2020-04-27,"New Hampshire",60,0
"New Hampshire.4025",2020-04-28,"New Hampshire",60,0
"New Hampshire.4026",2020-04-29,"New Hampshire",60,0
"New Hampshire.4027",2020-04-30,"New Hampshire",72,12
"New Hampshire.4028",2020-05-01,"New Hampshire",81,9
"New Hampshire.4029",2020-05-02,"New Hampshire",84,3
"New Hampshire.4030",2020-05-03,"New Hampshire",86,2
"New Hampshire.4031",2020-05-04,"New Hampshire",86,0
"New Hampshire.4032",2020-05-05,"New Hampshire",92,6
"New Hampshire.4033",2020-05-06,"New Hampshire",92,0
"New Hampshire.4034",2020-05-07,"New Hampshire",114,22
"New Hampshire.4035",2020-05-08,"New Hampshire",121,7
"New Hampshire.4036",2020-05-09,"New Hampshire",131,10
"New Hampshire.4037",2020-05-10,"New Hampshire",133,2
"New Hampshire.4038",2020-05-11,"New Hampshire",133,0
"New Hampshire.4039",2020-05-12,"New Hampshire",142,9
"New Hampshire.4040",2020-05-13,"New Hampshire",150,8
"New Hampshire.4041",2020-05-14,"New Hampshire",151,1
"New Hampshire.4042",2020-05-15,"New Hampshire",151,0
"New Hampshire.4043",2020-05-16,"New Hampshire",171,20
"New Hampshire.4044",2020-05-17,"New Hampshire",172,1
"New Hampshire.4045",2020-05-18,"New Hampshire",172,0
"New Hampshire.4046",2020-05-19,"New Hampshire",172,0
"New Jersey.4047",2020-01-22,"New Jersey",0,0
"New Jersey.4048",2020-01-23,"New Jersey",0,0
"New Jersey.4049",2020-01-24,"New Jersey",0,0
"New Jersey.4050",2020-01-25,"New Jersey",0,0
"New Jersey.4051",2020-01-26,"New Jersey",0,0
"New Jersey.4052",2020-01-27,"New Jersey",0,0
"New Jersey.4053",2020-01-28,"New Jersey",0,0
"New Jersey.4054",2020-01-29,"New Jersey",0,0
"New Jersey.4055",2020-01-30,"New Jersey",0,0
"New Jersey.4056",2020-01-31,"New Jersey",0,0
"New Jersey.4057",2020-02-01,"New Jersey",0,0
"New Jersey.4058",2020-02-02,"New Jersey",0,0
"New Jersey.4059",2020-02-03,"New Jersey",0,0
"New Jersey.4060",2020-02-04,"New Jersey",0,0
"New Jersey.4061",2020-02-05,"New Jersey",0,0
"New Jersey.4062",2020-02-06,"New Jersey",0,0
"New Jersey.4063",2020-02-07,"New Jersey",0,0
"New Jersey.4064",2020-02-08,"New Jersey",0,0
"New Jersey.4065",2020-02-09,"New Jersey",0,0
"New Jersey.4066",2020-02-10,"New Jersey",0,0
"New Jersey.4067",2020-02-11,"New Jersey",0,0
"New Jersey.4068",2020-02-12,"New Jersey",0,0
"New Jersey.4069",2020-02-13,"New Jersey",0,0
"New Jersey.4070",2020-02-14,"New Jersey",0,0
"New Jersey.4071",2020-02-15,"New Jersey",0,0
"New Jersey.4072",2020-02-16,"New Jersey",0,0
"New Jersey.4073",2020-02-17,"New Jersey",0,0
"New Jersey.4074",2020-02-18,"New Jersey",0,0
"New Jersey.4075",2020-02-19,"New Jersey",0,0
"New Jersey.4076",2020-02-20,"New Jersey",0,0
"New Jersey.4077",2020-02-21,"New Jersey",0,0
"New Jersey.4078",2020-02-22,"New Jersey",0,0
"New Jersey.4079",2020-02-23,"New Jersey",0,0
"New Jersey.4080",2020-02-24,"New Jersey",0,0
"New Jersey.4081",2020-02-25,"New Jersey",0,0
"New Jersey.4082",2020-02-26,"New Jersey",0,0
"New Jersey.4083",2020-02-27,"New Jersey",0,0
"New Jersey.4084",2020-02-28,"New Jersey",0,0
"New Jersey.4085",2020-02-29,"New Jersey",0,0
"New Jersey.4086",2020-03-01,"New Jersey",0,0
"New Jersey.4087",2020-03-02,"New Jersey",0,0
"New Jersey.4088",2020-03-03,"New Jersey",0,0
"New Jersey.4089",2020-03-04,"New Jersey",0,0
"New Jersey.4090",2020-03-05,"New Jersey",0,0
"New Jersey.4091",2020-03-06,"New Jersey",0,0
"New Jersey.4092",2020-03-07,"New Jersey",0,0
"New Jersey.4093",2020-03-08,"New Jersey",0,0
"New Jersey.4094",2020-03-09,"New Jersey",0,0
"New Jersey.4095",2020-03-10,"New Jersey",1,1
"New Jersey.4096",2020-03-11,"New Jersey",1,0
"New Jersey.4097",2020-03-12,"New Jersey",1,0
"New Jersey.4098",2020-03-13,"New Jersey",1,0
"New Jersey.4099",2020-03-14,"New Jersey",1,0
"New Jersey.4100",2020-03-15,"New Jersey",2,1
"New Jersey.4101",2020-03-16,"New Jersey",2,0
"New Jersey.4102",2020-03-17,"New Jersey",3,1
"New Jersey.4103",2020-03-18,"New Jersey",5,2
"New Jersey.4104",2020-03-19,"New Jersey",9,4
"New Jersey.4105",2020-03-20,"New Jersey",11,2
"New Jersey.4106",2020-03-21,"New Jersey",16,5
"New Jersey.4107",2020-03-22,"New Jersey",20,4
"New Jersey.4108",2020-03-23,"New Jersey",27,7
"New Jersey.4109",2020-03-24,"New Jersey",44,17
"New Jersey.4110",2020-03-25,"New Jersey",62,18
"New Jersey.4111",2020-03-26,"New Jersey",81,19
"New Jersey.4112",2020-03-27,"New Jersey",108,27
"New Jersey.4113",2020-03-28,"New Jersey",140,32
"New Jersey.4114",2020-03-29,"New Jersey",161,21
"New Jersey.4115",2020-03-30,"New Jersey",198,37
"New Jersey.4116",2020-03-31,"New Jersey",267,69
"New Jersey.4117",2020-04-01,"New Jersey",355,88
"New Jersey.4118",2020-04-02,"New Jersey",537,182
"New Jersey.4119",2020-04-03,"New Jersey",646,109
"New Jersey.4120",2020-04-04,"New Jersey",846,200
"New Jersey.4121",2020-04-05,"New Jersey",917,71
"New Jersey.4122",2020-04-06,"New Jersey",1003,86
"New Jersey.4123",2020-04-07,"New Jersey",1232,229
"New Jersey.4124",2020-04-08,"New Jersey",1504,272
"New Jersey.4125",2020-04-09,"New Jersey",1709,205
"New Jersey.4126",2020-04-10,"New Jersey",1932,223
"New Jersey.4127",2020-04-11,"New Jersey",2183,251
"New Jersey.4128",2020-04-12,"New Jersey",2350,167
"New Jersey.4129",2020-04-13,"New Jersey",2443,93
"New Jersey.4130",2020-04-14,"New Jersey",2805,362
"New Jersey.4131",2020-04-15,"New Jersey",3156,351
"New Jersey.4132",2020-04-16,"New Jersey",3518,362
"New Jersey.4133",2020-04-17,"New Jersey",3840,322
"New Jersey.4134",2020-04-18,"New Jersey",4070,230
"New Jersey.4135",2020-04-19,"New Jersey",4362,292
"New Jersey.4136",2020-04-20,"New Jersey",4496,134
"New Jersey.4137",2020-04-21,"New Jersey",4753,257
"New Jersey.4138",2020-04-22,"New Jersey",5150,397
"New Jersey.4139",2020-04-23,"New Jersey",5426,276
"New Jersey.4140",2020-04-24,"New Jersey",5683,257
"New Jersey.4141",2020-04-25,"New Jersey",5914,231
"New Jersey.4142",2020-04-26,"New Jersey",5938,24
"New Jersey.4143",2020-04-27,"New Jersey",6044,106
"New Jersey.4144",2020-04-28,"New Jersey",6442,398
"New Jersey.4145",2020-04-29,"New Jersey",6771,329
"New Jersey.4146",2020-04-30,"New Jersey",7228,457
"New Jersey.4147",2020-05-01,"New Jersey",7538,310
"New Jersey.4148",2020-05-02,"New Jersey",7742,204
"New Jersey.4149",2020-05-03,"New Jersey",7871,129
"New Jersey.4150",2020-05-04,"New Jersey",7910,39
"New Jersey.4151",2020-05-05,"New Jersey",8244,334
"New Jersey.4152",2020-05-06,"New Jersey",8549,305
"New Jersey.4153",2020-05-07,"New Jersey",8807,258
"New Jersey.4154",2020-05-08,"New Jersey",8960,153
"New Jersey.4155",2020-05-09,"New Jersey",9116,156
"New Jersey.4156",2020-05-10,"New Jersey",9256,140
"New Jersey.4157",2020-05-11,"New Jersey",9340,84
"New Jersey.4158",2020-05-12,"New Jersey",9531,191
"New Jersey.4159",2020-05-13,"New Jersey",9714,183
"New Jersey.4160",2020-05-14,"New Jersey",9946,232
"New Jersey.4161",2020-05-15,"New Jersey",10148,202
"New Jersey.4162",2020-05-16,"New Jersey",10261,113
"New Jersey.4163",2020-05-17,"New Jersey",10363,102
"New Jersey.4164",2020-05-18,"New Jersey",10439,76
"New Jersey.4165",2020-05-19,"New Jersey",10587,148
"New Mexico.4166",2020-01-22,"New Mexico",0,0
"New Mexico.4167",2020-01-23,"New Mexico",0,0
"New Mexico.4168",2020-01-24,"New Mexico",0,0
"New Mexico.4169",2020-01-25,"New Mexico",0,0
"New Mexico.4170",2020-01-26,"New Mexico",0,0
"New Mexico.4171",2020-01-27,"New Mexico",0,0
"New Mexico.4172",2020-01-28,"New Mexico",0,0
"New Mexico.4173",2020-01-29,"New Mexico",0,0
"New Mexico.4174",2020-01-30,"New Mexico",0,0
"New Mexico.4175",2020-01-31,"New Mexico",0,0
"New Mexico.4176",2020-02-01,"New Mexico",0,0
"New Mexico.4177",2020-02-02,"New Mexico",0,0
"New Mexico.4178",2020-02-03,"New Mexico",0,0
"New Mexico.4179",2020-02-04,"New Mexico",0,0
"New Mexico.4180",2020-02-05,"New Mexico",0,0
"New Mexico.4181",2020-02-06,"New Mexico",0,0
