"","state","date","stayathome"
"Hawaii.12.39","Hawaii",2020-04-09,1
"Hawaii.12.40","Hawaii",2020-04-10,1
"Hawaii.12.41","Hawaii",2020-04-11,1
"Hawaii.12.42","Hawaii",2020-04-12,1
"Hawaii.12.43","Hawaii",2020-04-13,1
"Hawaii.12.44","Hawaii",2020-04-14,1
"Hawaii.12.45","Hawaii",2020-04-15,1
"Hawaii.12.46","Hawaii",2020-04-16,1
"Hawaii.12.47","Hawaii",2020-04-17,1
"Hawaii.12.48","Hawaii",2020-04-18,1
"Hawaii.12.49","Hawaii",2020-04-19,1
"Hawaii.12.50","Hawaii",2020-04-20,1
"Hawaii.12.51","Hawaii",2020-04-21,1
"Hawaii.12.52","Hawaii",2020-04-22,1
"Hawaii.12.53","Hawaii",2020-04-23,1
"Hawaii.12.54","Hawaii",2020-04-24,1
"Hawaii.12.55","Hawaii",2020-04-25,1
"Hawaii.12.56","Hawaii",2020-04-26,1
"Hawaii.12.57","Hawaii",2020-04-27,1
"Hawaii.12.58","Hawaii",2020-04-28,1
"Hawaii.12.59","Hawaii",2020-04-29,1
"Hawaii.12.60","Hawaii",2020-04-30,1
"Hawaii.12.61","Hawaii",2020-05-01,1
"Hawaii.12.62","Hawaii",2020-05-02,1
"Hawaii.12.63","Hawaii",2020-05-03,1
"Hawaii.12.64","Hawaii",2020-05-04,1
"Hawaii.12.65","Hawaii",2020-05-05,1
"Hawaii.12.66","Hawaii",2020-05-06,1
"Hawaii.12.67","Hawaii",2020-05-07,1
"Hawaii.12.68","Hawaii",2020-05-08,1
"Hawaii.12.69","Hawaii",2020-05-09,1
"Hawaii.12.70","Hawaii",2020-05-10,1
"Hawaii.12.71","Hawaii",2020-05-11,1
"Hawaii.12.72","Hawaii",2020-05-12,1
"Hawaii.12.73","Hawaii",2020-05-13,1
"Hawaii.12.74","Hawaii",2020-05-14,1
"Hawaii.12.75","Hawaii",2020-05-15,1
"Hawaii.12.76","Hawaii",2020-05-16,1
"Hawaii.12.77","Hawaii",2020-05-17,1
"Hawaii.12.78","Hawaii",2020-05-18,1
"Hawaii.12.79","Hawaii",2020-05-19,1
"Hawaii.12.80","Hawaii",2020-05-20,1
"Hawaii.12.81","Hawaii",2020-05-21,1
"Hawaii.12.82","Hawaii",2020-05-22,1
"Hawaii.12.83","Hawaii",2020-05-23,1
"Hawaii.12.84","Hawaii",2020-05-24,1
"Hawaii.12.85","Hawaii",2020-05-25,1
"Hawaii.12.86","Hawaii",2020-05-26,1
"Hawaii.12.87","Hawaii",2020-05-27,1
"Hawaii.12.88","Hawaii",2020-05-28,1
"Hawaii.12.89","Hawaii",2020-05-29,1
"Hawaii.12.90","Hawaii",2020-05-30,1
"Hawaii.12.91","Hawaii",2020-05-31,1
"Hawaii.12.92","Hawaii",2020-06-01,0
"Hawaii.12.93","Hawaii",2020-06-02,0
"Hawaii.12.94","Hawaii",2020-06-03,0
"Hawaii.12.95","Hawaii",2020-06-04,0
"Hawaii.12.96","Hawaii",2020-06-05,0
"Hawaii.12.97","Hawaii",2020-06-06,0
"Hawaii.12.98","Hawaii",2020-06-07,0
"Hawaii.12.99","Hawaii",2020-06-08,0
"Hawaii.12.100","Hawaii",2020-06-09,0
"Hawaii.12.101","Hawaii",2020-06-10,0
"Idaho.13","Idaho",2020-03-01,0
"Idaho.13.1","Idaho",2020-03-02,0
"Idaho.13.2","Idaho",2020-03-03,0
"Idaho.13.3","Idaho",2020-03-04,0
"Idaho.13.4","Idaho",2020-03-05,0
"Idaho.13.5","Idaho",2020-03-06,0
"Idaho.13.6","Idaho",2020-03-07,0
"Idaho.13.7","Idaho",2020-03-08,0
"Idaho.13.8","Idaho",2020-03-09,0
"Idaho.13.9","Idaho",2020-03-10,0
"Idaho.13.10","Idaho",2020-03-11,0
"Idaho.13.11","Idaho",2020-03-12,0
"Idaho.13.12","Idaho",2020-03-13,0
"Idaho.13.13","Idaho",2020-03-14,0
"Idaho.13.14","Idaho",2020-03-15,0
"Idaho.13.15","Idaho",2020-03-16,0
"Idaho.13.16","Idaho",2020-03-17,0
"Idaho.13.17","Idaho",2020-03-18,0
"Idaho.13.18","Idaho",2020-03-19,0
"Idaho.13.19","Idaho",2020-03-20,0
"Idaho.13.20","Idaho",2020-03-21,0
"Idaho.13.21","Idaho",2020-03-22,0
"Idaho.13.22","Idaho",2020-03-23,0
"Idaho.13.23","Idaho",2020-03-24,0
"Idaho.13.24","Idaho",2020-03-25,1
"Idaho.13.25","Idaho",2020-03-26,1
"Idaho.13.26","Idaho",2020-03-27,1
"Idaho.13.27","Idaho",2020-03-28,1
"Idaho.13.28","Idaho",2020-03-29,1
"Idaho.13.29","Idaho",2020-03-30,1
"Idaho.13.30","Idaho",2020-03-31,1
"Idaho.13.31","Idaho",2020-04-01,1
"Idaho.13.32","Idaho",2020-04-02,1
"Idaho.13.33","Idaho",2020-04-03,1
"Idaho.13.34","Idaho",2020-04-04,1
"Idaho.13.35","Idaho",2020-04-05,1
"Idaho.13.36","Idaho",2020-04-06,1
"Idaho.13.37","Idaho",2020-04-07,1
"Idaho.13.38","Idaho",2020-04-08,1
"Idaho.13.39","Idaho",2020-04-09,1
"Idaho.13.40","Idaho",2020-04-10,1
"Idaho.13.41","Idaho",2020-04-11,1
"Idaho.13.42","Idaho",2020-04-12,1
"Idaho.13.43","Idaho",2020-04-13,1
"Idaho.13.44","Idaho",2020-04-14,1
"Idaho.13.45","Idaho",2020-04-15,1
"Idaho.13.46","Idaho",2020-04-16,1
"Idaho.13.47","Idaho",2020-04-17,1
"Idaho.13.48","Idaho",2020-04-18,1
"Idaho.13.49","Idaho",2020-04-19,1
"Idaho.13.50","Idaho",2020-04-20,1
"Idaho.13.51","Idaho",2020-04-21,1
"Idaho.13.52","Idaho",2020-04-22,1
"Idaho.13.53","Idaho",2020-04-23,1
"Idaho.13.54","Idaho",2020-04-24,1
"Idaho.13.55","Idaho",2020-04-25,1
"Idaho.13.56","Idaho",2020-04-26,1
"Idaho.13.57","Idaho",2020-04-27,1
"Idaho.13.58","Idaho",2020-04-28,1
"Idaho.13.59","Idaho",2020-04-29,1
"Idaho.13.60","Idaho",2020-04-30,1
"Idaho.13.61","Idaho",2020-05-01,0
"Idaho.13.62","Idaho",2020-05-02,0
"Idaho.13.63","Idaho",2020-05-03,0
"Idaho.13.64","Idaho",2020-05-04,0
"Idaho.13.65","Idaho",2020-05-05,0
"Idaho.13.66","Idaho",2020-05-06,0
"Idaho.13.67","Idaho",2020-05-07,0
"Idaho.13.68","Idaho",2020-05-08,0
"Idaho.13.69","Idaho",2020-05-09,0
"Idaho.13.70","Idaho",2020-05-10,0
"Idaho.13.71","Idaho",2020-05-11,0
"Idaho.13.72","Idaho",2020-05-12,0
"Idaho.13.73","Idaho",2020-05-13,0
"Idaho.13.74","Idaho",2020-05-14,0
"Idaho.13.75","Idaho",2020-05-15,0
"Idaho.13.76","Idaho",2020-05-16,0
"Idaho.13.77","Idaho",2020-05-17,0
"Idaho.13.78","Idaho",2020-05-18,0
"Idaho.13.79","Idaho",2020-05-19,0
"Idaho.13.80","Idaho",2020-05-20,0
"Idaho.13.81","Idaho",2020-05-21,0
"Idaho.13.82","Idaho",2020-05-22,0
"Idaho.13.83","Idaho",2020-05-23,0
"Idaho.13.84","Idaho",2020-05-24,0
"Idaho.13.85","Idaho",2020-05-25,0
"Idaho.13.86","Idaho",2020-05-26,0
"Idaho.13.87","Idaho",2020-05-27,0
"Idaho.13.88","Idaho",2020-05-28,0
"Idaho.13.89","Idaho",2020-05-29,0
"Idaho.13.90","Idaho",2020-05-30,0
"Idaho.13.91","Idaho",2020-05-31,0
"Idaho.13.92","Idaho",2020-06-01,0
"Idaho.13.93","Idaho",2020-06-02,0
"Idaho.13.94","Idaho",2020-06-03,0
"Idaho.13.95","Idaho",2020-06-04,0
"Idaho.13.96","Idaho",2020-06-05,0
"Idaho.13.97","Idaho",2020-06-06,0
"Idaho.13.98","Idaho",2020-06-07,0
"Idaho.13.99","Idaho",2020-06-08,0
"Idaho.13.100","Idaho",2020-06-09,0
"Idaho.13.101","Idaho",2020-06-10,0
"Illinois.14","Illinois",2020-03-01,0
"Illinois.14.1","Illinois",2020-03-02,0
"Illinois.14.2","Illinois",2020-03-03,0
"Illinois.14.3","Illinois",2020-03-04,0
"Illinois.14.4","Illinois",2020-03-05,0
"Illinois.14.5","Illinois",2020-03-06,0
"Illinois.14.6","Illinois",2020-03-07,0
"Illinois.14.7","Illinois",2020-03-08,0
"Illinois.14.8","Illinois",2020-03-09,0
"Illinois.14.9","Illinois",2020-03-10,0
"Illinois.14.10","Illinois",2020-03-11,0
"Illinois.14.11","Illinois",2020-03-12,0
"Illinois.14.12","Illinois",2020-03-13,0
"Illinois.14.13","Illinois",2020-03-14,0
"Illinois.14.14","Illinois",2020-03-15,0
"Illinois.14.15","Illinois",2020-03-16,0
"Illinois.14.16","Illinois",2020-03-17,0
"Illinois.14.17","Illinois",2020-03-18,0
"Illinois.14.18","Illinois",2020-03-19,0
"Illinois.14.19","Illinois",2020-03-20,0
"Illinois.14.20","Illinois",2020-03-21,1
"Illinois.14.21","Illinois",2020-03-22,1
"Illinois.14.22","Illinois",2020-03-23,1
"Illinois.14.23","Illinois",2020-03-24,1
"Illinois.14.24","Illinois",2020-03-25,1
"Illinois.14.25","Illinois",2020-03-26,1
"Illinois.14.26","Illinois",2020-03-27,1
"Illinois.14.27","Illinois",2020-03-28,1
"Illinois.14.28","Illinois",2020-03-29,1
"Illinois.14.29","Illinois",2020-03-30,1
"Illinois.14.30","Illinois",2020-03-31,1
"Illinois.14.31","Illinois",2020-04-01,1
"Illinois.14.32","Illinois",2020-04-02,1
"Illinois.14.33","Illinois",2020-04-03,1
"Illinois.14.34","Illinois",2020-04-04,1
"Illinois.14.35","Illinois",2020-04-05,1
"Illinois.14.36","Illinois",2020-04-06,1
"Illinois.14.37","Illinois",2020-04-07,1
"Illinois.14.38","Illinois",2020-04-08,1
"Illinois.14.39","Illinois",2020-04-09,1
"Illinois.14.40","Illinois",2020-04-10,1
"Illinois.14.41","Illinois",2020-04-11,1
"Illinois.14.42","Illinois",2020-04-12,1
"Illinois.14.43","Illinois",2020-04-13,1
"Illinois.14.44","Illinois",2020-04-14,1
"Illinois.14.45","Illinois",2020-04-15,1
"Illinois.14.46","Illinois",2020-04-16,1
"Illinois.14.47","Illinois",2020-04-17,1
"Illinois.14.48","Illinois",2020-04-18,1
"Illinois.14.49","Illinois",2020-04-19,1
"Illinois.14.50","Illinois",2020-04-20,1
"Illinois.14.51","Illinois",2020-04-21,1
"Illinois.14.52","Illinois",2020-04-22,1
"Illinois.14.53","Illinois",2020-04-23,1
"Illinois.14.54","Illinois",2020-04-24,1
"Illinois.14.55","Illinois",2020-04-25,1
"Illinois.14.56","Illinois",2020-04-26,1
"Illinois.14.57","Illinois",2020-04-27,1
"Illinois.14.58","Illinois",2020-04-28,1
"Illinois.14.59","Illinois",2020-04-29,1
"Illinois.14.60","Illinois",2020-04-30,1
"Illinois.14.61","Illinois",2020-05-01,1
"Illinois.14.62","Illinois",2020-05-02,1
"Illinois.14.63","Illinois",2020-05-03,1
"Illinois.14.64","Illinois",2020-05-04,1
"Illinois.14.65","Illinois",2020-05-05,1
"Illinois.14.66","Illinois",2020-05-06,1
"Illinois.14.67","Illinois",2020-05-07,1
"Illinois.14.68","Illinois",2020-05-08,1
"Illinois.14.69","Illinois",2020-05-09,1
"Illinois.14.70","Illinois",2020-05-10,1
"Illinois.14.71","Illinois",2020-05-11,1
"Illinois.14.72","Illinois",2020-05-12,1
"Illinois.14.73","Illinois",2020-05-13,1
"Illinois.14.74","Illinois",2020-05-14,1
"Illinois.14.75","Illinois",2020-05-15,1
"Illinois.14.76","Illinois",2020-05-16,1
"Illinois.14.77","Illinois",2020-05-17,1
"Illinois.14.78","Illinois",2020-05-18,1
"Illinois.14.79","Illinois",2020-05-19,1
"Illinois.14.80","Illinois",2020-05-20,1
"Illinois.14.81","Illinois",2020-05-21,1
"Illinois.14.82","Illinois",2020-05-22,1
"Illinois.14.83","Illinois",2020-05-23,1
"Illinois.14.84","Illinois",2020-05-24,1
"Illinois.14.85","Illinois",2020-05-25,1
"Illinois.14.86","Illinois",2020-05-26,1
"Illinois.14.87","Illinois",2020-05-27,1
"Illinois.14.88","Illinois",2020-05-28,1
"Illinois.14.89","Illinois",2020-05-29,1
"Illinois.14.90","Illinois",2020-05-30,0
"Illinois.14.91","Illinois",2020-05-31,0
"Illinois.14.92","Illinois",2020-06-01,0
"Illinois.14.93","Illinois",2020-06-02,0
"Illinois.14.94","Illinois",2020-06-03,0
"Illinois.14.95","Illinois",2020-06-04,0
"Illinois.14.96","Illinois",2020-06-05,0
"Illinois.14.97","Illinois",2020-06-06,0
"Illinois.14.98","Illinois",2020-06-07,0
"Illinois.14.99","Illinois",2020-06-08,0
"Illinois.14.100","Illinois",2020-06-09,0
"Illinois.14.101","Illinois",2020-06-10,0
"Indiana.15","Indiana",2020-03-01,0
"Indiana.15.1","Indiana",2020-03-02,0
"Indiana.15.2","Indiana",2020-03-03,0
"Indiana.15.3","Indiana",2020-03-04,0
"Indiana.15.4","Indiana",2020-03-05,0
"Indiana.15.5","Indiana",2020-03-06,0
"Indiana.15.6","Indiana",2020-03-07,0
"Indiana.15.7","Indiana",2020-03-08,0
"Indiana.15.8","Indiana",2020-03-09,0
"Indiana.15.9","Indiana",2020-03-10,0
"Indiana.15.10","Indiana",2020-03-11,0
"Indiana.15.11","Indiana",2020-03-12,0
"Indiana.15.12","Indiana",2020-03-13,0
"Indiana.15.13","Indiana",2020-03-14,0
"Indiana.15.14","Indiana",2020-03-15,0
"Indiana.15.15","Indiana",2020-03-16,0
"Indiana.15.16","Indiana",2020-03-17,0
"Indiana.15.17","Indiana",2020-03-18,0
"Indiana.15.18","Indiana",2020-03-19,0
"Indiana.15.19","Indiana",2020-03-20,0
"Indiana.15.20","Indiana",2020-03-21,0
"Indiana.15.21","Indiana",2020-03-22,0
"Indiana.15.22","Indiana",2020-03-23,0
"Indiana.15.23","Indiana",2020-03-24,1
"Indiana.15.24","Indiana",2020-03-25,1
"Indiana.15.25","Indiana",2020-03-26,1
"Indiana.15.26","Indiana",2020-03-27,1
"Indiana.15.27","Indiana",2020-03-28,1
"Indiana.15.28","Indiana",2020-03-29,1
"Indiana.15.29","Indiana",2020-03-30,1
"Indiana.15.30","Indiana",2020-03-31,1
"Indiana.15.31","Indiana",2020-04-01,1
"Indiana.15.32","Indiana",2020-04-02,1
"Indiana.15.33","Indiana",2020-04-03,1
"Indiana.15.34","Indiana",2020-04-04,1
"Indiana.15.35","Indiana",2020-04-05,1
"Indiana.15.36","Indiana",2020-04-06,1
"Indiana.15.37","Indiana",2020-04-07,1
"Indiana.15.38","Indiana",2020-04-08,1
"Indiana.15.39","Indiana",2020-04-09,1
"Indiana.15.40","Indiana",2020-04-10,1
"Indiana.15.41","Indiana",2020-04-11,1
"Indiana.15.42","Indiana",2020-04-12,1
"Indiana.15.43","Indiana",2020-04-13,1
"Indiana.15.44","Indiana",2020-04-14,1
"Indiana.15.45","Indiana",2020-04-15,1
"Indiana.15.46","Indiana",2020-04-16,1
"Indiana.15.47","Indiana",2020-04-17,1
"Indiana.15.48","Indiana",2020-04-18,1
"Indiana.15.49","Indiana",2020-04-19,1
"Indiana.15.50","Indiana",2020-04-20,1
"Indiana.15.51","Indiana",2020-04-21,1
"Indiana.15.52","Indiana",2020-04-22,1
"Indiana.15.53","Indiana",2020-04-23,1
"Indiana.15.54","Indiana",2020-04-24,1
"Indiana.15.55","Indiana",2020-04-25,1
"Indiana.15.56","Indiana",2020-04-26,1
"Indiana.15.57","Indiana",2020-04-27,1
"Indiana.15.58","Indiana",2020-04-28,1
"Indiana.15.59","Indiana",2020-04-29,1
"Indiana.15.60","Indiana",2020-04-30,1
"Indiana.15.61","Indiana",2020-05-01,1
"Indiana.15.62","Indiana",2020-05-02,1
"Indiana.15.63","Indiana",2020-05-03,1
"Indiana.15.64","Indiana",2020-05-04,1
"Indiana.15.65","Indiana",2020-05-05,0
"Indiana.15.66","Indiana",2020-05-06,0
"Indiana.15.67","Indiana",2020-05-07,0
"Indiana.15.68","Indiana",2020-05-08,0
"Indiana.15.69","Indiana",2020-05-09,0
"Indiana.15.70","Indiana",2020-05-10,0
"Indiana.15.71","Indiana",2020-05-11,0
"Indiana.15.72","Indiana",2020-05-12,0
"Indiana.15.73","Indiana",2020-05-13,0
"Indiana.15.74","Indiana",2020-05-14,0
"Indiana.15.75","Indiana",2020-05-15,0
"Indiana.15.76","Indiana",2020-05-16,0
"Indiana.15.77","Indiana",2020-05-17,0
"Indiana.15.78","Indiana",2020-05-18,0
"Indiana.15.79","Indiana",2020-05-19,0
"Indiana.15.80","Indiana",2020-05-20,0
"Indiana.15.81","Indiana",2020-05-21,0
"Indiana.15.82","Indiana",2020-05-22,0
"Indiana.15.83","Indiana",2020-05-23,0
"Indiana.15.84","Indiana",2020-05-24,0
"Indiana.15.85","Indiana",2020-05-25,0
"Indiana.15.86","Indiana",2020-05-26,0
"Indiana.15.87","Indiana",2020-05-27,0
"Indiana.15.88","Indiana",2020-05-28,0
"Indiana.15.89","Indiana",2020-05-29,0
"Indiana.15.90","Indiana",2020-05-30,0
"Indiana.15.91","Indiana",2020-05-31,0
"Indiana.15.92","Indiana",2020-06-01,0
"Indiana.15.93","Indiana",2020-06-02,0
"Indiana.15.94","Indiana",2020-06-03,0
"Indiana.15.95","Indiana",2020-06-04,0
"Indiana.15.96","Indiana",2020-06-05,0
"Indiana.15.97","Indiana",2020-06-06,0
"Indiana.15.98","Indiana",2020-06-07,0
"Indiana.15.99","Indiana",2020-06-08,0
"Indiana.15.100","Indiana",2020-06-09,0
"Indiana.15.101","Indiana",2020-06-10,0
"Iowa.16","Iowa",2020-03-01,0
"Iowa.16.1","Iowa",2020-03-02,0
"Iowa.16.2","Iowa",2020-03-03,0
"Iowa.16.3","Iowa",2020-03-04,0
"Iowa.16.4","Iowa",2020-03-05,0
"Iowa.16.5","Iowa",2020-03-06,0
"Iowa.16.6","Iowa",2020-03-07,0
"Iowa.16.7","Iowa",2020-03-08,0
"Iowa.16.8","Iowa",2020-03-09,0
"Iowa.16.9","Iowa",2020-03-10,0
"Iowa.16.10","Iowa",2020-03-11,0
"Iowa.16.11","Iowa",2020-03-12,0
"Iowa.16.12","Iowa",2020-03-13,0
"Iowa.16.13","Iowa",2020-03-14,0
"Iowa.16.14","Iowa",2020-03-15,0
"Iowa.16.15","Iowa",2020-03-16,0
"Iowa.16.16","Iowa",2020-03-17,0
"Iowa.16.17","Iowa",2020-03-18,0
"Iowa.16.18","Iowa",2020-03-19,0
"Iowa.16.19","Iowa",2020-03-20,0
"Iowa.16.20","Iowa",2020-03-21,0
"Iowa.16.21","Iowa",2020-03-22,0
"Iowa.16.22","Iowa",2020-03-23,0
"Iowa.16.23","Iowa",2020-03-24,0
"Iowa.16.24","Iowa",2020-03-25,0
"Iowa.16.25","Iowa",2020-03-26,0
"Iowa.16.26","Iowa",2020-03-27,0
"Iowa.16.27","Iowa",2020-03-28,0
"Iowa.16.28","Iowa",2020-03-29,0
"Iowa.16.29","Iowa",2020-03-30,0
"Iowa.16.30","Iowa",2020-03-31,0
"Iowa.16.31","Iowa",2020-04-01,0
"Iowa.16.32","Iowa",2020-04-02,0
"Iowa.16.33","Iowa",2020-04-03,0
"Iowa.16.34","Iowa",2020-04-04,0
"Iowa.16.35","Iowa",2020-04-05,0
"Iowa.16.36","Iowa",2020-04-06,0
"Iowa.16.37","Iowa",2020-04-07,0
"Iowa.16.38","Iowa",2020-04-08,0
"Iowa.16.39","Iowa",2020-04-09,0
"Iowa.16.40","Iowa",2020-04-10,0
"Iowa.16.41","Iowa",2020-04-11,0
"Iowa.16.42","Iowa",2020-04-12,0
"Iowa.16.43","Iowa",2020-04-13,0
"Iowa.16.44","Iowa",2020-04-14,0
"Iowa.16.45","Iowa",2020-04-15,0
"Iowa.16.46","Iowa",2020-04-16,0
"Iowa.16.47","Iowa",2020-04-17,0
"Iowa.16.48","Iowa",2020-04-18,0
"Iowa.16.49","Iowa",2020-04-19,0
"Iowa.16.50","Iowa",2020-04-20,0
"Iowa.16.51","Iowa",2020-04-21,0
"Iowa.16.52","Iowa",2020-04-22,0
"Iowa.16.53","Iowa",2020-04-23,0
"Iowa.16.54","Iowa",2020-04-24,0
"Iowa.16.55","Iowa",2020-04-25,0
"Iowa.16.56","Iowa",2020-04-26,0
"Iowa.16.57","Iowa",2020-04-27,0
"Iowa.16.58","Iowa",2020-04-28,0
"Iowa.16.59","Iowa",2020-04-29,0
"Iowa.16.60","Iowa",2020-04-30,0
"Iowa.16.61","Iowa",2020-05-01,0
"Iowa.16.62","Iowa",2020-05-02,0
"Iowa.16.63","Iowa",2020-05-03,0
"Iowa.16.64","Iowa",2020-05-04,0
"Iowa.16.65","Iowa",2020-05-05,0
"Iowa.16.66","Iowa",2020-05-06,0
"Iowa.16.67","Iowa",2020-05-07,0
"Iowa.16.68","Iowa",2020-05-08,0
"Iowa.16.69","Iowa",2020-05-09,0
"Iowa.16.70","Iowa",2020-05-10,0
"Iowa.16.71","Iowa",2020-05-11,0
"Iowa.16.72","Iowa",2020-05-12,0
"Iowa.16.73","Iowa",2020-05-13,0
"Iowa.16.74","Iowa",2020-05-14,0
"Iowa.16.75","Iowa",2020-05-15,0
"Iowa.16.76","Iowa",2020-05-16,0
"Iowa.16.77","Iowa",2020-05-17,0
"Iowa.16.78","Iowa",2020-05-18,0
"Iowa.16.79","Iowa",2020-05-19,0
"Iowa.16.80","Iowa",2020-05-20,0
"Iowa.16.81","Iowa",2020-05-21,0
"Iowa.16.82","Iowa",2020-05-22,0
"Iowa.16.83","Iowa",2020-05-23,0
"Iowa.16.84","Iowa",2020-05-24,0
"Iowa.16.85","Iowa",2020-05-25,0
"Iowa.16.86","Iowa",2020-05-26,0
"Iowa.16.87","Iowa",2020-05-27,0
"Iowa.16.88","Iowa",2020-05-28,0
"Iowa.16.89","Iowa",2020-05-29,0
"Iowa.16.90","Iowa",2020-05-30,0
"Iowa.16.91","Iowa",2020-05-31,0
"Iowa.16.92","Iowa",2020-06-01,0
"Iowa.16.93","Iowa",2020-06-02,0
"Iowa.16.94","Iowa",2020-06-03,0
"Iowa.16.95","Iowa",2020-06-04,0
"Iowa.16.96","Iowa",2020-06-05,0
"Iowa.16.97","Iowa",2020-06-06,0
"Iowa.16.98","Iowa",2020-06-07,0
"Iowa.16.99","Iowa",2020-06-08,0
"Iowa.16.100","Iowa",2020-06-09,0
"Iowa.16.101","Iowa",2020-06-10,0
"Kansas.17","Kansas",2020-03-01,0
"Kansas.17.1","Kansas",2020-03-02,0
"Kansas.17.2","Kansas",2020-03-03,0
"Kansas.17.3","Kansas",2020-03-04,0
"Kansas.17.4","Kansas",2020-03-05,0
"Kansas.17.5","Kansas",2020-03-06,0
"Kansas.17.6","Kansas",2020-03-07,0
"Kansas.17.7","Kansas",2020-03-08,0
"Kansas.17.8","Kansas",2020-03-09,0
"Kansas.17.9","Kansas",2020-03-10,0
"Kansas.17.10","Kansas",2020-03-11,0
"Kansas.17.11","Kansas",2020-03-12,0
"Kansas.17.12","Kansas",2020-03-13,0
"Kansas.17.13","Kansas",2020-03-14,0
"Kansas.17.14","Kansas",2020-03-15,0
"Kansas.17.15","Kansas",2020-03-16,0
"Kansas.17.16","Kansas",2020-03-17,0
"Kansas.17.17","Kansas",2020-03-18,0
"Kansas.17.18","Kansas",2020-03-19,0
"Kansas.17.19","Kansas",2020-03-20,0
"Kansas.17.20","Kansas",2020-03-21,0
"Kansas.17.21","Kansas",2020-03-22,0
"Kansas.17.22","Kansas",2020-03-23,0
"Kansas.17.23","Kansas",2020-03-24,0
"Kansas.17.24","Kansas",2020-03-25,0
"Kansas.17.25","Kansas",2020-03-26,0
"Kansas.17.26","Kansas",2020-03-27,0
"Kansas.17.27","Kansas",2020-03-28,0
"Kansas.17.28","Kansas",2020-03-29,0
"Kansas.17.29","Kansas",2020-03-30,1
"Kansas.17.30","Kansas",2020-03-31,1
"Kansas.17.31","Kansas",2020-04-01,1
"Kansas.17.32","Kansas",2020-04-02,1
"Kansas.17.33","Kansas",2020-04-03,1
"Kansas.17.34","Kansas",2020-04-04,1
"Kansas.17.35","Kansas",2020-04-05,1
"Kansas.17.36","Kansas",2020-04-06,1
"Kansas.17.37","Kansas",2020-04-07,1
"Kansas.17.38","Kansas",2020-04-08,1
"Kansas.17.39","Kansas",2020-04-09,1
"Kansas.17.40","Kansas",2020-04-10,1
"Kansas.17.41","Kansas",2020-04-11,1
"Kansas.17.42","Kansas",2020-04-12,1
"Kansas.17.43","Kansas",2020-04-13,1
"Kansas.17.44","Kansas",2020-04-14,1
"Kansas.17.45","Kansas",2020-04-15,1
"Kansas.17.46","Kansas",2020-04-16,1
"Kansas.17.47","Kansas",2020-04-17,1
"Kansas.17.48","Kansas",2020-04-18,1
"Kansas.17.49","Kansas",2020-04-19,1
"Kansas.17.50","Kansas",2020-04-20,1
"Kansas.17.51","Kansas",2020-04-21,1
"Kansas.17.52","Kansas",2020-04-22,1
"Kansas.17.53","Kansas",2020-04-23,1
"Kansas.17.54","Kansas",2020-04-24,1
"Kansas.17.55","Kansas",2020-04-25,1
"Kansas.17.56","Kansas",2020-04-26,1
"Kansas.17.57","Kansas",2020-04-27,1
"Kansas.17.58","Kansas",2020-04-28,1
"Kansas.17.59","Kansas",2020-04-29,1
"Kansas.17.60","Kansas",2020-04-30,1
"Kansas.17.61","Kansas",2020-05-01,1
"Kansas.17.62","Kansas",2020-05-02,1
"Kansas.17.63","Kansas",2020-05-03,1
"Kansas.17.64","Kansas",2020-05-04,0
"Kansas.17.65","Kansas",2020-05-05,0
"Kansas.17.66","Kansas",2020-05-06,0
"Kansas.17.67","Kansas",2020-05-07,0
"Kansas.17.68","Kansas",2020-05-08,0
"Kansas.17.69","Kansas",2020-05-09,0
"Kansas.17.70","Kansas",2020-05-10,0
"Kansas.17.71","Kansas",2020-05-11,0
"Kansas.17.72","Kansas",2020-05-12,0
"Kansas.17.73","Kansas",2020-05-13,0
"Kansas.17.74","Kansas",2020-05-14,0
"Kansas.17.75","Kansas",2020-05-15,0
"Kansas.17.76","Kansas",2020-05-16,0
"Kansas.17.77","Kansas",2020-05-17,0
"Kansas.17.78","Kansas",2020-05-18,0
"Kansas.17.79","Kansas",2020-05-19,0
"Kansas.17.80","Kansas",2020-05-20,0
"Kansas.17.81","Kansas",2020-05-21,0
"Kansas.17.82","Kansas",2020-05-22,0
"Kansas.17.83","Kansas",2020-05-23,0
"Kansas.17.84","Kansas",2020-05-24,0
"Kansas.17.85","Kansas",2020-05-25,0
"Kansas.17.86","Kansas",2020-05-26,0
"Kansas.17.87","Kansas",2020-05-27,0
"Kansas.17.88","Kansas",2020-05-28,0
"Kansas.17.89","Kansas",2020-05-29,0
"Kansas.17.90","Kansas",2020-05-30,0
"Kansas.17.91","Kansas",2020-05-31,0
"Kansas.17.92","Kansas",2020-06-01,0
"Kansas.17.93","Kansas",2020-06-02,0
"Kansas.17.94","Kansas",2020-06-03,0
"Kansas.17.95","Kansas",2020-06-04,0
"Kansas.17.96","Kansas",2020-06-05,0
"Kansas.17.97","Kansas",2020-06-06,0
"Kansas.17.98","Kansas",2020-06-07,0
"Kansas.17.99","Kansas",2020-06-08,0
"Kansas.17.100","Kansas",2020-06-09,0
"Kansas.17.101","Kansas",2020-06-10,0
"Kentucky.18","Kentucky",2020-03-01,0
"Kentucky.18.1","Kentucky",2020-03-02,0
"Kentucky.18.2","Kentucky",2020-03-03,0
"Kentucky.18.3","Kentucky",2020-03-04,0
