"","state","date","stayathome"
"Pennsylvania.39.77","Pennsylvania",2020-05-17,1
"Pennsylvania.39.78","Pennsylvania",2020-05-18,1
"Pennsylvania.39.79","Pennsylvania",2020-05-19,1
"Pennsylvania.39.80","Pennsylvania",2020-05-20,1
"Pennsylvania.39.81","Pennsylvania",2020-05-21,1
"Pennsylvania.39.82","Pennsylvania",2020-05-22,1
"Pennsylvania.39.83","Pennsylvania",2020-05-23,1
"Pennsylvania.39.84","Pennsylvania",2020-05-24,1
"Pennsylvania.39.85","Pennsylvania",2020-05-25,1
"Pennsylvania.39.86","Pennsylvania",2020-05-26,1
"Pennsylvania.39.87","Pennsylvania",2020-05-27,1
"Pennsylvania.39.88","Pennsylvania",2020-05-28,1
"Pennsylvania.39.89","Pennsylvania",2020-05-29,1
"Pennsylvania.39.90","Pennsylvania",2020-05-30,1
"Pennsylvania.39.91","Pennsylvania",2020-05-31,1
"Pennsylvania.39.92","Pennsylvania",2020-06-01,1
"Pennsylvania.39.93","Pennsylvania",2020-06-02,1
"Pennsylvania.39.94","Pennsylvania",2020-06-03,1
"Pennsylvania.39.95","Pennsylvania",2020-06-04,1
"Pennsylvania.39.96","Pennsylvania",2020-06-05,0
"Pennsylvania.39.97","Pennsylvania",2020-06-06,0
"Pennsylvania.39.98","Pennsylvania",2020-06-07,0
"Pennsylvania.39.99","Pennsylvania",2020-06-08,0
"Pennsylvania.39.100","Pennsylvania",2020-06-09,0
"Pennsylvania.39.101","Pennsylvania",2020-06-10,0
"Puerto Rico.40","Puerto Rico",2020-03-01,0
"Puerto Rico.40.1","Puerto Rico",2020-03-02,0
"Puerto Rico.40.2","Puerto Rico",2020-03-03,0
"Puerto Rico.40.3","Puerto Rico",2020-03-04,0
"Puerto Rico.40.4","Puerto Rico",2020-03-05,0
"Puerto Rico.40.5","Puerto Rico",2020-03-06,0
"Puerto Rico.40.6","Puerto Rico",2020-03-07,0
"Puerto Rico.40.7","Puerto Rico",2020-03-08,0
"Puerto Rico.40.8","Puerto Rico",2020-03-09,0
"Puerto Rico.40.9","Puerto Rico",2020-03-10,0
"Puerto Rico.40.10","Puerto Rico",2020-03-11,0
"Puerto Rico.40.11","Puerto Rico",2020-03-12,0
"Puerto Rico.40.12","Puerto Rico",2020-03-13,0
"Puerto Rico.40.13","Puerto Rico",2020-03-14,0
"Puerto Rico.40.14","Puerto Rico",2020-03-15,1
"Puerto Rico.40.15","Puerto Rico",2020-03-16,1
"Puerto Rico.40.16","Puerto Rico",2020-03-17,1
"Puerto Rico.40.17","Puerto Rico",2020-03-18,1
"Puerto Rico.40.18","Puerto Rico",2020-03-19,1
"Puerto Rico.40.19","Puerto Rico",2020-03-20,1
"Puerto Rico.40.20","Puerto Rico",2020-03-21,1
"Puerto Rico.40.21","Puerto Rico",2020-03-22,1
"Puerto Rico.40.22","Puerto Rico",2020-03-23,1
"Puerto Rico.40.23","Puerto Rico",2020-03-24,1
"Puerto Rico.40.24","Puerto Rico",2020-03-25,1
"Puerto Rico.40.25","Puerto Rico",2020-03-26,1
"Puerto Rico.40.26","Puerto Rico",2020-03-27,1
"Puerto Rico.40.27","Puerto Rico",2020-03-28,1
"Puerto Rico.40.28","Puerto Rico",2020-03-29,1
"Puerto Rico.40.29","Puerto Rico",2020-03-30,1
"Puerto Rico.40.30","Puerto Rico",2020-03-31,1
"Puerto Rico.40.31","Puerto Rico",2020-04-01,1
"Puerto Rico.40.32","Puerto Rico",2020-04-02,1
"Puerto Rico.40.33","Puerto Rico",2020-04-03,1
"Puerto Rico.40.34","Puerto Rico",2020-04-04,1
"Puerto Rico.40.35","Puerto Rico",2020-04-05,1
"Puerto Rico.40.36","Puerto Rico",2020-04-06,1
"Puerto Rico.40.37","Puerto Rico",2020-04-07,1
"Puerto Rico.40.38","Puerto Rico",2020-04-08,1
"Puerto Rico.40.39","Puerto Rico",2020-04-09,1
"Puerto Rico.40.40","Puerto Rico",2020-04-10,1
"Puerto Rico.40.41","Puerto Rico",2020-04-11,1
"Puerto Rico.40.42","Puerto Rico",2020-04-12,1
"Puerto Rico.40.43","Puerto Rico",2020-04-13,1
"Puerto Rico.40.44","Puerto Rico",2020-04-14,1
"Puerto Rico.40.45","Puerto Rico",2020-04-15,1
"Puerto Rico.40.46","Puerto Rico",2020-04-16,1
"Puerto Rico.40.47","Puerto Rico",2020-04-17,1
"Puerto Rico.40.48","Puerto Rico",2020-04-18,1
"Puerto Rico.40.49","Puerto Rico",2020-04-19,1
"Puerto Rico.40.50","Puerto Rico",2020-04-20,1
"Puerto Rico.40.51","Puerto Rico",2020-04-21,1
"Puerto Rico.40.52","Puerto Rico",2020-04-22,1
"Puerto Rico.40.53","Puerto Rico",2020-04-23,1
"Puerto Rico.40.54","Puerto Rico",2020-04-24,1
"Puerto Rico.40.55","Puerto Rico",2020-04-25,1
"Puerto Rico.40.56","Puerto Rico",2020-04-26,1
"Puerto Rico.40.57","Puerto Rico",2020-04-27,1
"Puerto Rico.40.58","Puerto Rico",2020-04-28,1
"Puerto Rico.40.59","Puerto Rico",2020-04-29,1
"Puerto Rico.40.60","Puerto Rico",2020-04-30,1
"Puerto Rico.40.61","Puerto Rico",2020-05-01,1
"Puerto Rico.40.62","Puerto Rico",2020-05-02,1
"Puerto Rico.40.63","Puerto Rico",2020-05-03,1
"Puerto Rico.40.64","Puerto Rico",2020-05-04,1
"Puerto Rico.40.65","Puerto Rico",2020-05-05,1
"Puerto Rico.40.66","Puerto Rico",2020-05-06,1
"Puerto Rico.40.67","Puerto Rico",2020-05-07,1
"Puerto Rico.40.68","Puerto Rico",2020-05-08,1
"Puerto Rico.40.69","Puerto Rico",2020-05-09,1
"Puerto Rico.40.70","Puerto Rico",2020-05-10,1
"Puerto Rico.40.71","Puerto Rico",2020-05-11,1
"Puerto Rico.40.72","Puerto Rico",2020-05-12,1
"Puerto Rico.40.73","Puerto Rico",2020-05-13,1
"Puerto Rico.40.74","Puerto Rico",2020-05-14,1
"Puerto Rico.40.75","Puerto Rico",2020-05-15,1
"Puerto Rico.40.76","Puerto Rico",2020-05-16,1
"Puerto Rico.40.77","Puerto Rico",2020-05-17,1
"Puerto Rico.40.78","Puerto Rico",2020-05-18,1
"Puerto Rico.40.79","Puerto Rico",2020-05-19,1
"Puerto Rico.40.80","Puerto Rico",2020-05-20,1
"Puerto Rico.40.81","Puerto Rico",2020-05-21,1
"Puerto Rico.40.82","Puerto Rico",2020-05-22,1
"Puerto Rico.40.83","Puerto Rico",2020-05-23,1
"Puerto Rico.40.84","Puerto Rico",2020-05-24,1
"Puerto Rico.40.85","Puerto Rico",2020-05-25,1
"Puerto Rico.40.86","Puerto Rico",2020-05-26,1
"Puerto Rico.40.87","Puerto Rico",2020-05-27,1
"Puerto Rico.40.88","Puerto Rico",2020-05-28,1
"Puerto Rico.40.89","Puerto Rico",2020-05-29,1
"Puerto Rico.40.90","Puerto Rico",2020-05-30,1
"Puerto Rico.40.91","Puerto Rico",2020-05-31,1
"Puerto Rico.40.92","Puerto Rico",2020-06-01,1
"Puerto Rico.40.93","Puerto Rico",2020-06-02,1
"Puerto Rico.40.94","Puerto Rico",2020-06-03,1
"Puerto Rico.40.95","Puerto Rico",2020-06-04,1
"Puerto Rico.40.96","Puerto Rico",2020-06-05,1
"Puerto Rico.40.97","Puerto Rico",2020-06-06,1
"Puerto Rico.40.98","Puerto Rico",2020-06-07,1
"Puerto Rico.40.99","Puerto Rico",2020-06-08,1
"Puerto Rico.40.100","Puerto Rico",2020-06-09,1
"Puerto Rico.40.101","Puerto Rico",2020-06-10,1
"Rhode Island.41","Rhode Island",2020-03-01,0
"Rhode Island.41.1","Rhode Island",2020-03-02,0
"Rhode Island.41.2","Rhode Island",2020-03-03,0
"Rhode Island.41.3","Rhode Island",2020-03-04,0
"Rhode Island.41.4","Rhode Island",2020-03-05,0
"Rhode Island.41.5","Rhode Island",2020-03-06,0
"Rhode Island.41.6","Rhode Island",2020-03-07,0
"Rhode Island.41.7","Rhode Island",2020-03-08,0
"Rhode Island.41.8","Rhode Island",2020-03-09,0
"Rhode Island.41.9","Rhode Island",2020-03-10,0
"Rhode Island.41.10","Rhode Island",2020-03-11,0
"Rhode Island.41.11","Rhode Island",2020-03-12,0
"Rhode Island.41.12","Rhode Island",2020-03-13,0
"Rhode Island.41.13","Rhode Island",2020-03-14,0
"Rhode Island.41.14","Rhode Island",2020-03-15,0
"Rhode Island.41.15","Rhode Island",2020-03-16,0
"Rhode Island.41.16","Rhode Island",2020-03-17,0
"Rhode Island.41.17","Rhode Island",2020-03-18,0
"Rhode Island.41.18","Rhode Island",2020-03-19,0
"Rhode Island.41.19","Rhode Island",2020-03-20,0
"Rhode Island.41.20","Rhode Island",2020-03-21,0
"Rhode Island.41.21","Rhode Island",2020-03-22,0
"Rhode Island.41.22","Rhode Island",2020-03-23,0
"Rhode Island.41.23","Rhode Island",2020-03-24,0
"Rhode Island.41.24","Rhode Island",2020-03-25,0
"Rhode Island.41.25","Rhode Island",2020-03-26,0
"Rhode Island.41.26","Rhode Island",2020-03-27,0
"Rhode Island.41.27","Rhode Island",2020-03-28,1
"Rhode Island.41.28","Rhode Island",2020-03-29,1
"Rhode Island.41.29","Rhode Island",2020-03-30,1
"Rhode Island.41.30","Rhode Island",2020-03-31,1
"Rhode Island.41.31","Rhode Island",2020-04-01,1
"Rhode Island.41.32","Rhode Island",2020-04-02,1
"Rhode Island.41.33","Rhode Island",2020-04-03,1
"Rhode Island.41.34","Rhode Island",2020-04-04,1
"Rhode Island.41.35","Rhode Island",2020-04-05,1
"Rhode Island.41.36","Rhode Island",2020-04-06,1
"Rhode Island.41.37","Rhode Island",2020-04-07,1
"Rhode Island.41.38","Rhode Island",2020-04-08,1
"Rhode Island.41.39","Rhode Island",2020-04-09,1
"Rhode Island.41.40","Rhode Island",2020-04-10,1
"Rhode Island.41.41","Rhode Island",2020-04-11,1
"Rhode Island.41.42","Rhode Island",2020-04-12,1
"Rhode Island.41.43","Rhode Island",2020-04-13,1
"Rhode Island.41.44","Rhode Island",2020-04-14,1
"Rhode Island.41.45","Rhode Island",2020-04-15,1
"Rhode Island.41.46","Rhode Island",2020-04-16,1
"Rhode Island.41.47","Rhode Island",2020-04-17,1
"Rhode Island.41.48","Rhode Island",2020-04-18,1
"Rhode Island.41.49","Rhode Island",2020-04-19,1
"Rhode Island.41.50","Rhode Island",2020-04-20,1
"Rhode Island.41.51","Rhode Island",2020-04-21,1
"Rhode Island.41.52","Rhode Island",2020-04-22,1
"Rhode Island.41.53","Rhode Island",2020-04-23,1
"Rhode Island.41.54","Rhode Island",2020-04-24,1
"Rhode Island.41.55","Rhode Island",2020-04-25,1
"Rhode Island.41.56","Rhode Island",2020-04-26,1
"Rhode Island.41.57","Rhode Island",2020-04-27,1
"Rhode Island.41.58","Rhode Island",2020-04-28,1
"Rhode Island.41.59","Rhode Island",2020-04-29,1
"Rhode Island.41.60","Rhode Island",2020-04-30,1
"Rhode Island.41.61","Rhode Island",2020-05-01,1
"Rhode Island.41.62","Rhode Island",2020-05-02,1
"Rhode Island.41.63","Rhode Island",2020-05-03,1
"Rhode Island.41.64","Rhode Island",2020-05-04,1
"Rhode Island.41.65","Rhode Island",2020-05-05,1
"Rhode Island.41.66","Rhode Island",2020-05-06,1
"Rhode Island.41.67","Rhode Island",2020-05-07,1
"Rhode Island.41.68","Rhode Island",2020-05-08,1
"Rhode Island.41.69","Rhode Island",2020-05-09,0
"Rhode Island.41.70","Rhode Island",2020-05-10,0
"Rhode Island.41.71","Rhode Island",2020-05-11,0
"Rhode Island.41.72","Rhode Island",2020-05-12,0
"Rhode Island.41.73","Rhode Island",2020-05-13,0
"Rhode Island.41.74","Rhode Island",2020-05-14,0
"Rhode Island.41.75","Rhode Island",2020-05-15,0
"Rhode Island.41.76","Rhode Island",2020-05-16,0
"Rhode Island.41.77","Rhode Island",2020-05-17,0
"Rhode Island.41.78","Rhode Island",2020-05-18,0
"Rhode Island.41.79","Rhode Island",2020-05-19,0
"Rhode Island.41.80","Rhode Island",2020-05-20,0
"Rhode Island.41.81","Rhode Island",2020-05-21,0
"Rhode Island.41.82","Rhode Island",2020-05-22,0
"Rhode Island.41.83","Rhode Island",2020-05-23,0
"Rhode Island.41.84","Rhode Island",2020-05-24,0
"Rhode Island.41.85","Rhode Island",2020-05-25,0
"Rhode Island.41.86","Rhode Island",2020-05-26,0
"Rhode Island.41.87","Rhode Island",2020-05-27,0
"Rhode Island.41.88","Rhode Island",2020-05-28,0
"Rhode Island.41.89","Rhode Island",2020-05-29,0
"Rhode Island.41.90","Rhode Island",2020-05-30,0
"Rhode Island.41.91","Rhode Island",2020-05-31,0
"Rhode Island.41.92","Rhode Island",2020-06-01,0
"Rhode Island.41.93","Rhode Island",2020-06-02,0
"Rhode Island.41.94","Rhode Island",2020-06-03,0
"Rhode Island.41.95","Rhode Island",2020-06-04,0
"Rhode Island.41.96","Rhode Island",2020-06-05,0
"Rhode Island.41.97","Rhode Island",2020-06-06,0
"Rhode Island.41.98","Rhode Island",2020-06-07,0
"Rhode Island.41.99","Rhode Island",2020-06-08,0
"Rhode Island.41.100","Rhode Island",2020-06-09,0
"Rhode Island.41.101","Rhode Island",2020-06-10,0
"South Carolina.42","South Carolina",2020-03-01,0
"South Carolina.42.1","South Carolina",2020-03-02,0
"South Carolina.42.2","South Carolina",2020-03-03,0
"South Carolina.42.3","South Carolina",2020-03-04,0
"South Carolina.42.4","South Carolina",2020-03-05,0
"South Carolina.42.5","South Carolina",2020-03-06,0
"South Carolina.42.6","South Carolina",2020-03-07,0
"South Carolina.42.7","South Carolina",2020-03-08,0
"South Carolina.42.8","South Carolina",2020-03-09,0
"South Carolina.42.9","South Carolina",2020-03-10,0
"South Carolina.42.10","South Carolina",2020-03-11,0
"South Carolina.42.11","South Carolina",2020-03-12,0
"South Carolina.42.12","South Carolina",2020-03-13,0
"South Carolina.42.13","South Carolina",2020-03-14,0
"South Carolina.42.14","South Carolina",2020-03-15,0
"South Carolina.42.15","South Carolina",2020-03-16,0
"South Carolina.42.16","South Carolina",2020-03-17,0
"South Carolina.42.17","South Carolina",2020-03-18,0
"South Carolina.42.18","South Carolina",2020-03-19,0
"South Carolina.42.19","South Carolina",2020-03-20,0
"South Carolina.42.20","South Carolina",2020-03-21,0
"South Carolina.42.21","South Carolina",2020-03-22,0
"South Carolina.42.22","South Carolina",2020-03-23,0
"South Carolina.42.23","South Carolina",2020-03-24,0
"South Carolina.42.24","South Carolina",2020-03-25,0
"South Carolina.42.25","South Carolina",2020-03-26,0
"South Carolina.42.26","South Carolina",2020-03-27,0
"South Carolina.42.27","South Carolina",2020-03-28,0
"South Carolina.42.28","South Carolina",2020-03-29,0
"South Carolina.42.29","South Carolina",2020-03-30,0
"South Carolina.42.30","South Carolina",2020-03-31,0
"South Carolina.42.31","South Carolina",2020-04-01,0
"South Carolina.42.32","South Carolina",2020-04-02,0
"South Carolina.42.33","South Carolina",2020-04-03,0
"South Carolina.42.34","South Carolina",2020-04-04,0
"South Carolina.42.35","South Carolina",2020-04-05,0
"South Carolina.42.36","South Carolina",2020-04-06,0
"South Carolina.42.37","South Carolina",2020-04-07,1
"South Carolina.42.38","South Carolina",2020-04-08,1
"South Carolina.42.39","South Carolina",2020-04-09,1
"South Carolina.42.40","South Carolina",2020-04-10,1
"South Carolina.42.41","South Carolina",2020-04-11,1
"South Carolina.42.42","South Carolina",2020-04-12,1
"South Carolina.42.43","South Carolina",2020-04-13,1
"South Carolina.42.44","South Carolina",2020-04-14,1
"South Carolina.42.45","South Carolina",2020-04-15,1
"South Carolina.42.46","South Carolina",2020-04-16,1
"South Carolina.42.47","South Carolina",2020-04-17,1
"South Carolina.42.48","South Carolina",2020-04-18,1
"South Carolina.42.49","South Carolina",2020-04-19,1
"South Carolina.42.50","South Carolina",2020-04-20,1
"South Carolina.42.51","South Carolina",2020-04-21,1
"South Carolina.42.52","South Carolina",2020-04-22,1
"South Carolina.42.53","South Carolina",2020-04-23,1
"South Carolina.42.54","South Carolina",2020-04-24,1
"South Carolina.42.55","South Carolina",2020-04-25,1
"South Carolina.42.56","South Carolina",2020-04-26,1
"South Carolina.42.57","South Carolina",2020-04-27,1
"South Carolina.42.58","South Carolina",2020-04-28,1
"South Carolina.42.59","South Carolina",2020-04-29,1
"South Carolina.42.60","South Carolina",2020-04-30,1
"South Carolina.42.61","South Carolina",2020-05-01,1
"South Carolina.42.62","South Carolina",2020-05-02,1
"South Carolina.42.63","South Carolina",2020-05-03,1
"South Carolina.42.64","South Carolina",2020-05-04,1
"South Carolina.42.65","South Carolina",2020-05-05,0
"South Carolina.42.66","South Carolina",2020-05-06,0
"South Carolina.42.67","South Carolina",2020-05-07,0
"South Carolina.42.68","South Carolina",2020-05-08,0
"South Carolina.42.69","South Carolina",2020-05-09,0
"South Carolina.42.70","South Carolina",2020-05-10,0
"South Carolina.42.71","South Carolina",2020-05-11,0
"South Carolina.42.72","South Carolina",2020-05-12,0
"South Carolina.42.73","South Carolina",2020-05-13,0
"South Carolina.42.74","South Carolina",2020-05-14,0
"South Carolina.42.75","South Carolina",2020-05-15,0
"South Carolina.42.76","South Carolina",2020-05-16,0
"South Carolina.42.77","South Carolina",2020-05-17,0
"South Carolina.42.78","South Carolina",2020-05-18,0
"South Carolina.42.79","South Carolina",2020-05-19,0
"South Carolina.42.80","South Carolina",2020-05-20,0
"South Carolina.42.81","South Carolina",2020-05-21,0
"South Carolina.42.82","South Carolina",2020-05-22,0
"South Carolina.42.83","South Carolina",2020-05-23,0
"South Carolina.42.84","South Carolina",2020-05-24,0
"South Carolina.42.85","South Carolina",2020-05-25,0
"South Carolina.42.86","South Carolina",2020-05-26,0
"South Carolina.42.87","South Carolina",2020-05-27,0
"South Carolina.42.88","South Carolina",2020-05-28,0
"South Carolina.42.89","South Carolina",2020-05-29,0
"South Carolina.42.90","South Carolina",2020-05-30,0
"South Carolina.42.91","South Carolina",2020-05-31,0
"South Carolina.42.92","South Carolina",2020-06-01,0
"South Carolina.42.93","South Carolina",2020-06-02,0
"South Carolina.42.94","South Carolina",2020-06-03,0
"South Carolina.42.95","South Carolina",2020-06-04,0
"South Carolina.42.96","South Carolina",2020-06-05,0
"South Carolina.42.97","South Carolina",2020-06-06,0
"South Carolina.42.98","South Carolina",2020-06-07,0
"South Carolina.42.99","South Carolina",2020-06-08,0
"South Carolina.42.100","South Carolina",2020-06-09,0
"South Carolina.42.101","South Carolina",2020-06-10,0
"South Dakota.43","South Dakota",2020-03-01,0
"South Dakota.43.1","South Dakota",2020-03-02,0
"South Dakota.43.2","South Dakota",2020-03-03,0
"South Dakota.43.3","South Dakota",2020-03-04,0
"South Dakota.43.4","South Dakota",2020-03-05,0
"South Dakota.43.5","South Dakota",2020-03-06,0
"South Dakota.43.6","South Dakota",2020-03-07,0
"South Dakota.43.7","South Dakota",2020-03-08,0
"South Dakota.43.8","South Dakota",2020-03-09,0
"South Dakota.43.9","South Dakota",2020-03-10,0
"South Dakota.43.10","South Dakota",2020-03-11,0
"South Dakota.43.11","South Dakota",2020-03-12,0
"South Dakota.43.12","South Dakota",2020-03-13,0
"South Dakota.43.13","South Dakota",2020-03-14,0
"South Dakota.43.14","South Dakota",2020-03-15,0
"South Dakota.43.15","South Dakota",2020-03-16,0
"South Dakota.43.16","South Dakota",2020-03-17,0
"South Dakota.43.17","South Dakota",2020-03-18,0
"South Dakota.43.18","South Dakota",2020-03-19,0
"South Dakota.43.19","South Dakota",2020-03-20,0
"South Dakota.43.20","South Dakota",2020-03-21,0
"South Dakota.43.21","South Dakota",2020-03-22,0
"South Dakota.43.22","South Dakota",2020-03-23,0
"South Dakota.43.23","South Dakota",2020-03-24,0
"South Dakota.43.24","South Dakota",2020-03-25,0
"South Dakota.43.25","South Dakota",2020-03-26,0
"South Dakota.43.26","South Dakota",2020-03-27,0
"South Dakota.43.27","South Dakota",2020-03-28,0
"South Dakota.43.28","South Dakota",2020-03-29,0
"South Dakota.43.29","South Dakota",2020-03-30,0
"South Dakota.43.30","South Dakota",2020-03-31,0
"South Dakota.43.31","South Dakota",2020-04-01,0
"South Dakota.43.32","South Dakota",2020-04-02,0
"South Dakota.43.33","South Dakota",2020-04-03,0
"South Dakota.43.34","South Dakota",2020-04-04,0
"South Dakota.43.35","South Dakota",2020-04-05,0
"South Dakota.43.36","South Dakota",2020-04-06,0
"South Dakota.43.37","South Dakota",2020-04-07,0
"South Dakota.43.38","South Dakota",2020-04-08,0
"South Dakota.43.39","South Dakota",2020-04-09,0
"South Dakota.43.40","South Dakota",2020-04-10,0
"South Dakota.43.41","South Dakota",2020-04-11,0
"South Dakota.43.42","South Dakota",2020-04-12,0
"South Dakota.43.43","South Dakota",2020-04-13,0
"South Dakota.43.44","South Dakota",2020-04-14,0
"South Dakota.43.45","South Dakota",2020-04-15,0
"South Dakota.43.46","South Dakota",2020-04-16,0
"South Dakota.43.47","South Dakota",2020-04-17,0
"South Dakota.43.48","South Dakota",2020-04-18,0
"South Dakota.43.49","South Dakota",2020-04-19,0
"South Dakota.43.50","South Dakota",2020-04-20,0
"South Dakota.43.51","South Dakota",2020-04-21,0
"South Dakota.43.52","South Dakota",2020-04-22,0
"South Dakota.43.53","South Dakota",2020-04-23,0
"South Dakota.43.54","South Dakota",2020-04-24,0
"South Dakota.43.55","South Dakota",2020-04-25,0
"South Dakota.43.56","South Dakota",2020-04-26,0
"South Dakota.43.57","South Dakota",2020-04-27,0
"South Dakota.43.58","South Dakota",2020-04-28,0
"South Dakota.43.59","South Dakota",2020-04-29,0
"South Dakota.43.60","South Dakota",2020-04-30,0
"South Dakota.43.61","South Dakota",2020-05-01,0
"South Dakota.43.62","South Dakota",2020-05-02,0
"South Dakota.43.63","South Dakota",2020-05-03,0
"South Dakota.43.64","South Dakota",2020-05-04,0
"South Dakota.43.65","South Dakota",2020-05-05,0
"South Dakota.43.66","South Dakota",2020-05-06,0
"South Dakota.43.67","South Dakota",2020-05-07,0
"South Dakota.43.68","South Dakota",2020-05-08,0
"South Dakota.43.69","South Dakota",2020-05-09,0
"South Dakota.43.70","South Dakota",2020-05-10,0
"South Dakota.43.71","South Dakota",2020-05-11,0
"South Dakota.43.72","South Dakota",2020-05-12,0
"South Dakota.43.73","South Dakota",2020-05-13,0
"South Dakota.43.74","South Dakota",2020-05-14,0
"South Dakota.43.75","South Dakota",2020-05-15,0
"South Dakota.43.76","South Dakota",2020-05-16,0
"South Dakota.43.77","South Dakota",2020-05-17,0
"South Dakota.43.78","South Dakota",2020-05-18,0
"South Dakota.43.79","South Dakota",2020-05-19,0
"South Dakota.43.80","South Dakota",2020-05-20,0
"South Dakota.43.81","South Dakota",2020-05-21,0
"South Dakota.43.82","South Dakota",2020-05-22,0
"South Dakota.43.83","South Dakota",2020-05-23,0
"South Dakota.43.84","South Dakota",2020-05-24,0
"South Dakota.43.85","South Dakota",2020-05-25,0
"South Dakota.43.86","South Dakota",2020-05-26,0
"South Dakota.43.87","South Dakota",2020-05-27,0
"South Dakota.43.88","South Dakota",2020-05-28,0
"South Dakota.43.89","South Dakota",2020-05-29,0
"South Dakota.43.90","South Dakota",2020-05-30,0
"South Dakota.43.91","South Dakota",2020-05-31,0
"South Dakota.43.92","South Dakota",2020-06-01,0
"South Dakota.43.93","South Dakota",2020-06-02,0
"South Dakota.43.94","South Dakota",2020-06-03,0
"South Dakota.43.95","South Dakota",2020-06-04,0
"South Dakota.43.96","South Dakota",2020-06-05,0
"South Dakota.43.97","South Dakota",2020-06-06,0
"South Dakota.43.98","South Dakota",2020-06-07,0
"South Dakota.43.99","South Dakota",2020-06-08,0
"South Dakota.43.100","South Dakota",2020-06-09,0
"South Dakota.43.101","South Dakota",2020-06-10,0
"Tennessee.44","Tennessee",2020-03-01,0
"Tennessee.44.1","Tennessee",2020-03-02,0
"Tennessee.44.2","Tennessee",2020-03-03,0
"Tennessee.44.3","Tennessee",2020-03-04,0
"Tennessee.44.4","Tennessee",2020-03-05,0
"Tennessee.44.5","Tennessee",2020-03-06,0
"Tennessee.44.6","Tennessee",2020-03-07,0
"Tennessee.44.7","Tennessee",2020-03-08,0
"Tennessee.44.8","Tennessee",2020-03-09,0
"Tennessee.44.9","Tennessee",2020-03-10,0
"Tennessee.44.10","Tennessee",2020-03-11,0
"Tennessee.44.11","Tennessee",2020-03-12,0
"Tennessee.44.12","Tennessee",2020-03-13,0
"Tennessee.44.13","Tennessee",2020-03-14,0
"Tennessee.44.14","Tennessee",2020-03-15,0
"Tennessee.44.15","Tennessee",2020-03-16,0
"Tennessee.44.16","Tennessee",2020-03-17,0
"Tennessee.44.17","Tennessee",2020-03-18,0
"Tennessee.44.18","Tennessee",2020-03-19,0
"Tennessee.44.19","Tennessee",2020-03-20,0
"Tennessee.44.20","Tennessee",2020-03-21,0
"Tennessee.44.21","Tennessee",2020-03-22,0
"Tennessee.44.22","Tennessee",2020-03-23,0
"Tennessee.44.23","Tennessee",2020-03-24,0
"Tennessee.44.24","Tennessee",2020-03-25,0
"Tennessee.44.25","Tennessee",2020-03-26,0
"Tennessee.44.26","Tennessee",2020-03-27,0
"Tennessee.44.27","Tennessee",2020-03-28,0
"Tennessee.44.28","Tennessee",2020-03-29,0
"Tennessee.44.29","Tennessee",2020-03-30,0
"Tennessee.44.30","Tennessee",2020-03-31,1
"Tennessee.44.31","Tennessee",2020-04-01,1
"Tennessee.44.32","Tennessee",2020-04-02,1
"Tennessee.44.33","Tennessee",2020-04-03,1
"Tennessee.44.34","Tennessee",2020-04-04,1
"Tennessee.44.35","Tennessee",2020-04-05,1
"Tennessee.44.36","Tennessee",2020-04-06,1
"Tennessee.44.37","Tennessee",2020-04-07,1
"Tennessee.44.38","Tennessee",2020-04-08,1
"Tennessee.44.39","Tennessee",2020-04-09,1
"Tennessee.44.40","Tennessee",2020-04-10,1
"Tennessee.44.41","Tennessee",2020-04-11,1
"Tennessee.44.42","Tennessee",2020-04-12,1
"Tennessee.44.43","Tennessee",2020-04-13,1
"Tennessee.44.44","Tennessee",2020-04-14,1
"Tennessee.44.45","Tennessee",2020-04-15,1
"Tennessee.44.46","Tennessee",2020-04-16,1
"Tennessee.44.47","Tennessee",2020-04-17,1
"Tennessee.44.48","Tennessee",2020-04-18,1
"Tennessee.44.49","Tennessee",2020-04-19,1
"Tennessee.44.50","Tennessee",2020-04-20,1
"Tennessee.44.51","Tennessee",2020-04-21,1
"Tennessee.44.52","Tennessee",2020-04-22,1
"Tennessee.44.53","Tennessee",2020-04-23,1
"Tennessee.44.54","Tennessee",2020-04-24,1
"Tennessee.44.55","Tennessee",2020-04-25,1
"Tennessee.44.56","Tennessee",2020-04-26,1
"Tennessee.44.57","Tennessee",2020-04-27,1
"Tennessee.44.58","Tennessee",2020-04-28,1
"Tennessee.44.59","Tennessee",2020-04-29,1
"Tennessee.44.60","Tennessee",2020-04-30,1
"Tennessee.44.61","Tennessee",2020-05-01,0
"Tennessee.44.62","Tennessee",2020-05-02,0
"Tennessee.44.63","Tennessee",2020-05-03,0
"Tennessee.44.64","Tennessee",2020-05-04,0
"Tennessee.44.65","Tennessee",2020-05-05,0
"Tennessee.44.66","Tennessee",2020-05-06,0
"Tennessee.44.67","Tennessee",2020-05-07,0
"Tennessee.44.68","Tennessee",2020-05-08,0
"Tennessee.44.69","Tennessee",2020-05-09,0
"Tennessee.44.70","Tennessee",2020-05-10,0
"Tennessee.44.71","Tennessee",2020-05-11,0
"Tennessee.44.72","Tennessee",2020-05-12,0
"Tennessee.44.73","Tennessee",2020-05-13,0
"Tennessee.44.74","Tennessee",2020-05-14,0
"Tennessee.44.75","Tennessee",2020-05-15,0
"Tennessee.44.76","Tennessee",2020-05-16,0
"Tennessee.44.77","Tennessee",2020-05-17,0
