"","week","date","state","weekly_death","cum_death"
"Minnesota.529",19,2020-05-05,"Minnesota",164,591
"Minnesota.530",20,2020-05-12,"Minnesota",149,740
"Minnesota.531",21,2020-05-19,"Minnesota",150,890
"Minnesota.532",22,2020-05-26,"Minnesota",18,908
"Mississippi.533",4,2020-01-21,"Mississippi",0,0
"Mississippi.534",5,2020-01-28,"Mississippi",0,0
"Mississippi.535",6,2020-02-04,"Mississippi",0,0
"Mississippi.536",7,2020-02-11,"Mississippi",0,0
"Mississippi.537",8,2020-02-18,"Mississippi",0,0
"Mississippi.538",9,2020-02-25,"Mississippi",0,0
"Mississippi.539",10,2020-03-03,"Mississippi",0,0
"Mississippi.540",11,2020-03-10,"Mississippi",0,0
"Mississippi.541",12,2020-03-17,"Mississippi",1,1
"Mississippi.542",13,2020-03-24,"Mississippi",15,16
"Mississippi.543",14,2020-03-31,"Mississippi",35,51
"Mississippi.544",15,2020-04-07,"Mississippi",47,98
"Mississippi.545",16,2020-04-14,"Mississippi",71,169
"Mississippi.546",17,2020-04-21,"Mississippi",60,229
"Mississippi.547",18,2020-04-28,"Mississippi",81,310
"Mississippi.548",19,2020-05-05,"Mississippi",125,435
"Mississippi.549",20,2020-05-12,"Mississippi",92,527
"Mississippi.550",21,2020-05-19,"Mississippi",108,635
"Mississippi.551",22,2020-05-26,"Mississippi",17,652
"Missouri.552",4,2020-01-21,"Missouri",0,0
"Missouri.553",5,2020-01-28,"Missouri",0,0
"Missouri.554",6,2020-02-04,"Missouri",0,0
"Missouri.555",7,2020-02-11,"Missouri",0,0
"Missouri.556",8,2020-02-18,"Missouri",0,0
"Missouri.557",9,2020-02-25,"Missouri",0,0
"Missouri.558",10,2020-03-03,"Missouri",0,0
"Missouri.559",11,2020-03-10,"Missouri",0,0
"Missouri.560",12,2020-03-17,"Missouri",4,4
"Missouri.561",13,2020-03-24,"Missouri",9,13
"Missouri.562",14,2020-03-31,"Missouri",34,47
"Missouri.563",15,2020-04-07,"Missouri",76,123
"Missouri.564",16,2020-04-14,"Missouri",77,200
"Missouri.565",17,2020-04-21,"Missouri",103,303
"Missouri.566",18,2020-04-28,"Missouri",83,386
"Missouri.567",19,2020-05-05,"Missouri",128,514
"Missouri.568",20,2020-05-12,"Missouri",97,611
"Missouri.569",21,2020-05-19,"Missouri",78,689
"Missouri.570",22,2020-05-26,"Missouri",4,693
"Montana.571",4,2020-01-21,"Montana",0,0
"Montana.572",5,2020-01-28,"Montana",0,0
"Montana.573",6,2020-02-04,"Montana",0,0
"Montana.574",7,2020-02-11,"Montana",0,0
"Montana.575",8,2020-02-18,"Montana",0,0
"Montana.576",9,2020-02-25,"Montana",0,0
"Montana.577",10,2020-03-03,"Montana",0,0
"Montana.578",11,2020-03-10,"Montana",0,0
"Montana.579",12,2020-03-17,"Montana",0,0
"Montana.580",13,2020-03-24,"Montana",5,5
"Montana.581",14,2020-03-31,"Montana",1,6
"Montana.582",15,2020-04-07,"Montana",1,7
"Montana.583",16,2020-04-14,"Montana",3,10
"Montana.584",17,2020-04-21,"Montana",4,14
"Montana.585",18,2020-04-28,"Montana",2,16
"Montana.586",19,2020-05-05,"Montana",0,16
"Montana.587",20,2020-05-12,"Montana",0,16
"Montana.588",21,2020-05-19,"Montana",0,16
"Montana.589",22,2020-05-26,"Montana",1,17
"Nebraska.590",4,2020-01-21,"Nebraska",0,0
"Nebraska.591",5,2020-01-28,"Nebraska",0,0
"Nebraska.592",6,2020-02-04,"Nebraska",0,0
"Nebraska.593",7,2020-02-11,"Nebraska",0,0
"Nebraska.594",8,2020-02-18,"Nebraska",0,0
"Nebraska.595",9,2020-02-25,"Nebraska",0,0
"Nebraska.596",10,2020-03-03,"Nebraska",0,0
"Nebraska.597",11,2020-03-10,"Nebraska",0,0
"Nebraska.598",12,2020-03-17,"Nebraska",0,0
"Nebraska.599",13,2020-03-24,"Nebraska",2,2
"Nebraska.600",14,2020-03-31,"Nebraska",7,9
"Nebraska.601",15,2020-04-07,"Nebraska",8,17
"Nebraska.602",16,2020-04-14,"Nebraska",16,33
"Nebraska.603",17,2020-04-21,"Nebraska",23,56
"Nebraska.604",18,2020-04-28,"Nebraska",22,78
"Nebraska.605",19,2020-05-05,"Nebraska",20,98
"Nebraska.606",20,2020-05-12,"Nebraska",25,123
"Nebraska.607",21,2020-05-19,"Nebraska",24,147
"Nebraska.608",22,2020-05-26,"Nebraska",0,147
"Nevada.609",4,2020-01-21,"Nevada",0,0
"Nevada.610",5,2020-01-28,"Nevada",0,0
"Nevada.611",6,2020-02-04,"Nevada",0,0
"Nevada.612",7,2020-02-11,"Nevada",0,0
"Nevada.613",8,2020-02-18,"Nevada",0,0
"Nevada.614",9,2020-02-25,"Nevada",0,0
"Nevada.615",10,2020-03-03,"Nevada",0,0
"Nevada.616",11,2020-03-10,"Nevada",1,1
"Nevada.617",12,2020-03-17,"Nevada",3,4
"Nevada.618",13,2020-03-24,"Nevada",11,15
"Nevada.619",14,2020-03-31,"Nevada",31,46
"Nevada.620",15,2020-04-07,"Nevada",68,114
"Nevada.621",16,2020-04-14,"Nevada",45,159
"Nevada.622",17,2020-04-21,"Nevada",47,206
"Nevada.623",18,2020-04-28,"Nevada",59,265
"Nevada.624",19,2020-05-05,"Nevada",47,312
"Nevada.625",20,2020-05-12,"Nevada",46,358
"Nevada.626",21,2020-05-19,"Nevada",36,394
"Nevada.627",22,2020-05-26,"Nevada",0,394
"New Hampshire.628",4,2020-01-21,"New Hampshire",0,0
"New Hampshire.629",5,2020-01-28,"New Hampshire",0,0
"New Hampshire.630",6,2020-02-04,"New Hampshire",0,0
"New Hampshire.631",7,2020-02-11,"New Hampshire",0,0
"New Hampshire.632",8,2020-02-18,"New Hampshire",0,0
"New Hampshire.633",9,2020-02-25,"New Hampshire",0,0
"New Hampshire.634",10,2020-03-03,"New Hampshire",0,0
"New Hampshire.635",11,2020-03-10,"New Hampshire",0,0
"New Hampshire.636",12,2020-03-17,"New Hampshire",1,1
"New Hampshire.637",13,2020-03-24,"New Hampshire",2,3
"New Hampshire.638",14,2020-03-31,"New Hampshire",6,9
"New Hampshire.639",15,2020-04-07,"New Hampshire",14,23
"New Hampshire.640",16,2020-04-14,"New Hampshire",19,42
"New Hampshire.641",17,2020-04-21,"New Hampshire",18,60
"New Hampshire.642",18,2020-04-28,"New Hampshire",26,86
"New Hampshire.643",19,2020-05-05,"New Hampshire",47,133
"New Hampshire.644",20,2020-05-12,"New Hampshire",39,172
"New Hampshire.645",21,2020-05-19,"New Hampshire",38,210
"New Hampshire.646",22,2020-05-26,"New Hampshire",4,214
"New Jersey.647",4,2020-01-21,"New Jersey",0,0
"New Jersey.648",5,2020-01-28,"New Jersey",0,0
"New Jersey.649",6,2020-02-04,"New Jersey",0,0
"New Jersey.650",7,2020-02-11,"New Jersey",0,0
"New Jersey.651",8,2020-02-18,"New Jersey",0,0
"New Jersey.652",9,2020-02-25,"New Jersey",0,0
"New Jersey.653",10,2020-03-03,"New Jersey",0,0
"New Jersey.654",11,2020-03-10,"New Jersey",2,2
"New Jersey.655",12,2020-03-17,"New Jersey",25,27
"New Jersey.656",13,2020-03-24,"New Jersey",171,198
"New Jersey.657",14,2020-03-31,"New Jersey",805,1003
"New Jersey.658",15,2020-04-07,"New Jersey",1440,2443
"New Jersey.659",16,2020-04-14,"New Jersey",2053,4496
"New Jersey.660",17,2020-04-21,"New Jersey",1548,6044
"New Jersey.661",18,2020-04-28,"New Jersey",1866,7910
"New Jersey.662",19,2020-05-05,"New Jersey",1430,9340
"New Jersey.663",20,2020-05-12,"New Jersey",1099,10439
"New Jersey.664",21,2020-05-19,"New Jersey",708,11147
"New Jersey.665",22,2020-05-26,"New Jersey",47,11194
"New Mexico.666",4,2020-01-21,"New Mexico",0,0
"New Mexico.667",5,2020-01-28,"New Mexico",0,0
"New Mexico.668",6,2020-02-04,"New Mexico",0,0
"New Mexico.669",7,2020-02-11,"New Mexico",0,0
"New Mexico.670",8,2020-02-18,"New Mexico",0,0
"New Mexico.671",9,2020-02-25,"New Mexico",0,0
"New Mexico.672",10,2020-03-03,"New Mexico",0,0
"New Mexico.673",11,2020-03-10,"New Mexico",0,0
"New Mexico.674",12,2020-03-17,"New Mexico",0,0
"New Mexico.675",13,2020-03-24,"New Mexico",2,2
"New Mexico.676",14,2020-03-31,"New Mexico",10,12
"New Mexico.677",15,2020-04-07,"New Mexico",14,26
"New Mexico.678",16,2020-04-14,"New Mexico",32,58
"New Mexico.679",17,2020-04-21,"New Mexico",41,99
"New Mexico.680",18,2020-04-28,"New Mexico",57,156
"New Mexico.681",19,2020-05-05,"New Mexico",52,208
"New Mexico.682",20,2020-05-12,"New Mexico",62,270
"New Mexico.683",21,2020-05-19,"New Mexico",50,320
"New Mexico.684",22,2020-05-26,"New Mexico",5,325
"New York.685",4,2020-01-21,"New York",0,0
"New York.686",5,2020-01-28,"New York",0,0
"New York.687",6,2020-02-04,"New York",0,0
"New York.688",7,2020-02-11,"New York",0,0
"New York.689",8,2020-02-18,"New York",0,0
"New York.690",9,2020-02-25,"New York",0,0
"New York.691",10,2020-03-03,"New York",0,0
"New York.692",11,2020-03-10,"New York",24,24
"New York.693",12,2020-03-17,"New York",363,387
"New York.694",13,2020-03-24,"New York",2169,2556
"New York.695",14,2020-03-31,"New York",5253,7809
"New York.696",15,2020-04-07,"New York",6581,14390
"New York.697",16,2020-04-14,"New York",4786,19176
"New York.698",17,2020-04-21,"New York",3492,22668
"New York.699",18,2020-04-28,"New York",2331,24999
"New York.700",19,2020-05-05,"New York",1989,26988
"New York.701",20,2020-05-12,"New York",1351,28339
"New York.702",21,2020-05-19,"New York",890,29229
"New York.703",22,2020-05-26,"New York",73,29302
"North Carolina.704",4,2020-01-21,"North Carolina",0,0
"North Carolina.705",5,2020-01-28,"North Carolina",0,0
"North Carolina.706",6,2020-02-04,"North Carolina",0,0
"North Carolina.707",7,2020-02-11,"North Carolina",0,0
"North Carolina.708",8,2020-02-18,"North Carolina",0,0
"North Carolina.709",9,2020-02-25,"North Carolina",0,0
"North Carolina.710",10,2020-03-03,"North Carolina",0,0
"North Carolina.711",11,2020-03-10,"North Carolina",0,0
"North Carolina.712",12,2020-03-17,"North Carolina",0,0
"North Carolina.713",13,2020-03-24,"North Carolina",7,7
"North Carolina.714",14,2020-03-31,"North Carolina",38,45
"North Carolina.715",15,2020-04-07,"North Carolina",49,94
"North Carolina.716",16,2020-04-14,"North Carolina",124,218
"North Carolina.717",17,2020-04-21,"North Carolina",122,340
"North Carolina.718",18,2020-04-28,"North Carolina",102,442
"North Carolina.719",19,2020-05-05,"North Carolina",133,575
"North Carolina.720",20,2020-05-12,"North Carolina",118,693
"North Carolina.721",21,2020-05-19,"North Carolina",97,790
"North Carolina.722",22,2020-05-26,"North Carolina",11,801
"North Dakota.723",4,2020-01-21,"North Dakota",0,0
"North Dakota.724",5,2020-01-28,"North Dakota",0,0
"North Dakota.725",6,2020-02-04,"North Dakota",0,0
"North Dakota.726",7,2020-02-11,"North Dakota",0,0
"North Dakota.727",8,2020-02-18,"North Dakota",0,0
"North Dakota.728",9,2020-02-25,"North Dakota",0,0
"North Dakota.729",10,2020-03-03,"North Dakota",0,0
"North Dakota.730",11,2020-03-10,"North Dakota",0,0
"North Dakota.731",12,2020-03-17,"North Dakota",0,0
"North Dakota.732",13,2020-03-24,"North Dakota",2,2
"North Dakota.733",14,2020-03-31,"North Dakota",1,3
"North Dakota.734",15,2020-04-07,"North Dakota",5,8
"North Dakota.735",16,2020-04-14,"North Dakota",1,9
"North Dakota.736",17,2020-04-21,"North Dakota",10,19
"North Dakota.737",18,2020-04-28,"North Dakota",6,25
"North Dakota.738",19,2020-05-05,"North Dakota",11,36
"North Dakota.739",20,2020-05-12,"North Dakota",8,44
"North Dakota.740",21,2020-05-19,"North Dakota",10,54
"North Dakota.741",22,2020-05-26,"North Dakota",0,54
"Northern Mariana Islands.742",4,2020-01-21,"Northern Mariana Islands",0,0
"Northern Mariana Islands.743",5,2020-01-28,"Northern Mariana Islands",0,0
"Northern Mariana Islands.744",6,2020-02-04,"Northern Mariana Islands",0,0
"Northern Mariana Islands.745",7,2020-02-11,"Northern Mariana Islands",0,0
"Northern Mariana Islands.746",8,2020-02-18,"Northern Mariana Islands",0,0
"Northern Mariana Islands.747",9,2020-02-25,"Northern Mariana Islands",0,0
"Northern Mariana Islands.748",10,2020-03-03,"Northern Mariana Islands",0,0
"Northern Mariana Islands.749",11,2020-03-10,"Northern Mariana Islands",0,0
"Northern Mariana Islands.750",12,2020-03-17,"Northern Mariana Islands",0,0
"Northern Mariana Islands.751",13,2020-03-24,"Northern Mariana Islands",0,0
"Northern Mariana Islands.752",14,2020-03-31,"Northern Mariana Islands",1,1
"Northern Mariana Islands.753",15,2020-04-07,"Northern Mariana Islands",1,2
"Northern Mariana Islands.754",16,2020-04-14,"Northern Mariana Islands",0,2
"Northern Mariana Islands.755",17,2020-04-21,"Northern Mariana Islands",0,2
"Northern Mariana Islands.756",18,2020-04-28,"Northern Mariana Islands",0,2
"Northern Mariana Islands.757",19,2020-05-05,"Northern Mariana Islands",0,2
"Northern Mariana Islands.758",20,2020-05-12,"Northern Mariana Islands",0,2
"Northern Mariana Islands.759",21,2020-05-19,"Northern Mariana Islands",0,2
"Northern Mariana Islands.760",22,2020-05-26,"Northern Mariana Islands",0,2
"Ohio.761",4,2020-01-21,"Ohio",0,0
"Ohio.762",5,2020-01-28,"Ohio",0,0
"Ohio.763",6,2020-02-04,"Ohio",0,0
"Ohio.764",7,2020-02-11,"Ohio",0,0
"Ohio.765",8,2020-02-18,"Ohio",0,0
"Ohio.766",9,2020-02-25,"Ohio",0,0
"Ohio.767",10,2020-03-03,"Ohio",0,0
"Ohio.768",11,2020-03-10,"Ohio",0,0
"Ohio.769",12,2020-03-17,"Ohio",6,6
"Ohio.770",13,2020-03-24,"Ohio",34,40
"Ohio.771",14,2020-03-31,"Ohio",102,142
"Ohio.772",15,2020-04-07,"Ohio",132,274
"Ohio.773",16,2020-04-14,"Ohio",235,509
"Ohio.774",17,2020-04-21,"Ohio",244,753
"Ohio.775",18,2020-04-28,"Ohio",304,1057
"Ohio.776",19,2020-05-05,"Ohio",300,1357
"Ohio.777",20,2020-05-12,"Ohio",300,1657
"Ohio.778",21,2020-05-19,"Ohio",330,1987
"Ohio.779",22,2020-05-26,"Ohio",15,2002
"Oklahoma.780",4,2020-01-21,"Oklahoma",0,0
"Oklahoma.781",5,2020-01-28,"Oklahoma",0,0
"Oklahoma.782",6,2020-02-04,"Oklahoma",0,0
"Oklahoma.783",7,2020-02-11,"Oklahoma",0,0
"Oklahoma.784",8,2020-02-18,"Oklahoma",0,0
"Oklahoma.785",9,2020-02-25,"Oklahoma",0,0
"Oklahoma.786",10,2020-03-03,"Oklahoma",0,0
"Oklahoma.787",11,2020-03-10,"Oklahoma",0,0
"Oklahoma.788",12,2020-03-17,"Oklahoma",2,2
"Oklahoma.789",13,2020-03-24,"Oklahoma",14,16
"Oklahoma.790",14,2020-03-31,"Oklahoma",35,51
"Oklahoma.791",15,2020-04-07,"Oklahoma",48,99
"Oklahoma.792",16,2020-04-14,"Oklahoma",44,143
"Oklahoma.793",17,2020-04-21,"Oklahoma",54,197
"Oklahoma.794",18,2020-04-28,"Oklahoma",41,238
"Oklahoma.795",19,2020-05-05,"Oklahoma",36,274
"Oklahoma.796",20,2020-05-12,"Oklahoma",14,288
"Oklahoma.797",21,2020-05-19,"Oklahoma",25,313
"Oklahoma.798",22,2020-05-26,"Oklahoma",5,318
"Oregon.799",4,2020-01-21,"Oregon",0,0
"Oregon.800",5,2020-01-28,"Oregon",0,0
"Oregon.801",6,2020-02-04,"Oregon",0,0
"Oregon.802",7,2020-02-11,"Oregon",0,0
"Oregon.803",8,2020-02-18,"Oregon",0,0
"Oregon.804",9,2020-02-25,"Oregon",0,0
"Oregon.805",10,2020-03-03,"Oregon",0,0
"Oregon.806",11,2020-03-10,"Oregon",1,1
"Oregon.807",12,2020-03-17,"Oregon",4,5
"Oregon.808",13,2020-03-24,"Oregon",11,16
"Oregon.809",14,2020-03-31,"Oregon",11,27
"Oregon.810",15,2020-04-07,"Oregon",26,53
"Oregon.811",16,2020-04-14,"Oregon",22,75
"Oregon.812",17,2020-04-21,"Oregon",17,92
"Oregon.813",18,2020-04-28,"Oregon",17,109
"Oregon.814",19,2020-05-05,"Oregon",21,130
"Oregon.815",20,2020-05-12,"Oregon",8,138
"Oregon.816",21,2020-05-19,"Oregon",10,148
"Oregon.817",22,2020-05-26,"Oregon",0,148
"Pennsylvania.818",4,2020-01-21,"Pennsylvania",0,0
"Pennsylvania.819",5,2020-01-28,"Pennsylvania",0,0
"Pennsylvania.820",6,2020-02-04,"Pennsylvania",0,0
"Pennsylvania.821",7,2020-02-11,"Pennsylvania",0,0
"Pennsylvania.822",8,2020-02-18,"Pennsylvania",0,0
"Pennsylvania.823",9,2020-02-25,"Pennsylvania",0,0
"Pennsylvania.824",10,2020-03-03,"Pennsylvania",0,0
"Pennsylvania.825",11,2020-03-10,"Pennsylvania",0,0
"Pennsylvania.826",12,2020-03-17,"Pennsylvania",6,6
"Pennsylvania.827",13,2020-03-24,"Pennsylvania",44,50
"Pennsylvania.828",14,2020-03-31,"Pennsylvania",129,179
"Pennsylvania.829",15,2020-04-07,"Pennsylvania",410,589
"Pennsylvania.830",16,2020-04-14,"Pennsylvania",759,1348
"Pennsylvania.831",17,2020-04-21,"Pennsylvania",538,1886
"Pennsylvania.832",18,2020-04-28,"Pennsylvania",952,2838
"Pennsylvania.833",19,2020-05-05,"Pennsylvania",994,3832
"Pennsylvania.834",20,2020-05-12,"Pennsylvania",683,4515
"Pennsylvania.835",21,2020-05-19,"Pennsylvania",631,5146
"Pennsylvania.836",22,2020-05-26,"Pennsylvania",17,5163
"Puerto Rico.837",4,2020-01-21,"Puerto Rico",0,0
"Puerto Rico.838",5,2020-01-28,"Puerto Rico",0,0
"Puerto Rico.839",6,2020-02-04,"Puerto Rico",0,0
"Puerto Rico.840",7,2020-02-11,"Puerto Rico",0,0
"Puerto Rico.841",8,2020-02-18,"Puerto Rico",0,0
"Puerto Rico.842",9,2020-02-25,"Puerto Rico",0,0
"Puerto Rico.843",10,2020-03-03,"Puerto Rico",0,0
"Puerto Rico.844",11,2020-03-10,"Puerto Rico",0,0
"Puerto Rico.845",12,2020-03-17,"Puerto Rico",2,2
"Puerto Rico.846",13,2020-03-24,"Puerto Rico",4,6
"Puerto Rico.847",14,2020-03-31,"Puerto Rico",15,21
"Puerto Rico.848",15,2020-04-07,"Puerto Rico",24,45
"Puerto Rico.849",16,2020-04-14,"Puerto Rico",18,63
"Puerto Rico.850",17,2020-04-21,"Puerto Rico",21,84
"Puerto Rico.851",18,2020-04-28,"Puerto Rico",13,97
"Puerto Rico.852",19,2020-05-05,"Puerto Rico",16,113
"Puerto Rico.853",20,2020-05-12,"Puerto Rico",11,124
"Puerto Rico.854",21,2020-05-19,"Puerto Rico",5,129
"Puerto Rico.855",22,2020-05-26,"Puerto Rico",0,129
"Rhode Island.856",4,2020-01-21,"Rhode Island",0,0
"Rhode Island.857",5,2020-01-28,"Rhode Island",0,0
"Rhode Island.858",6,2020-02-04,"Rhode Island",0,0
"Rhode Island.859",7,2020-02-11,"Rhode Island",0,0
"Rhode Island.860",8,2020-02-18,"Rhode Island",0,0
"Rhode Island.861",9,2020-02-25,"Rhode Island",0,0
"Rhode Island.862",10,2020-03-03,"Rhode Island",0,0
"Rhode Island.863",11,2020-03-10,"Rhode Island",0,0
"Rhode Island.864",12,2020-03-17,"Rhode Island",0,0
"Rhode Island.865",13,2020-03-24,"Rhode Island",4,4
"Rhode Island.866",14,2020-03-31,"Rhode Island",23,27
"Rhode Island.867",15,2020-04-07,"Rhode Island",36,63
"Rhode Island.868",16,2020-04-14,"Rhode Island",92,155
"Rhode Island.869",17,2020-04-21,"Rhode Island",78,233
"Rhode Island.870",18,2020-04-28,"Rhode Island",108,341
"Rhode Island.871",19,2020-05-05,"Rhode Island",89,430
"Rhode Island.872",20,2020-05-12,"Rhode Island",76,506
"Rhode Island.873",21,2020-05-19,"Rhode Island",102,608
"Rhode Island.874",22,2020-05-26,"Rhode Island",26,634
"South Carolina.875",4,2020-01-21,"South Carolina",0,0
"South Carolina.876",5,2020-01-28,"South Carolina",0,0
"South Carolina.877",6,2020-02-04,"South Carolina",0,0
"South Carolina.878",7,2020-02-11,"South Carolina",0,0
"South Carolina.879",8,2020-02-18,"South Carolina",0,0
"South Carolina.880",9,2020-02-25,"South Carolina",0,0
"South Carolina.881",10,2020-03-03,"South Carolina",0,0
"South Carolina.882",11,2020-03-10,"South Carolina",1,1
"South Carolina.883",12,2020-03-17,"South Carolina",4,5
"South Carolina.884",13,2020-03-24,"South Carolina",13,18
"South Carolina.885",14,2020-03-31,"South Carolina",30,48
"South Carolina.886",15,2020-04-07,"South Carolina",34,82
"South Carolina.887",16,2020-04-14,"South Carolina",41,123
"South Carolina.888",17,2020-04-21,"South Carolina",54,177
"South Carolina.889",18,2020-04-28,"South Carolina",106,283
"South Carolina.890",19,2020-05-05,"South Carolina",63,346
"South Carolina.891",20,2020-05-12,"South Carolina",45,391
"South Carolina.892",21,2020-05-19,"South Carolina",49,440
"South Carolina.893",22,2020-05-26,"South Carolina",6,446
"South Dakota.894",4,2020-01-21,"South Dakota",0,0
"South Dakota.895",5,2020-01-28,"South Dakota",0,0
"South Dakota.896",6,2020-02-04,"South Dakota",0,0
"South Dakota.897",7,2020-02-11,"South Dakota",0,0
"South Dakota.898",8,2020-02-18,"South Dakota",0,0
"South Dakota.899",9,2020-02-25,"South Dakota",0,0
"South Dakota.900",10,2020-03-03,"South Dakota",0,0
"South Dakota.901",11,2020-03-10,"South Dakota",1,1
"South Dakota.902",12,2020-03-17,"South Dakota",0,1
"South Dakota.903",13,2020-03-24,"South Dakota",0,1
"South Dakota.904",14,2020-03-31,"South Dakota",3,4
"South Dakota.905",15,2020-04-07,"South Dakota",2,6
"South Dakota.906",16,2020-04-14,"South Dakota",1,7
"South Dakota.907",17,2020-04-21,"South Dakota",4,11
"South Dakota.908",18,2020-04-28,"South Dakota",10,21
"South Dakota.909",19,2020-05-05,"South Dakota",13,34
"South Dakota.910",20,2020-05-12,"South Dakota",10,44
"South Dakota.911",21,2020-05-19,"South Dakota",6,50
"South Dakota.912",22,2020-05-26,"South Dakota",0,50
"Tennessee.913",4,2020-01-21,"Tennessee",0,0
"Tennessee.914",5,2020-01-28,"Tennessee",0,0
"Tennessee.915",6,2020-02-04,"Tennessee",0,0
"Tennessee.916",7,2020-02-11,"Tennessee",0,0
"Tennessee.917",8,2020-02-18,"Tennessee",0,0
"Tennessee.918",9,2020-02-25,"Tennessee",0,0
"Tennessee.919",10,2020-03-03,"Tennessee",0,0
"Tennessee.920",11,2020-03-10,"Tennessee",0,0
"Tennessee.921",12,2020-03-17,"Tennessee",2,2
"Tennessee.922",13,2020-03-24,"Tennessee",12,14
"Tennessee.923",14,2020-03-31,"Tennessee",51,65
"Tennessee.924",15,2020-04-07,"Tennessee",44,109
"Tennessee.925",16,2020-04-14,"Tennessee",43,152
"Tennessee.926",17,2020-04-21,"Tennessee",32,184
"Tennessee.927",18,2020-04-28,"Tennessee",35,219
"Tennessee.928",19,2020-05-05,"Tennessee",32,251
"Tennessee.929",20,2020-05-12,"Tennessee",50,301
"Tennessee.930",21,2020-05-19,"Tennessee",37,338
"Tennessee.931",22,2020-05-26,"Tennessee",5,343
"Texas.932",4,2020-01-21,"Texas",0,0
"Texas.933",5,2020-01-28,"Texas",0,0
"Texas.934",6,2020-02-04,"Texas",0,0
"Texas.935",7,2020-02-11,"Texas",0,0
"Texas.936",8,2020-02-18,"Texas",0,0
"Texas.937",9,2020-02-25,"Texas",0,0
"Texas.938",10,2020-03-03,"Texas",0,0
"Texas.939",11,2020-03-10,"Texas",0,0
"Texas.940",12,2020-03-17,"Texas",9,9
"Texas.941",13,2020-03-24,"Texas",36,45
"Texas.942",14,2020-03-31,"Texas",105,150
"Texas.943",15,2020-04-07,"Texas",155,305
"Texas.944",16,2020-04-14,"Texas",202,507
"Texas.945",17,2020-04-21,"Texas",159,666
"Texas.946",18,2020-04-28,"Texas",235,901
"Texas.947",19,2020-05-05,"Texas",216,1117
"Texas.948",20,2020-05-12,"Texas",233,1350
"Texas.949",21,2020-05-19,"Texas",183,1533
"Texas.950",22,2020-05-26,"Texas",13,1546
"Utah.951",4,2020-01-21,"Utah",0,0
"Utah.952",5,2020-01-28,"Utah",0,0
"Utah.953",6,2020-02-04,"Utah",0,0
"Utah.954",7,2020-02-11,"Utah",0,0
"Utah.955",8,2020-02-18,"Utah",0,0
"Utah.956",9,2020-02-25,"Utah",0,0
"Utah.957",10,2020-03-03,"Utah",0,0
"Utah.958",11,2020-03-10,"Utah",0,0
"Utah.959",12,2020-03-17,"Utah",1,1
"Utah.960",13,2020-03-24,"Utah",3,4
"Utah.961",14,2020-03-31,"Utah",9,13
"Utah.962",15,2020-04-07,"Utah",0,13
"Utah.963",16,2020-04-14,"Utah",15,28
"Utah.964",17,2020-04-21,"Utah",13,41
"Utah.965",18,2020-04-28,"Utah",9,50
"Utah.966",19,2020-05-05,"Utah",18,68
"Utah.967",20,2020-05-12,"Utah",12,80
"Utah.968",21,2020-05-19,"Utah",18,98
"Utah.969",22,2020-05-26,"Utah",3,101
"Vermont.970",4,2020-01-21,"Vermont",0,0
"Vermont.971",5,2020-01-28,"Vermont",0,0
"Vermont.972",6,2020-02-04,"Vermont",0,0
"Vermont.973",7,2020-02-11,"Vermont",0,0
"Vermont.974",8,2020-02-18,"Vermont",0,0
"Vermont.975",9,2020-02-25,"Vermont",0,0
"Vermont.976",10,2020-03-03,"Vermont",0,0
"Vermont.977",11,2020-03-10,"Vermont",0,0
"Vermont.978",12,2020-03-17,"Vermont",5,5
"Vermont.979",13,2020-03-24,"Vermont",7,12
"Vermont.980",14,2020-03-31,"Vermont",11,23
"Vermont.981",15,2020-04-07,"Vermont",5,28
"Vermont.982",16,2020-04-14,"Vermont",10,38
"Vermont.983",17,2020-04-21,"Vermont",9,47
"Vermont.984",18,2020-04-28,"Vermont",5,52
"Vermont.985",19,2020-05-05,"Vermont",1,53
"Vermont.986",20,2020-05-12,"Vermont",1,54
"Vermont.987",21,2020-05-19,"Vermont",0,54
"Vermont.988",22,2020-05-26,"Vermont",0,54
"Virgin Islands.989",4,2020-01-21,"Virgin Islands",0,0
"Virgin Islands.990",5,2020-01-28,"Virgin Islands",0,0
"Virgin Islands.991",6,2020-02-04,"Virgin Islands",0,0
"Virgin Islands.992",7,2020-02-11,"Virgin Islands",0,0
"Virgin Islands.993",8,2020-02-18,"Virgin Islands",0,0
"Virgin Islands.994",9,2020-02-25,"Virgin Islands",0,0
"Virgin Islands.995",10,2020-03-03,"Virgin Islands",0,0
"Virgin Islands.996",11,2020-03-10,"Virgin Islands",0,0
"Virgin Islands.997",12,2020-03-17,"Virgin Islands",0,0
"Virgin Islands.998",13,2020-03-24,"Virgin Islands",0,0
"Virgin Islands.999",14,2020-03-31,"Virgin Islands",1,1
"Virgin Islands.1000",15,2020-04-07,"Virgin Islands",0,1
"Virgin Islands.1001",16,2020-04-14,"Virgin Islands",2,3
"Virgin Islands.1002",17,2020-04-21,"Virgin Islands",1,4
"Virgin Islands.1003",18,2020-04-28,"Virgin Islands",0,4
"Virgin Islands.1004",19,2020-05-05,"Virgin Islands",1,5
"Virgin Islands.1005",20,2020-05-12,"Virgin Islands",1,6
"Virgin Islands.1006",21,2020-05-19,"Virgin Islands",0,6
"Virgin Islands.1007",22,2020-05-26,"Virgin Islands",0,6
"Virginia.1008",4,2020-01-21,"Virginia",0,0
