,state,date,Mask,lock_down,Stay-at-home
34922,Connecticut,2/27/20,0,0,0
34932,Connecticut,2/28/20,0,0,0
34942,Connecticut,2/29/20,0,0,0
34952,Connecticut,3/1/20,0,0,0
34962,Connecticut,3/2/20,0,0,0
34972,Connecticut,3/3/20,0,0,0
34982,Connecticut,3/4/20,0,0,0
34992,Connecticut,3/5/20,0,0,0
35002,Connecticut,3/6/20,0,0,0
35012,Connecticut,3/7/20,0,0,0
35022,Connecticut,3/8/20,0,0,0
35032,Connecticut,3/9/20,0,0,0
35042,Connecticut,3/10/20,0,0,0
35052,Connecticut,3/11/20,0,0,0
35062,Connecticut,3/12/20,0,0,0
35072,Connecticut,3/13/20,0,0,0
35082,Connecticut,3/14/20,0,0,0
35092,Connecticut,3/15/20,0,0,0
35102,Connecticut,3/16/20,0,0,0
35112,Connecticut,3/17/20,0,0,0
35122,Connecticut,3/18/20,0,0,0
35132,Connecticut,3/19/20,0,0,0
35142,Connecticut,3/20/20,0,0,0
35152,Connecticut,3/21/20,0,0,0
35162,Connecticut,3/22/20,0,0,0
35172,Connecticut,3/23/20,0,1,1
35182,Connecticut,3/24/20,0,1,1
35192,Connecticut,3/25/20,0,1,1
35202,Connecticut,3/26/20,0,1,1
35212,Connecticut,3/27/20,0,1,1
35222,Connecticut,3/28/20,0,1,1
35232,Connecticut,3/29/20,0,1,1
35242,Connecticut,3/30/20,0,1,1
35252,Connecticut,3/31/20,0,1,1
35262,Connecticut,4/1/20,0,1,1
35272,Connecticut,4/2/20,0,1,1
35282,Connecticut,4/3/20,0,1,1
35292,Connecticut,4/4/20,1,1,1
35302,Connecticut,4/5/20,1,1,1
35312,Connecticut,4/6/20,1,1,1
35322,Connecticut,4/7/20,1,1,1
35332,Connecticut,4/8/20,1,1,1
35342,Connecticut,4/9/20,1,1,1
35352,Connecticut,4/10/20,1,1,1
35362,Connecticut,4/11/20,1,1,1
35372,Connecticut,4/12/20,1,1,1
35382,Connecticut,4/13/20,1,1,1
35392,Connecticut,4/14/20,1,1,1
35402,Connecticut,4/15/20,1,1,1
35412,Connecticut,4/16/20,1,1,1
35422,Connecticut,4/17/20,1,1,1
35432,Connecticut,4/18/20,1,1,1
35442,Connecticut,4/19/20,1,1,1
35452,Connecticut,4/20/20,1,1,1
35462,Connecticut,4/21/20,1,1,1
35472,Connecticut,4/22/20,1,1,1
35482,Connecticut,4/23/20,1,1,1
35492,Connecticut,4/24/20,1,1,1
35502,Connecticut,4/25/20,1,1,1
35512,Connecticut,4/26/20,1,1,1
35522,Connecticut,4/27/20,1,1,1
35532,Connecticut,4/28/20,1,1,1
35542,Connecticut,4/29/20,1,1,1
35552,Connecticut,4/30/20,1,1,1
35562,Connecticut,5/1/20,1,1,1
35572,Connecticut,5/2/20,1,1,1
35582,Connecticut,5/3/20,1,1,1
35592,Connecticut,5/4/20,1,1,1
35602,Connecticut,5/5/20,1,1,1
35612,Connecticut,5/6/20,1,1,1
35622,Connecticut,5/7/20,1,1,1
35632,Connecticut,5/8/20,1,1,1
,Connecticut,5/9/20,,,1
,Connecticut,5/10/20,,,1
,Connecticut,5/11/20,,,1
,Connecticut,5/12/20,,,1
,Connecticut,5/13/20,,,1
,Connecticut,5/14/20,,,1
,Connecticut,5/15/20,,,1
,Connecticut,5/16/20,,,1
,Connecticut,5/17/20,,,1
,Connecticut,5/18/20,,,1
,Connecticut,5/19/20,,,1
,Connecticut,5/20/20,,,1
35698,Delaware,2/2/20,0,0,0
35703,Delaware,2/3/20,0,0,0
35708,Delaware,2/4/20,0,0,0
35713,Delaware,2/5/20,0,0,0
35718,Delaware,2/6/20,0,0,0
35723,Delaware,2/7/20,0,0,0
35728,Delaware,2/8/20,0,0,0
35733,Delaware,2/9/20,0,0,0
35738,Delaware,2/10/20,0,0,0
35743,Delaware,2/11/20,0,0,0
35748,Delaware,2/12/20,0,0,0
35753,Delaware,2/13/20,0,0,0
35758,Delaware,2/14/20,0,0,0
35763,Delaware,2/15/20,0,0,0
35768,Delaware,2/16/20,0,0,0
35773,Delaware,2/17/20,0,0,0
35778,Delaware,2/18/20,0,0,0
35783,Delaware,2/19/20,0,0,0
35788,Delaware,2/20/20,0,0,0
35793,Delaware,2/21/20,0,0,0
35798,Delaware,2/22/20,0,0,0
35803,Delaware,2/23/20,0,0,0
35808,Delaware,2/24/20,0,0,0
35813,Delaware,2/25/20,0,0,0
35818,Delaware,2/26/20,0,0,0
35823,Delaware,2/27/20,0,0,0
35828,Delaware,2/28/20,0,0,0
35833,Delaware,2/29/20,0,0,0
35838,Delaware,3/1/20,0,0,0
35843,Delaware,3/2/20,0,0,0
35848,Delaware,3/3/20,0,0,0
35853,Delaware,3/4/20,0,0,0
35858,Delaware,3/5/20,0,0,0
35863,Delaware,3/6/20,0,0,0
35868,Delaware,3/7/20,0,0,0
35873,Delaware,3/8/20,0,0,0
35878,Delaware,3/9/20,0,0,0
35883,Delaware,3/10/20,0,0,0
35888,Delaware,3/11/20,0,0,0
35893,Delaware,3/12/20,0,0,0
35898,Delaware,3/13/20,0,0,0
35903,Delaware,3/14/20,0,0,0
35908,Delaware,3/15/20,0,0,0
35913,Delaware,3/16/20,0,0,0
35918,Delaware,3/17/20,0,0,0
35923,Delaware,3/18/20,0,0,0
35928,Delaware,3/19/20,0,0,0
35933,Delaware,3/20/20,0,0,0
35938,Delaware,3/21/20,0,0,0
35943,Delaware,3/22/20,0,0,0
35948,Delaware,3/23/20,0,0,0
35953,Delaware,3/24/20,0,1,1
35958,Delaware,3/25/20,0,1,1
35963,Delaware,3/26/20,0,1,1
35968,Delaware,3/27/20,0,1,1
35973,Delaware,3/28/20,0,1,1
35978,Delaware,3/29/20,0,1,1
35983,Delaware,3/30/20,0,1,1
35988,Delaware,3/31/20,0,1,1
35993,Delaware,4/1/20,0,1,1
35998,Delaware,4/2/20,0,1,1
36003,Delaware,4/3/20,0,1,1
36008,Delaware,4/4/20,1,1,1
36013,Delaware,4/5/20,1,1,1
36018,Delaware,4/6/20,1,1,1
36023,Delaware,4/7/20,1,1,1
36028,Delaware,4/8/20,1,1,1
36033,Delaware,4/9/20,1,1,1
36038,Delaware,4/10/20,1,1,1
36043,Delaware,4/11/20,1,1,1
36048,Delaware,4/12/20,1,1,1
36053,Delaware,4/13/20,1,1,1
36058,Delaware,4/14/20,1,1,1
36063,Delaware,4/15/20,1,1,1
36068,Delaware,4/16/20,1,1,1
36073,Delaware,4/17/20,1,1,1
36078,Delaware,4/18/20,1,1,1
36083,Delaware,4/19/20,1,1,1
36088,Delaware,4/20/20,1,1,1
36093,Delaware,4/21/20,1,1,1
36098,Delaware,4/22/20,1,1,1
36103,Delaware,4/23/20,1,1,1
36108,Delaware,4/24/20,1,1,1
36113,Delaware,4/25/20,1,1,1
36118,Delaware,4/26/20,1,1,1
36123,Delaware,4/27/20,1,1,1
36128,Delaware,4/28/20,1,1,1
36133,Delaware,4/29/20,1,1,1
36138,Delaware,4/30/20,1,1,1
36143,Delaware,5/1/20,1,1,1
36148,Delaware,5/2/20,1,1,1
36153,Delaware,5/3/20,1,1,1
36158,Delaware,5/4/20,1,1,1
36163,Delaware,5/5/20,1,1,1
36168,Delaware,5/6/20,1,1,1
36173,Delaware,5/7/20,1,1,1
36178,Delaware,5/8/20,1,1,1
,Delaware,5/9/20,,,1
,Delaware,5/10/20,,,1
,Delaware,5/11/20,,,1
,Delaware,5/12/20,,,1
,Delaware,5/13/20,,,1
,Delaware,5/14/20,,,1
,Delaware,5/15/20,,,1
,Delaware,5/16/20,,,1
,Delaware,5/17/20,,,1
,Delaware,5/18/20,,,1
,Delaware,5/19/20,,,1
,Delaware,5/20/20,,,1
36183,District of Columbia,1/22/20,0,0,0
36186,District of Columbia,1/23/20,0,0,0
36189,District of Columbia,1/24/20,0,0,0
36192,District of Columbia,1/25/20,0,0,0
36195,District of Columbia,1/26/20,0,0,0
36198,District of Columbia,1/27/20,0,0,0
36201,District of Columbia,1/28/20,0,0,0
36204,District of Columbia,1/29/20,0,0,0
36207,District of Columbia,1/30/20,0,0,0
36210,District of Columbia,1/31/20,0,0,0
36213,District of Columbia,2/1/20,0,0,0
36216,District of Columbia,2/2/20,0,0,0
36219,District of Columbia,2/3/20,0,0,0
36222,District of Columbia,2/4/20,0,0,0
36225,District of Columbia,2/5/20,0,0,0
36228,District of Columbia,2/6/20,0,0,0
36231,District of Columbia,2/7/20,0,0,0
36234,District of Columbia,2/8/20,0,0,0
36237,District of Columbia,2/9/20,0,0,0
36240,District of Columbia,2/10/20,0,0,0
36243,District of Columbia,2/11/20,0,0,0
36246,District of Columbia,2/12/20,0,0,0
36249,District of Columbia,2/13/20,0,0,0
36252,District of Columbia,2/14/20,0,0,0
36255,District of Columbia,2/15/20,0,0,0
36258,District of Columbia,2/16/20,0,0,0
36261,District of Columbia,2/17/20,0,0,0
36264,District of Columbia,2/18/20,0,0,0
36267,District of Columbia,2/19/20,0,0,0
36270,District of Columbia,2/20/20,0,0,0
36273,District of Columbia,2/21/20,0,0,0
36276,District of Columbia,2/22/20,0,0,0
36279,District of Columbia,2/23/20,0,0,0
36282,District of Columbia,2/24/20,0,0,0
36285,District of Columbia,2/25/20,0,0,0
36288,District of Columbia,2/26/20,0,0,0
36291,District of Columbia,2/27/20,0,0,0
36294,District of Columbia,2/28/20,0,0,0
36297,District of Columbia,2/29/20,0,0,0
36300,District of Columbia,3/1/20,0,0,0
36303,District of Columbia,3/2/20,0,0,0
36306,District of Columbia,3/3/20,0,0,0
36309,District of Columbia,3/4/20,0,0,0
36312,District of Columbia,3/5/20,0,0,0
36315,District of Columbia,3/6/20,0,0,0
36318,District of Columbia,3/7/20,0,0,0
36321,District of Columbia,3/8/20,0,0,0
36324,District of Columbia,3/9/20,0,0,0
36327,District of Columbia,3/10/20,0,0,0
36330,District of Columbia,3/11/20,0,0,0
36333,District of Columbia,3/12/20,0,0,0
36336,District of Columbia,3/13/20,0,0,0
36339,District of Columbia,3/14/20,0,0,0
36342,District of Columbia,3/15/20,0,0,0
36345,District of Columbia,3/16/20,0,0,0
36348,District of Columbia,3/17/20,0,0,0
36351,District of Columbia,3/18/20,0,0,0
36354,District of Columbia,3/19/20,0,0,0
36357,District of Columbia,3/20/20,0,0,0
36360,District of Columbia,3/21/20,0,0,0
36363,District of Columbia,3/22/20,0,0,0
36366,District of Columbia,3/23/20,0,0,0
36369,District of Columbia,3/24/20,0,0,0
36372,District of Columbia,3/25/20,0,0,0
36375,District of Columbia,3/26/20,0,0,0
36378,District of Columbia,3/27/20,0,0,0
36381,District of Columbia,3/28/20,0,0,0
36384,District of Columbia,3/29/20,0,0,0
36387,District of Columbia,3/30/20,0,0,0
36390,District of Columbia,3/31/20,0,0,0
36393,District of Columbia,4/1/20,0,1,1
36396,District of Columbia,4/2/20,0,1,1
36399,District of Columbia,4/3/20,0,1,1
36402,District of Columbia,4/4/20,1,1,1
36405,District of Columbia,4/5/20,1,1,1
36408,District of Columbia,4/6/20,1,1,1
36411,District of Columbia,4/7/20,1,1,1
36414,District of Columbia,4/8/20,1,1,1
36417,District of Columbia,4/9/20,1,1,1
36420,District of Columbia,4/10/20,1,1,1
36423,District of Columbia,4/11/20,1,1,1
36426,District of Columbia,4/12/20,1,1,1
36429,District of Columbia,4/13/20,1,1,1
36432,District of Columbia,4/14/20,1,1,1
36435,District of Columbia,4/15/20,1,1,1
36438,District of Columbia,4/16/20,1,1,1
36441,District of Columbia,4/17/20,1,1,1
36444,District of Columbia,4/18/20,1,1,1
36447,District of Columbia,4/19/20,1,1,1
36450,District of Columbia,4/20/20,1,1,1
36453,District of Columbia,4/21/20,1,1,1
36456,District of Columbia,4/22/20,1,1,1
36459,District of Columbia,4/23/20,1,1,1
36462,District of Columbia,4/24/20,1,1,1
36465,District of Columbia,4/25/20,1,1,1
36468,District of Columbia,4/26/20,1,1,1
36471,District of Columbia,4/27/20,1,1,1
36474,District of Columbia,4/28/20,1,1,1
36477,District of Columbia,4/29/20,1,1,1
36480,District of Columbia,4/30/20,1,1,1
36483,District of Columbia,5/1/20,1,1,1
36486,District of Columbia,5/2/20,1,1,1
36489,District of Columbia,5/3/20,1,1,1
36492,District of Columbia,5/4/20,1,1,1
36495,District of Columbia,5/5/20,1,1,1
36498,District of Columbia,5/6/20,1,1,1
36501,District of Columbia,5/7/20,1,1,1
36504,District of Columbia,5/8/20,1,1,1
,District of Columbia,5/9/20,,,1
,District of Columbia,5/10/20,,,1
,District of Columbia,5/11/20,,,1
,District of Columbia,5/12/20,,,1
,District of Columbia,5/13/20,,,1
,District of Columbia,5/14/20,,,1
,District of Columbia,5/15/20,,,1
,District of Columbia,5/16/20,,,1
,District of Columbia,5/17/20,,,1
,District of Columbia,5/18/20,,,1
,District of Columbia,5/19/20,,,1
,District of Columbia,5/20/20,,,1
36507,Florida,1/22/20,0,0,0
36576,Florida,1/23/20,0,0,0
36645,Florida,1/24/20,0,0,0
36714,Florida,1/25/20,0,0,0
36783,Florida,1/26/20,0,0,0
36852,Florida,1/27/20,0,0,0
36921,Florida,1/28/20,0,0,0
36990,Florida,1/29/20,0,0,0
37059,Florida,1/30/20,0,0,0
37128,Florida,1/31/20,0,0,0
37197,Florida,2/1/20,0,0,0
37266,Florida,2/2/20,0,0,0
37335,Florida,2/3/20,0,0,0
37404,Florida,2/4/20,0,0,0
37473,Florida,2/5/20,0,0,0
37542,Florida,2/6/20,0,0,0
37611,Florida,2/7/20,0,0,0
37680,Florida,2/8/20,0,0,0
37749,Florida,2/9/20,0,0,0
37818,Florida,2/10/20,0,0,0
37887,Florida,2/11/20,0,0,0
37956,Florida,2/12/20,0,0,0
38025,Florida,2/13/20,0,0,0
38094,Florida,2/14/20,0,0,0
38163,Florida,2/15/20,0,0,0
38232,Florida,2/16/20,0,0,0
38301,Florida,2/17/20,0,0,0
38370,Florida,2/18/20,0,0,0
38439,Florida,2/19/20,0,0,0
38508,Florida,2/20/20,0,0,0
38577,Florida,2/21/20,0,0,0
38646,Florida,2/22/20,0,0,0
38715,Florida,2/23/20,0,0,0
38784,Florida,2/24/20,0,0,0
38853,Florida,2/25/20,0,0,0
38922,Florida,2/26/20,0,0,0
38991,Florida,2/27/20,0,0,0
39060,Florida,2/28/20,0,0,0
39129,Florida,2/29/20,0,0,0
39198,Florida,3/1/20,0,0,0
39267,Florida,3/2/20,0,0,0
39336,Florida,3/3/20,0,0,0
39405,Florida,3/4/20,0,0,0
39474,Florida,3/5/20,0,0,0
39543,Florida,3/6/20,0,0,0
39612,Florida,3/7/20,0,0,0
39681,Florida,3/8/20,0,0,0
39750,Florida,3/9/20,0,0,0
39819,Florida,3/10/20,0,0,0
39888,Florida,3/11/20,0,0,0
39957,Florida,3/12/20,0,0,0
40026,Florida,3/13/20,0,0,0
40095,Florida,3/14/20,0,0,0
40164,Florida,3/15/20,0,0,0
40233,Florida,3/16/20,0,0,0
40302,Florida,3/17/20,0,0,0
40371,Florida,3/18/20,0,0,0
40440,Florida,3/19/20,0,0,0
40509,Florida,3/20/20,0,0,0
40578,Florida,3/21/20,0,0,0
40647,Florida,3/22/20,0,0,0
40716,Florida,3/23/20,0,0,0
40785,Florida,3/24/20,0,0,0
40854,Florida,3/25/20,0,0,0
40923,Florida,3/26/20,0,0,0
40992,Florida,3/27/20,0,0,0
41061,Florida,3/28/20,0,0,0
41130,Florida,3/29/20,0,0,0
41199,Florida,3/30/20,0,0,0
41268,Florida,3/31/20,0,0,0
41337,Florida,4/1/20,0,0,0
41406,Florida,4/2/20,0,0,
41475,Florida,4/3/20,0,1,
41544,Florida,4/4/20,1,1,
41613,Florida,4/5/20,1,1,
41682,Florida,4/6/20,1,1,
41751,Florida,4/7/20,1,1,
41820,Florida,4/8/20,1,1,
41889,Florida,4/9/20,1,1,
41958,Florida,4/10/20,1,1,
42027,Florida,4/11/20,1,1,
42096,Florida,4/12/20,1,1,
42165,Florida,4/13/20,1,1,
42234,Florida,4/14/20,1,1,
42303,Florida,4/15/20,1,1,
42372,Florida,4/16/20,1,1,
42441,Florida,4/17/20,1,1,
42510,Florida,4/18/20,1,1,
42579,Florida,4/19/20,1,1,
42648,Florida,4/20/20,1,1,
42717,Florida,4/21/20,1,1,
42786,Florida,4/22/20,1,1,
42855,Florida,4/23/20,1,1,
42924,Florida,4/24/20,1,1,
42993,Florida,4/25/20,1,1,
43062,Florida,4/26/20,1,1,
43131,Florida,4/27/20,1,1,
43200,Florida,4/28/20,1,1,
43269,Florida,4/29/20,1,1,
43338,Florida,4/30/20,1,1,
43407,Florida,5/1/20,1,1,
43476,Florida,5/2/20,1,1,
43545,Florida,5/3/20,1,1,
43614,Florida,5/4/20,1,1,
43683,Florida,5/5/20,1,1,
43752,Florida,5/6/20,1,1,
43821,Florida,5/7/20,1,1,
43890,Florida,5/8/20,1,1,
43959,Georgia,1/22/20,0,0,
44120,Georgia,1/23/20,0,0,
44281,Georgia,1/24/20,0,0,
44442,Georgia,1/25/20,0,0,
44603,Georgia,1/26/20,0,0,
44764,Georgia,1/27/20,0,0,
44925,Georgia,1/28/20,0,0,
45086,Georgia,1/29/20,0,0,
45247,Georgia,1/30/20,0,0,
45408,Georgia,1/31/20,0,0,
45569,Georgia,2/1/20,0,0,
45730,Georgia,2/2/20,0,0,
45891,Georgia,2/3/20,0,0,
46052,Georgia,2/4/20,0,0,
46213,Georgia,2/5/20,0,0,
46374,Georgia,2/6/20,0,0,
46535,Georgia,2/7/20,0,0,
46696,Georgia,2/8/20,0,0,
46857,Georgia,2/9/20,0,0,
47018,Georgia,2/10/20,0,0,
47179,Georgia,2/11/20,0,0,
47340,Georgia,2/12/20,0,0,
47501,Georgia,2/13/20,0,0,
47662,Georgia,2/14/20,0,0,
47823,Georgia,2/15/20,0,0,
47984,Georgia,2/16/20,0,0,
48145,Georgia,2/17/20,0,0,
48306,Georgia,2/18/20,0,0,
48467,Georgia,2/19/20,0,0,
48628,Georgia,2/20/20,0,0,
48789,Georgia,2/21/20,0,0,
48950,Georgia,2/22/20,0,0,
49111,Georgia,2/23/20,0,0,
49272,Georgia,2/24/20,0,0,
49433,Georgia,2/25/20,0,0,
49594,Georgia,2/26/20,0,0,
49755,Georgia,2/27/20,0,0,
49916,Georgia,2/28/20,0,0,
50077,Georgia,2/29/20,0,0,
50238,Georgia,3/1/20,0,0,
50399,Georgia,3/2/20,0,0,
50560,Georgia,3/3/20,0,0,
50721,Georgia,3/4/20,0,0,
50882,Georgia,3/5/20,0,0,
51043,Georgia,3/6/20,0,0,
51204,Georgia,3/7/20,0,0,
51365,Georgia,3/8/20,0,0,
51526,Georgia,3/9/20,0,0,
51687,Georgia,3/10/20,0,0,
51848,Georgia,3/11/20,0,0,
52009,Georgia,3/12/20,0,0,
52170,Georgia,3/13/20,0,0,
52331,Georgia,3/14/20,0,0,
52492,Georgia,3/15/20,0,0,
52653,Georgia,3/16/20,0,0,
52814,Georgia,3/17/20,0,0,
52975,Georgia,3/18/20,0,0,
53136,Georgia,3/19/20,0,0,
53297,Georgia,3/20/20,0,0,
53458,Georgia,3/21/20,0,0,
53619,Georgia,3/22/20,0,0,
53780,Georgia,3/23/20,0,0,
53941,Georgia,3/24/20,0,0,
54102,Georgia,3/25/20,0,0,
54263,Georgia,3/26/20,0,0,
54424,Georgia,3/27/20,0,0,
54585,Georgia,3/28/20,0,0,
54746,Georgia,3/29/20,0,0,
54907,Georgia,3/30/20,0,0,
55068,Georgia,3/31/20,0,0,
55229,Georgia,4/1/20,0,0,
55390,Georgia,4/2/20,0,0,
55551,Georgia,4/3/20,0,1,
55712,Georgia,4/4/20,1,1,
55873,Georgia,4/5/20,1,1,
56034,Georgia,4/6/20,1,1,
56195,Georgia,4/7/20,1,1,
56356,Georgia,4/8/20,1,1,
56517,Georgia,4/9/20,1,1,
56678,Georgia,4/10/20,1,1,
56839,Georgia,4/11/20,1,1,
57000,Georgia,4/12/20,1,1,
57161,Georgia,4/13/20,1,1,
57322,Georgia,4/14/20,1,1,
57483,Georgia,4/15/20,1,1,
57644,Georgia,4/16/20,1,1,
57805,Georgia,4/17/20,1,1,
57966,Georgia,4/18/20,1,1,
58127,Georgia,4/19/20,1,1,
58288,Georgia,4/20/20,1,1,
58449,Georgia,4/21/20,1,1,
58610,Georgia,4/22/20,1,1,
58771,Georgia,4/23/20,1,1,
58932,Georgia,4/24/20,1,1,
59093,Georgia,4/25/20,1,1,
59254,Georgia,4/26/20,1,1,
59415,Georgia,4/27/20,1,1,
59576,Georgia,4/28/20,1,1,
59737,Georgia,4/29/20,1,1,
59898,Georgia,4/30/20,1,1,
60059,Georgia,5/1/20,1,1,
60220,Georgia,5/2/20,1,1,
60381,Georgia,5/3/20,1,1,
60542,Georgia,5/4/20,1,1,
60703,Georgia,5/5/20,1,1,
60864,Georgia,5/6/20,1,1,
61025,Georgia,5/7/20,1,1,
61186,Georgia,5/8/20,1,1,
61347,Hawaii,1/22/20,0,0,
61354,Hawaii,1/23/20,0,0,
61361,Hawaii,1/24/20,0,0,
61368,Hawaii,1/25/20,0,0,
61375,Hawaii,1/26/20,0,0,
61382,Hawaii,1/27/20,0,0,
61389,Hawaii,1/28/20,0,0,
61396,Hawaii,1/29/20,0,0,
61403,Hawaii,1/30/20,0,0,
61410,Hawaii,1/31/20,0,0,
61417,Hawaii,2/1/20,0,0,
61424,Hawaii,2/2/20,0,0,
61431,Hawaii,2/3/20,0,0,
61438,Hawaii,2/4/20,0,0,
61445,Hawaii,2/5/20,0,0,
61452,Hawaii,2/6/20,0,0,
61459,Hawaii,2/7/20,0,0,
61466,Hawaii,2/8/20,0,0,
61473,Hawaii,2/9/20,0,0,
61480,Hawaii,2/10/20,0,0,
61487,Hawaii,2/11/20,0,0,
61494,Hawaii,2/12/20,0,0,
61501,Hawaii,2/13/20,0,0,
61508,Hawaii,2/14/20,0,0,
61515,Hawaii,2/15/20,0,0,
61522,Hawaii,2/16/20,0,0,
61529,Hawaii,2/17/20,0,0,
61536,Hawaii,2/18/20,0,0,
61543,Hawaii,2/19/20,0,0,
61550,Hawaii,2/20/20,0,0,
61557,Hawaii,2/21/20,0,0,
61564,Hawaii,2/22/20,0,0,
61571,Hawaii,2/23/20,0,0,
61578,Hawaii,2/24/20,0,0,
61585,Hawaii,2/25/20,0,0,
61592,Hawaii,2/26/20,0,0,
61599,Hawaii,2/27/20,0,0,
61606,Hawaii,2/28/20,0,0,
61613,Hawaii,2/29/20,0,0,
61620,Hawaii,3/1/20,0,0,
61627,Hawaii,3/2/20,0,0,
61634,Hawaii,3/3/20,0,0,
61641,Hawaii,3/4/20,0,0,
61648,Hawaii,3/5/20,0,0,
61655,Hawaii,3/6/20,0,0,
61662,Hawaii,3/7/20,0,0,
61669,Hawaii,3/8/20,0,0,
61676,Hawaii,3/9/20,0,0,
61683,Hawaii,3/10/20,0,0,
61690,Hawaii,3/11/20,0,0,
61697,Hawaii,3/12/20,0,0,
61704,Hawaii,3/13/20,0,0,
61711,Hawaii,3/14/20,0,0,
61718,Hawaii,3/15/20,0,0,
61725,Hawaii,3/16/20,0,0,
61732,Hawaii,3/17/20,0,0,
61739,Hawaii,3/18/20,0,0,
61746,Hawaii,3/19/20,0,0,
61753,Hawaii,3/20/20,0,0,
61760,Hawaii,3/21/20,0,0,
61767,Hawaii,3/22/20,0,0,
61774,Hawaii,3/23/20,0,0,
61781,Hawaii,3/24/20,0,0,
61788,Hawaii,3/25/20,0,1,
61795,Hawaii,3/26/20,0,1,
61802,Hawaii,3/27/20,0,1,
61809,Hawaii,3/28/20,0,1,
61816,Hawaii,3/29/20,0,1,
61823,Hawaii,3/30/20,0,1,
61830,Hawaii,3/31/20,0,1,
61837,Hawaii,4/1/20,0,1,
61844,Hawaii,4/2/20,0,1,
61851,Hawaii,4/3/20,0,1,
61858,Hawaii,4/4/20,1,1,
61865,Hawaii,4/5/20,1,1,
61872,Hawaii,4/6/20,1,1,
61879,Hawaii,4/7/20,1,1,
61886,Hawaii,4/8/20,1,1,
61893,Hawaii,4/9/20,1,1,
61900,Hawaii,4/10/20,1,1,
61907,Hawaii,4/11/20,1,1,
61914,Hawaii,4/12/20,1,1,
61921,Hawaii,4/13/20,1,1,
61928,Hawaii,4/14/20,1,1,
61935,Hawaii,4/15/20,1,1,
61942,Hawaii,4/16/20,1,1,
61949,Hawaii,4/17/20,1,1,
61956,Hawaii,4/18/20,1,1,
61963,Hawaii,4/19/20,1,1,
61970,Hawaii,4/20/20,1,1,
61977,Hawaii,4/21/20,1,1,
61984,Hawaii,4/22/20,1,1,
61991,Hawaii,4/23/20,1,1,
61998,Hawaii,4/24/20,1,1,
62005,Hawaii,4/25/20,1,1,
62012,Hawaii,4/26/20,1,1,
62019,Hawaii,4/27/20,1,1,
62026,Hawaii,4/28/20,1,1,
62033,Hawaii,4/29/20,1,1,
62040,Hawaii,4/30/20,1,1,
62047,Hawaii,5/1/20,1,1,
62054,Hawaii,5/2/20,1,1,
62061,Hawaii,5/3/20,1,1,
62068,Hawaii,5/4/20,1,1,
62075,Hawaii,5/5/20,1,1,
62082,Hawaii,5/6/20,1,1,
62089,Hawaii,5/7/20,1,1,
62096,Hawaii,5/8/20,1,1,
62103,Idaho,1/22/20,0,0,
62149,Idaho,1/23/20,0,0,
62195,Idaho,1/24/20,0,0,
62241,Idaho,1/25/20,0,0,
62287,Idaho,1/26/20,0,0,
62333,Idaho,1/27/20,0,0,
62379,Idaho,1/28/20,0,0,
62425,Idaho,1/29/20,0,0,
62471,Idaho,1/30/20,0,0,
62517,Idaho,1/31/20,0,0,
62563,Idaho,2/1/20,0,0,
62609,Idaho,2/2/20,0,0,
62655,Idaho,2/3/20,0,0,
62701,Idaho,2/4/20,0,0,
62747,Idaho,2/5/20,0,0,
62793,Idaho,2/6/20,0,0,
62839,Idaho,2/7/20,0,0,
62885,Idaho,2/8/20,0,0,
62931,Idaho,2/9/20,0,0,
62977,Idaho,2/10/20,0,0,
63023,Idaho,2/11/20,0,0,
63069,Idaho,2/12/20,0,0,
63115,Idaho,2/13/20,0,0,
63161,Idaho,2/14/20,0,0,
63207,Idaho,2/15/20,0,0,
63253,Idaho,2/16/20,0,0,
63299,Idaho,2/17/20,0,0,
63345,Idaho,2/18/20,0,0,
63391,Idaho,2/19/20,0,0,
63437,Idaho,2/20/20,0,0,
63483,Idaho,2/21/20,0,0,
63529,Idaho,2/22/20,0,0,
63575,Idaho,2/23/20,0,0,
63621,Idaho,2/24/20,0,0,
63667,Idaho,2/25/20,0,0,
63713,Idaho,2/26/20,0,0,
63759,Idaho,2/27/20,0,0,
63805,Idaho,2/28/20,0,0,
63851,Idaho,2/29/20,0,0,
63897,Idaho,3/1/20,0,0,
63943,Idaho,3/2/20,0,0,
63989,Idaho,3/3/20,0,0,
64035,Idaho,3/4/20,0,0,
64081,Idaho,3/5/20,0,0,
64127,Idaho,3/6/20,0,0,
64173,Idaho,3/7/20,0,0,
64219,Idaho,3/8/20,0,0,
64265,Idaho,3/9/20,0,0,
64311,Idaho,3/10/20,0,0,
64357,Idaho,3/11/20,0,0,
64403,Idaho,3/12/20,0,0,
64449,Idaho,3/13/20,0,0,
64495,Idaho,3/14/20,0,0,
64541,Idaho,3/15/20,0,0,
64587,Idaho,3/16/20,0,0,
64633,Idaho,3/17/20,0,0,
64679,Idaho,3/18/20,0,0,
64725,Idaho,3/19/20,0,0,
64771,Idaho,3/20/20,0,0,
64817,Idaho,3/21/20,0,0,
64863,Idaho,3/22/20,0,0,
64909,Idaho,3/23/20,0,0,
64955,Idaho,3/24/20,0,0,
65001,Idaho,3/25/20,0,1,
65047,Idaho,3/26/20,0,1,
65093,Idaho,3/27/20,0,1,
65139,Idaho,3/28/20,0,1,
65185,Idaho,3/29/20,0,1,
65231,Idaho,3/30/20,0,1,
